"HHID","parcelID","a2bq1owned","Parcel_Resp","a2bq4","a2bq5","a2bq5_2_1","a2bq5_2","a2bq6","a2bq7","a2bq8","a2bq9","a2bq10","a2bq11","a2bq12a","a2bq12b","a2bq12a1","a2bq12b1","a2bq13","a2bq14","a2bq15","a2bq16","a2bq17","a2bq18","a2bq19","a2bq20a","a2bq20b","a2bq21a","a2bq21b","A2BQ12B_plots","A2BQ12A_plots","hh","wgt_X"
368010401,1,2,36801001,,1.20000004768372,1,2,5,6,2,,8,1,2,2,,,,1,1,2,2,1,3,6,8,36801001,36801002,1,1,"H36801-04-01",2047.62976074219
368020401,1,2,36802002,,0.5,4,2,3,1,1,50000,2,1,2,2,,,,1,1,2,2,2,,,,36802001,36802002,1,1,"H36802-04-01",2047.62976074219
368040401,1,2,36804001,,2,1,2,4,6,1,0,0,1,1,1,,,,3,1,2,1,2,,,,36804001,,1,1,"H36804-04-01",2047.62976074219
368070401,2,2,36807001,,1,1,2,4,6,2,,3,2,1,5,,2,,1,1,2,2,2,,,,36807001,36807002,,1,"H36807-04-01",2047.62976074219
368090401,2,2,36809001,,0.400000005960464,2,2,1,1,2,,1,2,2,5,,1,,1,1,2,2,2,,,,36809001,36809002,,1,"H36809-04-01",2047.62976074219
368090401,3,2,36809001,,0.600000023841858,2,2,1,1,2,,1,2,2,5,,2,,1,1,2,2,2,,,,36809001,36809002,,1,"H36809-04-01",2047.62976074219
368090401,4,2,36809001,,0.699999988079071,2,2,4,1,2,,1,2,5,5,3,1,,1,1,2,2,2,,,,36809001,36809002,,,"H36809-04-01",2047.62976074219
369030401,2,2,36903001,,1.29999995231628,4,2,2,4,1,40000,5,1,2,2,,,,1,1,2,2,2,,,,36903001,,2,2,"H36903-04-01",1252.86779785156
369080401,2,2,36908001,,1,2,2,3,4,1,160000,2,2,1,1,,,,1,1,2,2,2,,,,36908001,,1,1,"H36908-04-01",1252.86779785156
370030401,1,2,37003002,,0.600000023841858,4,2,2,1,1,0,6,2,2,2,,,,2,2,2,2,2,,,,37003001,37003002,1,1,"H37003-04-01",3347.30493164063
370040401,1,2,37004002,,0.5,1,2,2,4,1,0,10,2,1,1,,,,3,1,1,1,2,,,,37004001,37004002,1,1,"H37004-04-01",3347.30493164063
370050401,1,2,37005001,,0.300000011920929,1,2,3,1,2,,10,2,2,2,,,,2,2,2,2,2,,,,37005001,37005002,1,1,"H37005-04-01",3347.30493164063
370060401,2,2,37006001,,0.270000010728836,1,2,3,4,2,,10,2,5,2,3,,,1,2,2,2,2,,,,37006001,,1,,"H37006-04-01",3347.30493164063
370090401,1,2,37009001,,1.5,1,2,3,4,1,0,1,2,1,96,,,,2,1,2,1,2,,,,37009001,,,1,"H37009-04-01",3347.30493164063
371020401,1,2,37102001,,4,2,2,1,4,1,0,33,1,1,1,,,,2,1,2,2,2,,,,37102001,37102002,2,4,"H37102-04-01",1267.58740234375
371040401,1,2,37104001,,1.5,4,2,4,4,2,,3,1,2,5,,3,,3,1,2,2,2,,,,37104001,,,1,"H37104-04-01",1267.58740234375
371050401,1,2,37105001,,4,2,2,1,4,2,,7,2,1,1,,,,2,1,2,2,2,,,,37105001,,2,2,"H37105-04-01",1267.58740234375
371080401,1,2,37108001,,5,2,2,1,4,2,,8,2,1,1,,,,2,1,2,2,2,,,,37108001,,2,2,"H37108-04-01",1267.58740234375
372010401,2,2,37201002,,0.25,1,2,3,4,1,0,3,2,1,1,,,,1,1,2,2,2,,,,37201001,37201002,1,1,"H37201-04-01",2853.9248046875
372030401,2,2,37203001,,0.25,1,2,3,4,1,0,4,2,1,1,,,,3,1,2,4,1,1,6,6,37203001,37203002,1,1,"H37203-04-01",2853.9248046875
372030401,3,2,37203001,,0.25,1,2,3,4,1,0,4,2,1,1,,,,3,1,2,4,1,1,6,6,37203001,37203002,1,1,"H37203-04-01",2853.9248046875
372040401,2,2,37204001,,0.25,1,2,3,4,1,0,4,2,1,1,,,,2,3,2,4,1,1,6,6,37204001,,1,1,"H37204-04-01",2853.9248046875
372040401,3,2,37204001,,0.25,1,2,3,4,1,0,4,2,1,1,,,,2,1,2,4,1,1,6,6,37204001,,1,1,"H37204-04-01",2853.9248046875
372050401,3,2,37205001,,0.25,1,2,3,4,1,0,4,2,1,1,,,,1,1,2,4,1,1,8,,37205001,37205002,1,1,"H37205-04-01",2853.9248046875
372060401,2,2,37206002,,0.25,1,2,4,1,6,,3,1,1,1,,,,2,1,2,2,2,,,,37206001,37206002,1,1,"H37206-04-01",2853.9248046875
372070401,2,2,37207002,,0.5,1,2,4,1,6,,4,2,1,1,,,,2,1,2,4,2,,,,37207001,37207002,1,1,"H37207-04-01",2853.9248046875
372090401,3,2,37209001,,1,1,2,4,1,1,0,3,1,1,1,,,,3,1,2,2,2,,,,37209001,37209002,1,1,"H37209-04-01",2853.9248046875
372100401,2,2,37210001,,25,1,2,3,1,6,,5,2,1,1,,,,2,1,2,2,2,,,,37210001,37210002,1,1,"H37210-04-01",2853.9248046875
373020401,1,2,37302002,,1,1,2,2,4,1,125000,1,1,1,1,,,,1,1,2,3,2,,,,37302002,,1,1,"H37302-04-01",2367.31103515625
373020401,2,2,37302002,,0.5,1,2,1,4,1,0,1,1,1,5,,3,,1,1,2,2,2,,,,37302001,,,1,"H37302-04-01",2367.31103515625
373050401,2,2,37305001,,1.5,1,2,2,4,1,100000,3,1,1,1,,,,1,1,2,2,2,,,,37305001,,2,2,"H37305-04-01",2367.31103515625
373050401,3,2,37305001,,0.5,1,2,2,4,1,100000,2,1,1,5,,3,,2,1,2,2,2,,,,37305001,,,1,"H37305-04-01",2367.31103515625
373060401,1,2,37306001,,1,2,2,3,2,1,200000,0,1,1,1,,,,1,2,2,2,2,,,,37306001,37306002,1,1,"H37306-04-01",2367.31103515625
373060401,2,2,37306001,,1,2,2,3,2,1,150000,0,1,1,1,,,,1,2,2,2,2,,,,37306001,37306002,1,1,"H37306-04-01",2367.31103515625
373080401,1,2,37308001,,1,3,2,1,4,1,0,2,2,1,2,,,,1,1,2,2,2,,,,37308001,,1,1,"H37308-04-01",2367.31103515625
373090401,1,2,37309001,,0.5,2,2,2,2,1,0,0,2,2,96,,,,3,2,2,2,1,2,8,,37309001,37309002,,1,"H37309-04-01",2367.31103515625
374040401,3,2,37404002,,1,1,2,4,4,1,50000,1,1,1,96,,,,2,1,2,2,2,,,,37404001,37404002,,1,"H37404-04-01",2993.59375
374040401,4,2,37404002,,1,1,2,4,4,1,50000,1,1,1,96,,,,2,1,2,2,2,,,,37404001,37404002,,1,"H37404-04-01",2993.59375
374040401,6,2,37404002,,0.25,1,2,3,4,1,20000,2,1,1,96,,,,2,1,2,2,2,,,,37404001,37404002,,1,"H37404-04-01",2993.59375
374050401,1,2,37405002,,1,1,2,4,4,1,150000,1,1,1,1,,,,2,1,2,2,2,,,,37405001,37405002,1,1,"H37405-04-01",2993.59375
374070401,2,2,37407001,,0.25,1,2,3,4,1,30000,6,1,1,1,,,,2,1,2,2,2,,,,37407001,,1,1,"H37407-04-01",2993.59375
374070401,3,2,37407001,,0.25,1,2,3,4,1,20000,1,1,2,1,,,,2,1,2,2,2,,,,37407001,,1,1,"H37407-04-01",2993.59375
374070401,4,2,37407001,,0.25,1,2,3,4,1,40000,1,2,2,2,,,,2,1,2,2,2,,,,37407001,,1,1,"H37407-04-01",2993.59375
374070401,5,2,37407001,,0.25,1,2,3,4,1,100000,1,1,5,2,3,,,3,1,3,2,2,,,,37407001,,1,,"H37407-04-01",2993.59375
374080401,1,2,37408001,0.270000010728836,0.25,,1,1,4,1,0,10,2,2,2,,,,2,1,2,2,2,,,,37408001,37408002,1,1,"H37408-04-01",2993.59375
374080401,2,2,37408001,,0.699999988079071,1,2,3,4,1,0,1,2,1,1,,,,1,1,2,2,2,,,,37408001,37408002,2,2,"H37408-04-01",2993.59375
374090401,4,2,37409001,,0.5,1,2,2,4,1,0,2,2,1,5,,3,,1,1,2,2,1,2,11,11,37409001,37409002,,1,"H37409-04-01",2993.59375
374090401,5,2,37409001,,0.5,1,2,2,4,1,0,2,2,1,1,,,,1,1,2,2,2,,,,37409001,37409002,1,1,"H37409-04-01",2993.59375
374090401,6,2,37409001,,1,1,2,4,4,1,0,1,2,1,5,,3,,3,1,1,2,2,,,,37409001,37409002,,1,"H37409-04-01",2993.59375
374100401,3,2,37410002,,0.25,1,2,4,4,1,100000,2,1,5,5,3,3,,3,1,3,3,2,,,,37410001,37410002,,,"H37410-04-01",2993.59375
375050401,2,2,37505001,,0.5,1,2,4,4,1,200000,1,1,1,1,,,,1,1,2,2,2,,,,37505001,37505002,1,1,"H37505-04-01",544.481567382813
375070401,4,2,37507002,,0.75,1,2,2,4,1,20000,2,1,1,1,,,,1,1,2,2,2,,,,37507001,37507002,1,1,"H37507-04-01",544.481567382813
375080401,5,2,37508002,,0.5,1,2,2,4,1,100000,2,1,1,1,,,,2,1,2,2,2,,,,37508001,37508002,1,1,"H37508-04-01",544.481567382813
375080401,6,2,37508002,,0.5,1,2,2,4,1,100000,2,1,1,1,,,,2,1,2,2,2,,,,37508001,37508002,1,1,"H37508-04-01",544.481567382813
376020402,1,2,37602001,0.449999988079071,0.5,,1,1,4,1,0,7,2,1,1,,,,2,2,2,2,2,,,,37602001,,2,1,"H37602-04-02",3280.814453125
376020402,2,2,37602001,0.850000023841858,1,,1,1,4,1,0,5,2,1,1,,,,2,2,2,2,2,,,,37602001,,2,2,"H37602-04-02",3280.814453125
376020402,4,2,37602001,0.379999995231628,1,,1,1,4,1,0,5,2,1,1,,,,2,1,2,3,2,,,,37602001,,1,1,"H37602-04-02",3280.814453125
376060401,2,2,37606001,,0.25,1,2,3,4,1,0,1,1,1,1,,,,2,1,2,2,1,2,2,6,37606001,37606002,1,1,"H37606-04-01",3280.814453125
376090401,3,2,37609001,2.29999995231628,3,,1,2,4,1,100000,1,1,1,5,,3,,1,1,2,2,2,,,,37609001,,,1,"H37609-04-01",3280.814453125
376100401,3,2,37610001,0.490000009536743,0.5,,1,3,4,1,100000,2,1,1,5,,3,,1,1,2,2,1,6,8,,37610001,37610002,,1,"H37610-04-01",3280.814453125
376100401,4,2,37610001,,1,1,2,4,4,1,150000,3,1,1,1,,,,2,1,2,2,1,6,6,8,37610001,37610002,2,1,"H37610-04-01",3280.814453125
377010401,2,2,37701001,0.959999978542328,1,,1,3,4,2,,0,1,96,2,,,,2,1,2,3,2,,,,37701001,37701002,1,,"H37701-04-01",1595.68603515625
377010401,3,2,37701001,0.360000014305115,0.5,,1,1,1,2,,0,1,5,2,3,,,2,2,2,2,2,,,,37701001,37701002,1,,"H37701-04-01",1595.68603515625
377040401,2,2,37704001,,1,1,2,3,4,1,50000,1,1,1,96,,,,1,2,2,2,2,,,,37704001,37704002,,1,"H37704-04-01",1595.68603515625
377050401,2,2,37705001,,1,1,2,3,4,1,50000,3,1,1,1,,,,1,1,2,2,2,,,,37705001,37705002,1,1,"H37705-04-01",1595.68603515625
377100401,3,2,37710001,,2,1,2,2,4,1,100000,0,2,96,1,,,,2,1,2,5,2,,,,37710001,99999999,2,,"H37710-04-01",1595.68603515625
378060401,1,2,37806002,,0.300000011920929,1,2,4,4,1,40000,1,1,1,1,,,,2,2,2,2,1,2,2,6,37806002,,1,1,"H37806-04-01",2097.82543945313
378070401,2,2,37807002,,1,1,2,1,4,1,0,0,1,1,1,,,,2,2,2,2,2,,,,37807001,37807002,1,2,"H37807-04-01",2097.82543945313
378070401,3,2,37807002,,0.5,1,2,3,4,1,0,0,2,1,1,,,,3,1,2,4,2,,,,37807002,37807003,1,1,"H37807-04-01",2097.82543945313
378070401,4,2,37807002,,0.5,1,2,3,4,1,0,0,2,1,1,,,,3,1,2,4,2,,,,37807001,37807002,1,1,"H37807-04-01",2097.82543945313
378100401,3,2,37810001,,0.5,1,2,5,1,1,70000,4,1,1,1,,,,3,1,2,2,2,,,,37810001,37810004,1,1,"H37810-04-01",2097.82543945313
378100401,4,2,37810001,,0.25,1,2,5,1,1,20000,4,1,1,1,,,,3,1,2,2,2,,,,37810001,37810004,1,1,"H37810-04-01",2097.82543945313
379010401,1,2,37901002,,0.5,3,2,2,1,1,70000,3,1,1,1,,,,2,2,2,2,2,,,,37901001,37901002,2,2,"H37901-04-01",2645.49951171875
379010401,2,2,37901002,,2,3,2,2,1,1,100000,2,1,1,1,,,,2,2,2,2,2,,,,37901001,37901002,2,3,"H37901-04-01",2645.49951171875
379020401,2,2,37902001,,0.5,1,2,3,1,1,0,0,1,1,1,,,,3,2,3,2,2,,,,37902001,,1,1,"H37902-04-01",2645.49951171875
380070401,2,2,38007002,,0.5,1,2,3,4,2,,1,1,96,1,,,,1,2,2,2,2,,,,38007002,,1,,"H38007-04-01",2108.638671875
380070401,3,2,38007002,,0.5,1,2,3,4,2,,1,1,96,1,,,,1,2,2,2,2,,,,38007002,,1,,"H38007-04-01",2108.638671875
380080401,1,2,38008001,,3,1,2,4,4,2,,1,1,1,1,,,,1,2,2,2,2,,,,38008001,38008002,1,1,"H38008-04-01",2108.638671875
380080401,2,2,38008001,,1.5,1,2,4,4,2,,1,1,5,1,3,,,1,2,2,2,2,,,,38008001,38008002,1,,"H38008-04-01",2108.638671875
380080401,3,2,38008001,,1,1,2,4,4,2,,1,1,5,1,3,,,1,2,2,2,2,,,,38008001,38008002,1,,"H38008-04-01",2108.638671875
381020401,3,2,38102002,,1,1,2,3,4,1,0,3,2,2,2,,,,1,1,2,2,2,,,,38102001,38102002,1,1,"H38102-04-01",2935.46557617188
381020401,4,2,38102002,,1,1,2,5,4,1,0,3,2,1,1,,,,3,1,3,2,2,,,,38102001,38102002,1,2,"H38102-04-01",2935.46557617188
381030401,3,2,38103001,,1,1,2,4,4,1,50000,3,1,1,1,,,,2,1,2,2,2,,,,38103001,38103002,1,1,"H38103-04-01",2935.46557617188
381040401,2,2,38104003,,0.25,1,2,4,4,1,0,1,1,1,1,,,,2,1,2,2,2,,,,38104001,38104002,1,1,"H38104-04-01",2935.46557617188
381050401,1,2,38105001,,0.119999997317791,3,2,1,4,1,0,0,2,96,1,,,,1,3,2,3,1,3,8,,38105002,38105001,1,,"H38105-04-01",2935.46557617188
381050401,2,2,38105001,,1,1,2,5,1,1,0,2,2,1,1,,,,3,1,2,2,2,,,,38105001,38105002,1,1,"H38105-04-01",2935.46557617188
381050401,3,2,38105001,,1,1,2,3,4,1,0,3,1,1,2,,,,2,1,2,2,2,,,,38105001,38105002,1,1,"H38105-04-01",2935.46557617188
381050401,4,2,38105001,,1,1,2,3,4,1,0,2,1,1,1,,,,2,1,2,2,2,,,,38105001,,1,2,"H38105-04-01",2935.46557617188
381090401,5,2,38109001,,1,1,2,4,4,1,50000,1,1,96,1,,,,1,1,2,3,1,2,2,8,38109001,38109002,2,,"H38109-04-01",2935.46557617188
382010401,1,2,38201002,0.340000003576279,1,,1,1,1,2,,1,2,2,2,,,,1,1,2,2,2,,,,38201001,38201002,1,1,"H38201-04-01",4849.8994140625
382030401,2,2,38203001,,1,1,2,2,4,1,120000,0,1,96,1,,,,1,2,2,2,2,,,,38203001,,1,,"H38203-04-01",4849.8994140625
382040401,1,2,38204001,0.140000000596046,0.25,,1,2,6,2,,1,1,2,2,,,,1,2,2,2,2,,,,38204002,38204001,1,1,"H38204-04-01",4849.8994140625
382070401,1,2,38207001,,1,1,2,2,4,1,100000,2,1,1,1,,,,3,1,2,3,1,2,6,8,38207001,38207002,1,1,"H38207-04-01",4849.8994140625
382070401,2,2,38207001,,1,1,2,3,4,1,100000,5,1,1,1,,,,2,1,2,2,2,,,,38207001,38207002,1,1,"H38207-04-01",4849.8994140625
382080401,3,2,38208001,,1,1,2,3,4,1,100000,2,1,1,1,,,,3,1,2,5,2,,,,38208001,,2,3,"H38208-04-01",4849.8994140625
382080401,4,2,,,0.25,1,2,2,4,1,0,0,1,1,1,,,,3,1,2,5,2,,,,38208001,,1,1,"H38208-04-01",4849.8994140625
382090401,2,2,38209001,0.680000007152557,0.800000011920929,,1,2,1,2,,2,1,2,2,,,,1,1,2,2,2,,,,38209001,,1,1,"H38209-04-01",4849.8994140625
382090401,4,2,38209001,,1,1,2,3,1,2,,1,1,2,2,,,,1,1,2,2,2,,,,38209001,,1,1,"H38209-04-01",4849.8994140625
383020401,2,2,38302001,,1,3,2,2,1,2,,1,1,5,1,3,,,2,1,2,2,2,,,,38302001,38302002,1,,"H38302-04-01",2366.15893554688
383080401,1,2,38308001,,1.75,1,2,1,4,2,,9,2,1,1,,,,1,2,2,2,2,,,,38308001,,1,4,"H38308-04-01",2366.15893554688
383100401,3,2,38310002,,0.75,1,2,3,4,1,3000,2,1,1,1,,,,1,1,2,2,2,,,,38310001,38310002,1,1,"H38310-04-01",2366.15893554688
383100401,4,2,38310002,,1.5,1,2,4,4,1,30000,2,1,1,5,,3,,1,1,2,2,2,,,,38310001,38310002,,1,"H38310-04-01",2366.15893554688
384060401,1,2,38406001,,0.5,1,2,2,2,1,60000,2,2,1,1,,,,1,2,2,2,2,,,,38406001,,1,1,"H38406-04-01",2472.08251953125
384060401,2,2,38406001,,0.5,2,2,3,2,1,70000,1,2,5,1,1,,,3,2,2,2,2,,,,38406001,,1,,"H38406-04-01",2472.08251953125
384060401,3,2,38406001,,0.400000005960464,3,2,2,2,1,80000,1,2,1,1,,,,1,2,2,2,2,,,,38406001,,1,1,"H38406-04-01",2472.08251953125
384080401,1,2,38408002,1.05999994277954,1,,1,1,4,2,,1,2,5,1,3,,,1,1,2,2,2,,,,38408001,38408002,1,,"H38408-04-01",2472.08251953125
384080401,2,2,38408002,1.02999997138977,1,,1,3,4,2,,1,2,5,1,3,,,1,1,2,2,2,,,,38408001,38408002,1,,"H38408-04-01",2472.08251953125
384080401,3,2,38408002,1.01999998092651,1,,1,3,4,2,,1,2,1,1,,,,3,1,2,1,2,,,,38408001,38408002,1,1,"H38408-04-01",2472.08251953125
384100401,1,2,38410001,,0.400000005960464,1,2,3,2,1,100000,1,2,1,96,,,,1,2,2,2,2,,,,38410001,,,1,"H38410-04-01",2472.08251953125
384100401,3,2,38410001,,0.5,1,2,2,2,1,50000,1,1,1,5,,1,,1,2,2,2,2,,,,38410001,,,1,"H38410-04-01",2472.08251953125
385050401,3,2,38505002,0.340000003576279,0.25,,1,1,2,1,60000,2,1,1,1,,,,2,1,2,2,2,,,,38505001,38505002,1,1,"H38505-04-01",326.926422119141
385050401,4,2,38505002,0.509999990463257,0.25,,1,1,2,1,100000,1,2,1,1,,,,2,1,2,2,2,,,,38505001,38505002,1,1,"H38505-04-01",326.926422119141
385050401,5,2,38505002,,0.119999997317791,3,2,1,2,1,80000,1,1,1,1,,,,3,1,2,2,2,,,,38505001,38505002,1,1,"H38505-04-01",326.926422119141
385060401,1,2,38506001,0.259999990463257,0.180000007152557,,1,2,4,1,0,0,2,5,1,3,,,2,2,2,2,2,,,,38506001,38506002,1,,"H38506-04-01",326.926422119141
385070401,3,2,38507001,,0.100000001490116,1,2,4,4,1,0,1,1,5,1,3,,,2,1,2,2,2,,,,38507002,38507001,1,,"H38507-04-01",326.926422119141
385090401,1,2,38509001,0.579999983310699,0.25,,1,1,4,2,,18,2,1,1,,,,1,2,2,2,2,,,,38509001,,1,1,"H38509-04-01",326.926422119141
385090401,2,2,38509001,0.159999996423721,0.180000007152557,,1,1,4,1,0,2,1,5,1,3,,,1,2,2,2,2,,,,38509001,,1,,"H38509-04-01",326.926422119141
385100401,4,2,38510001,,0.5,1,2,4,4,1,25000,2,1,1,1,,,,3,2,2,2,2,,,,38510001,38510002,1,1,"H38510-04-01",326.926422119141
386010401,3,2,38601001,,0.25,2,2,3,2,1,0,6,2,1,1,,,,2,1,2,3,1,1,6,8,38601001,38601002,1,1,"H38601-04-01",3881.62280273438
386050401,3,2,38605001,,0.200000002980232,2,2,2,2,1,30000,1,1,6,1,,,,2,1,2,2,2,,,,38605001,38605002,1,,"H38605-04-01",3881.62280273438
387010401,1,2,38701002,0.310000002384186,0.5,,1,1,4,1,25000,2,1,5,1,3,,,2,1,2,2,2,,,,38701001,38701002,1,,"H38701-04-01",1116.73669433594
387010401,2,2,38701002,0.449999988079071,0.5,,1,1,4,1,20000,6,1,1,1,,,,2,1,2,2,2,,,,38701001,38701002,1,1,"H38701-04-01",1116.73669433594
387010401,3,2,38701002,,2,1,2,1,4,1,50000,3,1,5,1,3,,,2,1,2,2,2,,,,38701001,38701002,2,,"H38701-04-01",1116.73669433594
387010401,4,2,38701002,,0.25,1,2,4,4,1,15000,3,1,1,1,,,,3,1,2,2,2,,,,38701001,38701002,1,1,"H38701-04-01",1116.73669433594
387010401,5,2,38701002,,0.5,1,2,4,4,1,35000,7,1,1,1,,,,3,1,2,2,2,,,,38701001,38701002,1,1,"H38701-04-01",1116.73669433594
387060401,2,2,38706002,,0.25,1,2,4,2,1,30000,2,1,1,1,,,,3,1,2,2,2,,,,38706001,38706002,1,1,"H38706-04-01",1116.73669433594
387060401,3,2,38706002,,0.119999997317791,1,2,4,2,1,25000,1,1,5,1,3,,,2,1,2,3,2,,,,38706001,38706002,1,,"H38706-04-01",1116.73669433594
388040401,5,2,38804002,0.389999985694885,0.5,,1,3,1,1,0,1,2,1,1,,,,2,1,2,3,2,,,,38804001,38804002,2,1,"H38804-04-01",2706.57373046875
388040401,6,2,38804002,,0.25,1,2,3,1,1,0,1,2,5,1,3,,,2,1,2,2,2,,,,38804001,38804002,1,,"H38804-04-01",2706.57373046875
389050401,2,2,38905002,,5,1,2,4,2,1,50000,3,1,2,2,,,,1,2,2,2,2,,,,38905001,38905002,1,1,"H38905-04-01",959.520629882813
390030401,4,2,39003003,,2,1,2,5,2,1,50000,5,1,5,1,3,,,2,1,2,2,1,4,8,,39003001,39003002,1,,"H39003-04-01",1330.84216308594
390060401,2,2,39006001,,0.75,1,2,4,2,1,0,5,2,1,1,,,,2,1,2,3,1,2,6,8,39006001,,3,3,"H39006-04-01",1330.84216308594
390060401,3,2,39006001,,0.5,1,2,3,2,1,0,8,2,1,1,,,,1,1,2,2,2,,,,39006001,,2,1,"H39006-04-01",1330.84216308594
391010401,3,2,39101001,0.720000028610229,1,,1,4,4,1,90000,2,1,1,1,,,,1,1,2,2,2,,,,39101001,39101002,1,1,"H39101-04-01",3899.56103515625
391020401,3,2,39102001,1.29999995231628,1.5,,1,3,4,1,75000,0,1,1,1,,,,3,1,2,2,2,,,,39102001,39102003,1,1,"H39102-04-01",3899.56103515625
391070401,2,2,39107001,,0.600000023841858,1,2,2,2,1,20000,6,1,6,1,,,,2,1,2,3,2,,,,39107001,39107002,1,,"H39107-04-01",3899.56103515625
391070401,3,2,39107001,,1,1,2,4,2,1,120000,1,1,6,2,,,,2,1,2,2,2,,,,39107001,39107002,1,,"H39107-04-01",3899.56103515625
391070401,4,2,39107001,,0.400000005960464,1,2,1,2,1,20000,1,1,6,1,,,,2,1,2,2,2,,,,39107001,39107002,1,,"H39107-04-01",3899.56103515625
393010401,3,2,39301002,,1,1,2,3,4,2,,3,2,5,1,3,,,3,1,2,2,2,,,,39301001,39301002,1,,"H39301-04-01",2549.3349609375
393080401,1,2,39308001,0.949999988079071,0.5,,1,1,1,1,0,3,2,1,1,,,,1,1,2,2,2,,,,39308001,39308002,1,1,"H39308-04-01",2549.3349609375
393080401,2,2,39308001,,0.5,2,2,2,1,1,0,1,2,5,1,3,,,1,2,2,2,2,,,,39308001,39308002,1,,"H39308-04-01",2549.3349609375
394020401,1,2,39402001,,0.5,4,2,1,6,2,,3,2,2,2,,,,1,1,2,2,2,,,,39402001,,1,1,"H39402-04-01",911.797973632813
394030401,1,2,39403001,,1.5,3,2,1,1,1,0,1,2,1,1,,,,1,1,2,2,2,,,,39403001,,3,1,"H39403-04-01",911.797973632813
394070401,3,2,39407001,,1,1,2,4,4,1,0,1,1,1,5,,1,,1,1,2,2,2,,,,39407001,39407002,,1,"H39407-04-01",911.797973632813
395050401,2,2,39505001,1.1599999666214,2,,1,2,4,1,100000,4,1,1,1,,,,2,2,2,2,2,,,,39505001,39505002,1,1,"H39505-04-01",1220.53100585938
395050401,3,2,39505001,1.51999998092651,2,,1,1,4,1,100000,3,1,1,1,,,,1,2,2,2,2,,,,39505001,39505002,2,1,"H39505-04-01",1220.53100585938
395050401,4,2,39505001,1.13999998569489,1,,1,1,4,1,80000,4,1,1,5,,3,,1,2,2,2,2,,,,39505001,39505002,,1,"H39505-04-01",1220.53100585938
395060401,2,2,39506001,,1,1,2,3,4,1,50000,4,1,1,1,,,,1,1,2,2,2,,,,39506001,39506008,1,1,"H39506-04-01",1220.53100585938
395060401,3,2,39506001,,1,1,2,3,4,1,60000,3,1,1,5,,3,,1,2,2,2,2,,,,39506001,39506010,,1,"H39506-04-01",1220.53100585938
395100401,3,2,39510002,,1,1,2,2,1,1,70000,2,2,1,5,,3,,1,1,2,2,2,,,,39510001,39510002,,2,"H39510-04-01",1220.53100585938
397060401,2,2,39706001,0.180000007152557,0.25,,1,1,4,1,0,6,2,2,1,,,,3,2,2,2,2,,,,39706001,39706002,1,1,"H39706-04-01",1330.84216308594
398030401,3,2,39803001,0.310000002384186,0.25,,1,1,2,1,35000,2,1,1,1,,,,2,1,2,3,2,,,,39803001,39803002,1,1,"H39803-04-01",1933.7021484375
398040401,5,2,39804002,,0.400000005960464,1,2,4,2,1,0,1,1,2,2,,,,2,2,2,3,2,,,,39804001,39804002,1,1,"H39804-04-01",1933.7021484375
398050401,3,2,39805001,,0.5,1,2,4,4,1,24000,2,1,1,1,,,,2,3,2,3,1,2,6,8,39805001,39805002,1,1,"H39805-04-01",1933.7021484375
398070401,4,2,39807001,,0.400000005960464,1,2,1,2,1,23000,1,1,1,1,,,,1,1,2,3,2,,,,39807001,39807002,1,1,"H39807-04-01",1933.7021484375
398080401,3,2,39808001,0.140000000596046,0.180000007152557,,1,2,4,1,25000,0,1,5,1,3,,,2,1,2,2,2,,,,39808001,39808002,1,,"H39808-04-01",1933.7021484375
398080401,4,2,39808002,,0.75,1,2,2,4,1,30000,0,1,5,1,3,,,1,3,2,3,2,,,,39808001,39808002,1,,"H39808-04-01",1933.7021484375
398090401,6,2,39809001,,0.25,2,2,3,2,1,28000,2,1,1,1,,,,2,1,2,3,2,,,,39809001,39809002,1,1,"H39809-04-01",1933.7021484375
398090401,7,2,39809001,0.109999999403954,0.119999997317791,,1,2,2,1,7000,1,1,1,1,,,,2,1,2,2,2,,,,39809001,39809002,1,1,"H39809-04-01",1933.7021484375
399020401,6,2,39902002,,1,1,2,3,1,1,25000,1,2,5,1,3,,,1,1,2,2,2,,,,39902001,39902002,1,,"H39902-04-01",1611.22216796875
399060401,3,2,39906001,,2,1,2,2,4,1,30000,1,1,1,96,,,,1,1,2,2,2,,,,39906001,39906002,,1,"H39906-04-01",1611.22216796875
399070401,4,2,39907001,,2,3,2,3,1,1,30000,1,1,1,5,,2,,2,1,2,2,2,,,,39907001,39907002,,1,"H39907-04-01",1611.22216796875
399070401,5,2,39907001,1.53999996185303,1,,1,3,1,1,30000,1,1,1,1,,,,1,1,2,2,2,,,,39907001,39907002,1,1,"H39907-04-01",1611.22216796875
399070401,6,2,39907001,,1,2,2,3,1,1,30000,1,1,5,1,3,,,2,1,2,2,2,,,,39907001,39907002,1,,"H39907-04-01",1611.22216796875
400040401,1,2,40004001,1.25999999046326,1,,1,2,4,1,0,0,2,1,1,,,,1,1,2,2,2,,,,40004001,40004002,2,1,"H40004-04-01",1763.8642578125
400040401,2,2,40004001,1.23000001907349,1,,1,2,4,1,0,0,2,1,1,,,,1,1,2,2,2,,,,40004001,40004002,1,1,"H40004-04-01",1763.8642578125
400050402,3,2,40005001,,2,2,2,3,1,1,30000,1,1,1,5,,1,,2,2,2,2,2,,,,40005001,40005002,,1,"H40005-04-02",1763.8642578125
