"hh","wgt_X","HHID","region","urban","district_code","district_name","scounty_code","subcounty_name","parish_code","parish_name","h1aq5","ea","HHID_old","rotate","wgt","wave","a1bq6","a1bq7","a1bq8","day_v1","month_v1","year_v1","day_v2","month_v2","year_v2","nonresp"
"H39409-04-01",911.797973632813,394090401,3,1,"314","Abim",314103,"Alerek",31410304,"Otumpili",,394,,0,911.797973632813,4,1,1,,"29","11","2013",,,,1
"H39410-04-01",911.797973632813,394100401,3,1,"314","Abim",314103,"Alerek",31410304,"Otumpili",,394,,0,911.797973632813,4,1,,,"24","11","2013",,,,1
"H39501-04-01",1220.53100585938,395010401,3,1,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,2,,"14","12","2013","21","06","2014",1
"H39502-04-01",1220.53100585938,395020401,3,1,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,1,,"14","12","2013","21","06","2014",1
"H39503-04-01",1220.53100585938,395030401,3,1,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,1,,"13","12","2013","21","06","2014",1
"H39504-04-01",1220.53100585938,395040401,3,1,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,1,,"15","12","2013","21","06","2014",1
"H39505-04-01",1220.53100585938,395050401,3,0,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,1,,"14","12","2013","23","06","2014",1
"H39506-04-01",1220.53100585938,395060401,3,0,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,1,,"15","12","2013","21","06","2014",1
"H39507-04-01",1220.53100585938,395070401,3,1,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,1,,"14","12","2013","21","06","2014",1
"H39509-04-01",1220.53100585938,395090401,3,1,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,1,,"13","12","2013","23","06","2014",1
"H39510-04-01",1220.53100585938,395100401,3,1,"317","Dokolo",317106,"Dokolo Tc",31710605,"Western Ward",,395,,0,1220.53100585938,4,1,1,,"13","12","2013","21","06","2014",1
"H39601-04-01",1151.29089355469,396010401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"18","01","2014",,,,1
"H39602-04-01",1151.29089355469,396020401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"18","01","2014","01","08","2014",1
"H39603-04-01",1151.29089355469,396030401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"20","01","2014",,,,1
"H39604-04-01",1151.29089355469,396040401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"19","01","2014",,,,1
"H39605-04-01",1151.29089355469,396050401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"19","01","2014","01","08","2014",1
"H39606-04-01",1151.29089355469,396060401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"19","01","2014","23","08","2014",1
"H39607-04-01",1151.29089355469,396070401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,,,"19","01","2014",,,,1
"H39608-04-01",1151.29089355469,396080401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"19","01","2014","02","08","2014",1
"H39609-04-01",1151.29089355469,396090401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"18","01","2014","02","08","2014",1
"H39610-04-01",1151.29089355469,396100401,3,0,"318","Kaabong",318114,"Sidok",31811402,"Kasimeri",,396,,0,1151.29089355469,4,1,1,,"18","01","2014","02","08","2014",1
"H39701-04-01",1330.84216308594,397010401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","11","08","2014",1
"H39702-04-01",1330.84216308594,397020401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","10","08","2014",1
"H39703-04-01",1330.84216308594,397030401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","10","08","2014",1
"H39704-04-01",1330.84216308594,397040401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","10","08","2014",1
"H39705-04-01",1330.84216308594,397050401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","10","08","2014",1
"H39706-04-01",1330.84216308594,397060401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"12","02","2014","11","08","2014",1
"H39707-04-01",1330.84216308594,397070401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","10","08","2014",1
"H39708-04-01",1330.84216308594,397080401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","10","08","2014",1
"H39709-04-01",1330.84216308594,397090401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","10","08","2014",1
"H39710-04-01",1330.84216308594,397100401,3,0,"319","Koboko",319105,"Lobule",31910508,"Tukaliri",,397,,0,1330.84216308594,4,1,1,,"11","02","2014","10","08","2014",1
"H39801-04-01",1933.7021484375,398010401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"23","10","2013","13","04","2014",1
"H39802-04-01",1933.7021484375,398020401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"23","10","2013","12","04","2014",1
"H39803-04-01",1933.7021484375,398030401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"23","10","2013","15","04","2014",1
"H39804-04-01",1933.7021484375,398040401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"24","10","2013","12","04","2014",1
"H39805-04-01",1933.7021484375,398050401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"24","10","2013","15","04","2014",1
"H39806-04-01",1933.7021484375,398060401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"24","10","2013","14","04","2014",1
"H39807-04-01",1933.7021484375,398070401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"24","10","2013","12","04","2014",1
"H39808-04-01",1933.7021484375,398080401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"24","10","2013","12","04","2014",1
"H39809-04-01",1933.7021484375,398090401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"24","10","2013","13","04","2014",1
"H39810-04-01",1933.7021484375,398100401,3,0,"320","Maracha",320108,"Yivu",32010808,"Pakayo",,398,,0,1933.7021484375,4,1,1,,"25","10","2013","15","04","2014",1
"H39901-04-01",1611.22216796875,399010401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,1,,"20","01","2014","06","08","2014",1
"H39902-04-01",1611.22216796875,399020401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,1,,"19","01","2014","19","01","2014",1
"H39903-04-01",1611.22216796875,399030401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,1,,"20","01","2014","20","01","2014",1
"H39904-04-01",1611.22216796875,399040401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,1,,"20","01","2014","06","08","2014",1
"H39905-04-01",1611.22216796875,399050401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,,,"06","08","2014","06","08","2014",1
"H39906-04-01",1611.22216796875,399060401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,3,,6,"06","08","2014","06","08","2014",1
"H39907-04-01",1611.22216796875,399070401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,1,,"19","01","2014","19","01","2014",1
"H39908-04-01",1611.22216796875,399080401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,1,,"20","01","2014","20","01","2014",1
"H39909-04-01",1611.22216796875,399090401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,1,,"19","01","2014","19","01","2014",1
"H39910-04-01",1611.22216796875,399100401,3,0,"322","Agago",322108,"Lira Palwo",32210802,"Agengo",,399,,0,1611.22216796875,4,1,1,,"20","01","2014","20","01","2014",1
"H40001-04-01",1763.8642578125,400010401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,,,"14","04","2014","14","04","2014",1
"H40002-04-01",1763.8642578125,400020401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"24","10","2013","14","04","2014",1
"H40003-04-01",1763.8642578125,400030401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"24","10","2013","14","04","2014",1
"H40004-04-01",1763.8642578125,400040401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"23","10","2013","14","04","2014",1
"H40005-04-02",1763.8642578125,400050402,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"23","10","2013","14","04","2014",1
"H40006-04-01",1763.8642578125,400060401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"23","10","2013","14","04","2014",1
"H40007-04-01",1763.8642578125,400070401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"23","10","2013","15","04","2014",1
"H40008-04-01",1763.8642578125,400080401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"22","10","2013","14","04","2014",1
"H40009-04-01",1763.8642578125,400090401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"23","10","2013","13","04","2014",1
"H40010-04-01",1763.8642578125,400100401,3,0,"322","Agago",322111,"Omot",32211104,"Tenge",,400,,0,1763.8642578125,4,1,1,,"22","10","2013","14","04","2014",1
"H40101-04-01",4319.05126953125,401010401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"04","10","2013","20","03","2014",1
"H40103-04-01",4319.05126953125,401030401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"03","10","2013","20","03","2014",1
"H40104-04-01",4319.05126953125,401040401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"04","10","2013","21","03","2014",1
"H40105-04-01",4319.05126953125,401050401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"03","10","2013","20","03","2014",1
"H40106-04-01",4319.05126953125,401060401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"03","10","2013","21","03","2014",1
"H40107-04-01",4319.05126953125,401070401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"05","10","2013","20","03","2014",1
"H40108-04-01",4319.05126953125,401080401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"05","10","2013","20","03","2014",1
"H40109-04-01",4319.05126953125,401090401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"03","10","2013","01","04","2014",1
"H40110-04-01",4319.05126953125,401100401,3,1,"323","Alebtong",323104,"Alebtong Tc",32310403,"Nakabale Ward",,401,,0,4319.05126953125,4,1,1,,"04","10","2013","22","03","2014",1
"H40201-04-01",3219.75244140625,402010401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"10","12","2013","24","06","2014",1
"H40202-04-01",3219.75244140625,402020401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"11","12","2013","25","06","2014",1
"H40203-04-01",3219.75244140625,402030401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"10","12","2013","24","06","2014",1
"H40204-04-01",3219.75244140625,402040401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"11","12","2013","24","06","2014",1
"H40205-04-01",3219.75244140625,402050401,3,1,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"11","12","2013","24","06","2014",1
"H40206-04-01",3219.75244140625,402060401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"10","12","2013","24","06","2014",1
"H40207-04-01",3219.75244140625,402070401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,2,1,,"11","12","2013","24","06","2014",1
"H40208-04-01",3219.75244140625,402080401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"10","12","2013","24","06","2014",1
"H40209-04-01",3219.75244140625,402090401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"10","12","2013","24","06","2014",1
"H40210-04-01",3219.75244140625,402100401,3,0,"323","Alebtong",323106,"Amugu",32310604,"Omee",,402,,0,3219.75244140625,4,1,1,,"12","12","2013","25","06","2014",1
"H40301-04-01",1800.61120605469,403010401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"20","11","2013","28","05","2014",1
"H40302-04-01",1800.61120605469,403020401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"21","11","2013","28","05","2014",1
"H40303-04-01",1800.61120605469,403030401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"20","11","2013","27","05","2014",1
"H40304-04-01",1800.61120605469,403040401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"20","11","2013","28","05","2014",1
"H40305-04-01",1800.61120605469,403050401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"21","11","2013","28","05","2014",1
"H40306-04-01",1800.61120605469,403060401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"20","11","2013","29","05","2014",1
"H40307-04-01",1800.61120605469,403070401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"21","11","2013","28","05","2014",1
"H40308-04-01",1800.61120605469,403080401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"20","11","2013","28","05","2014",1
"H40309-04-01",1800.61120605469,403090401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"22","11","2013","28","05","2014",1
"H40310-04-01",1800.61120605469,403100401,3,0,"323","Alebtong",323108,"Awei",32310802,"Ojul",,403,,0,1800.61120605469,4,1,1,,"21","11","2013","28","05","2014",1
"H40401-04-01",2133.70678710938,404010401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"27","10","2013","13","04","2014",1
"H40402-04-01",2133.70678710938,404020401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"28","10","2013","11","04","2014",1
"H40403-04-01",2133.70678710938,404030401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"27","10","2013","11","04","2014",1
"H40404-04-01",2133.70678710938,404040401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"27","10","2013","11","04","2014",1
"H40405-04-01",2133.70678710938,404050401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"28","10","2013","11","04","2014",1
"H40406-04-01",2133.70678710938,404060401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"26","10","2013","11","04","2014",1
"H40407-04-01",2133.70678710938,404070401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"27","10","2013","11","04","2014",1
"H40408-04-01",2133.70678710938,404080401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"28","10","2013","12","04","2014",1
"H40409-04-01",2133.70678710938,404090401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"28","10","2013","11","04","2014",1
"H40410-04-01",2133.70678710938,404100401,3,0,"325","Kole",325103,"Alito",32510306,"Barongin",,404,,0,2133.70678710938,4,1,1,,"28","10","2013","11","04","2014",1
"H40501-04-01",2694.79272460938,405010401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"23","11","2013","26","05","2014",1
"H40502-04-01",2694.79272460938,405020401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"22","11","2013","26","05","2014",1
"H40503-04-01",2694.79272460938,405030401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"22","11","2013","26","05","2014",1
"H40504-04-01",2694.79272460938,405040401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,3,6,"22","11","2013",,,,1
"H40505-04-01",2694.79272460938,405050401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"22","11","2013","26","05","2014",1
"H40506-04-01",2694.79272460938,405060401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"23","11","2013","26","05","2014",1
"H40507-04-01",2694.79272460938,405070401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"23","11","2013","26","05","2014",1
"H40508-04-01",2694.79272460938,405080401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"23","11","2013","26","05","2014",1
"H40509-04-01",2694.79272460938,405090401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"20","11","2013","27","05","2014",1
"H40510-04-01",2694.79272460938,405100401,3,0,"329","Otuke",329106,"Olilm",32910602,"Anepkide",,405,,0,2694.79272460938,4,1,1,,"23","11","2013",,,,1
"H40601-04-01",5655.76318359375,406010401,3,1,"330","Zombo",330107,"Paidha Tc",33010703,"Nyibola Ward",,406,,0,5655.76318359375,4,1,1,,"22","11","2013","28","05","2014",1
"H40603-04-01",5655.76318359375,406030401,3,1,"330","Zombo",330107,"Paidha Tc",33010703,"Nyibola Ward",,406,,0,5655.76318359375,4,1,1,,"23","11","2013","28","05","2014",1
"H40607-04-01",5655.76318359375,406070401,3,1,"330","Zombo",330107,"Paidha Tc",33010703,"Nyibola Ward",,406,,0,5655.76318359375,4,1,1,,"22","11","2013","28","05","2014",1
"H40609-04-01",5655.76318359375,406090401,3,1,"330","Zombo",330107,"Paidha Tc",33010703,"Nyibola Ward",,406,,0,5655.76318359375,4,1,1,,"23","11","2013","29","05","2014",1
"H40701-04-01",2266.640625,407010401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40702-04-01",2266.640625,407020401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40703-04-01",2266.640625,407030401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40704-04-01",2266.640625,407040401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40705-04-01",2266.640625,407050401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40707-04-01",2266.640625,407070401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40708-04-01",2266.640625,407080401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40709-04-01",2266.640625,407090401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40710-04-01",2266.640625,407100401,4,0,"404","Kabale",404403,"Kashambya",40440303,"Kitanga",,407,,0,2266.640625,4,1,1,,"26","11","2013","02","06","2014",1
"H40801-04-01",3741.4892578125,408010401,4,0,"405","Kabarole",405104,"Kibiito",40510402,"Kasunganyanja",,408,,0,3741.4892578125,4,1,,,"01","08","2014","01","08","2014",1
"H40802-04-01",3741.4892578125,408020401,4,0,"405","Kabarole",405104,"Kibiito",40510402,"Kasunganyanja",,408,,0,3741.4892578125,4,1,,,"02","08","2014","02","08","2014",1
"H40804-04-01",3741.4892578125,408040401,4,0,"405","Kabarole",405104,"Kibiito",40510402,"Kasunganyanja",,408,,0,3741.4892578125,4,1,,,"01","08","2014","04","08","2014",1
"H40805-04-01",3741.4892578125,408050401,4,0,"405","Kabarole",405104,"Kibiito",40510402,"Kasunganyanja",,408,,0,3741.4892578125,4,1,,,"02","08","2014","02","08","2014",1
"H40806-04-01",3741.4892578125,408060401,4,0,"405","Kabarole",405104,"Kibiito",40510402,"Kasunganyanja",,408,,0,3741.4892578125,4,1,,,"06","08","2014","06","08","2014",1
"H40808-04-01",3741.4892578125,408080401,4,0,"405","Kabarole",405104,"Kibiito",40510402,"Kasunganyanja",,408,,0,3741.4892578125,4,,,,"01","08","2014",,,,1
"H40809-04-01",3741.4892578125,408090401,4,0,"405","Kabarole",405104,"Kibiito",40510402,"Kasunganyanja",,408,,0,3741.4892578125,4,1,,,"04","08","2014","05","08","2014",1
"H40810-04-01",3741.4892578125,408100401,4,0,"405","Kabarole",405104,"Kibiito",40510402,"Kasunganyanja",,408,,0,3741.4892578125,4,1,,,"01","08","2014","01","08","2014",1
"H40901-04-01",4667.84765625,409010401,4,0,"405","Kabarole",405203,"Kicwamba",40520303,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,"16","02","2014","07","08","2014",1
"H40902-04-01",4667.84765625,409020401,4,0,"405","Kabarole",405203,"Kicwamba",40520303,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,"17","02","2014","10","08","2014",1
"H40903-04-01",4667.84765625,409030401,4,0,"405","Kabarole",405203,"Kicwamba",40520303,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,"18","02","2014","07","08","2014",1
"H40904-04-01",4667.84765625,409040401,4,0,"405","Kabarole",405208,"Kicwamba",40520803,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,"19","02","2014","07","08","2014",1
"H40905-04-01",4667.84765625,409050401,4,0,"405","Kabarole",405203,"Kicwamba",40520303,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,"19","02","2014","07","08","2014",1
"H40906-04-01",4667.84765625,409060401,4,0,"405","Kabarole",405208,"Kicwamba",40520803,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,"16","02","2014","07","08","2014",1
"H40908-04-01",4667.84765625,409080401,4,0,"405","Kabarole",405203,"Kicwamba",40520303,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,,,,,,,1
"H40909-04-01",4667.84765625,409090401,4,0,"405","Kabarole",405203,"Kicwamba",40520303,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,"20","02","2014","07","08","2014",1
"H40910-04-01",4667.84765625,409100401,4,0,"405","Kabarole",405203,"Kicwamba",40520303,"Nyantabooma",,409,,0,4667.84765625,4,1,1,,"17","02","2014","07","08","2014",1
"H41001-04-01",953.583068847656,410010401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"10","12","2013","30","06","2014",1
"H41002-04-01",953.583068847656,410020401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"10","12","2013","30","06","2014",1
"H41003-04-01",953.583068847656,410030401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"11","12","2013","26","06","2014",1
"H41004-04-01",953.583068847656,410040401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"10","12","2013","26","06","2014",1
"H41005-04-01",953.583068847656,410050401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"10","12","2013","26","06","2014",1
"H41006-04-01",953.583068847656,410060401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"10","12","2013","01","07","2014",1
"H41007-04-01",953.583068847656,410070401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"10","12","2013","27","06","2014",1
"H41008-04-01",953.583068847656,410080401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"11","12","2013","26","06","2014",1
"H41009-04-01",953.583068847656,410090401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"10","12","2013","26","06","2014",1
"H41010-04-01",953.583068847656,410100401,4,0,"406","Kasese",406108,"Kyondo",40610804,"Kasokero",,410,,0,953.583068847656,4,1,1,,"10","12","2013","26","06","2014",1
"H41101-04-01",3022.623046875,411010401,4,0,"406","Kasese",406212,"Muhokya",40621201,"Kahendero",,411,,0,3022.623046875,4,1,1,,"18","02","2014","05","08","2014",1
