"District_Name","SubCounty","Parish","Villagecode","Payment_ID","C3DQ26","Other_C3DQ26","C3DQ27","C3DQ28","C3DQ29","Education_Response","Reason_Edu_Not_Done"
218,218115,21811504,2181150401,7,2,,,,,3,"holiday"
218,218115,21811504,2181150401,8,2,,,,,3,"holiday"
218,218115,21811504,2181150401,9,2,,,,,3,"holiday"
218,218115,21811504,2181150401,10,2,,,,,3,"holiday"
219,219103,21910313,2191031301,1,,,2,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,2,2,,,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,3,2,,,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,4,2,,,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,5,1,,2,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,6,2,,,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,7,2,,,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,8,2,,,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,9,2,,,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,10,1,"REMEDIAL LESONS",2,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910317,2191031702,1,,,1,5000,1,1,
219,219103,21910317,2191031702,1,,,1,5000,1,1,
219,219103,21910317,2191031702,2,2,,,,,1,
219,219103,21910317,2191031702,2,2,,,,,1,
219,219103,21910317,2191031702,3,2,,,,,1,
219,219103,21910317,2191031702,3,2,,,,,1,
219,219103,21910317,2191031702,4,2,,,,,1,
219,219103,21910317,2191031702,4,2,,,,,1,
219,219103,21910317,2191031702,5,1,,2,,,1,
219,219103,21910317,2191031702,5,1,,2,,,1,
219,219103,21910317,2191031702,6,2,,,,,1,
219,219103,21910317,2191031702,6,2,,,,,1,
219,219103,21910317,2191031702,7,2,,,,,1,
219,219103,21910317,2191031702,7,2,,,,,1,
219,219103,21910317,2191031702,8,2,,,,,1,
219,219103,21910317,2191031702,8,2,,,,,1,
219,219103,21910317,2191031702,9,2,,,,,1,
219,219103,21910317,2191031702,9,2,,,,,1,
219,219103,21910317,2191031702,10,1,"REMEDIAL LESSONS",2,,,1,
219,219103,21910317,2191031702,10,1,"REMEDIAL LESSONS",2,,,1,
221,221109,22110902,2211090203,1,,,2,,,3,
221,221109,22110902,2211090203,2,1,,1,5000,2,3,
221,221109,22110902,2211090203,3,2,,,,,3,
221,221109,22110902,2211090203,4,2,,,,,3,
221,221109,22110902,2211090203,5,1,,2,,,3,
221,221109,22110902,2211090203,6,2,,,,,3,
221,221109,22110902,2211090203,7,2,,,,,3,
221,221109,22110902,2211090203,8,2,,,,,3,
221,221109,22110902,2211090203,9,2,,,,,3,
221,221109,22110902,2211090203,10,2,,,,,3,
221,221109,22110905,2211090505,1,,,2,,,1,
221,221109,22110905,2211090505,2,2,,,,,1,
221,221109,22110905,2211090505,3,2,,,,,1,
221,221109,22110905,2211090505,4,2,,,,,1,
221,221109,22110905,2211090505,5,1,,2,,,1,
221,221109,22110905,2211090505,6,2,,,,,1,
221,221109,22110905,2211090505,7,1,,2,,,1,
221,221109,22110905,2211090505,8,1,,2,,,1,
221,221109,22110905,2211090505,9,2,,,,,1,
221,221109,22110905,2211090505,10,1,"BALLS SPORTS EQIPMENT, MUSIC INSTRUMENTS",2,,,1,
222,222106,22210602,2221060201,1,,,1,1000,8,1,
222,222106,22210602,2221060201,2,1,,1,5000,2,1,
222,222106,22210602,2221060201,3,2,,,,,1,
222,222106,22210602,2221060201,4,2,,,,,1,
222,222106,22210602,2221060201,5,1,,2,,,1,
222,222106,22210602,2221060201,6,2,,,,,1,
222,222106,22210602,2221060201,7,2,,,,,1,
222,222106,22210602,2221060201,8,2,,,,,1,
222,222106,22210602,2221060201,9,2,,,,,1,
222,222106,22210602,2221060201,10,2,,,,,1,
223,223108,22310805,2231080506,1,,,2,,,1,
223,223108,22310805,2231080506,2,2,,,,,1,
223,223108,22310805,2231080506,3,2,,,,,1,
223,223108,22310805,2231080506,4,2,,,,,1,
223,223108,22310805,2231080506,5,1,,2,,,1,
223,223108,22310805,2231080506,6,2,,,,,1,
223,223108,22310805,2231080506,7,2,,,,,1,
223,223108,22310805,2231080506,8,2,,,,,1,
223,223108,22310805,2231080506,9,2,,,,,1,
223,223108,22310805,2231080506,10,2,,,,,1,
223,223120,22312002,2231200204,1,,,2,,,2,
223,223120,22312002,2231200204,2,1,,1,7200,2,2,
223,223120,22312002,2231200204,3,2,,,,,2,
223,223120,22312002,2231200204,4,2,,,,,2,
223,223120,22312002,2231200204,5,1,,2,,,2,
223,223120,22312002,2231200204,6,2,,,,,2,
223,223120,22312002,2231200204,7,2,,,,,2,
223,223120,22312002,2231200204,8,2,,,,,2,
223,223120,22312002,2231200204,9,2,,,,,2,
223,223120,22312002,2231200204,10,2,,,,,2,
223,223121,22312101,2231210104,1,,,2,,,1,
223,223121,22312101,2231210104,2,2,,,,,1,
223,223121,22312101,2231210104,3,2,,,,,1,
223,223121,22312101,2231210104,4,2,,,,,1,
223,223121,22312101,2231210104,5,1,,2,,,1,
223,223121,22312101,2231210104,6,2,,,,,1,
223,223121,22312101,2231210104,7,2,,,,,1,
223,223121,22312101,2231210104,8,2,,,,,1,
223,223121,22312101,2231210104,9,2,,,,,1,
223,223121,22312101,2231210104,10,2,,,,,1,
223,223121,22312101,2231210105,1,,,2,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,2,2,,,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,3,2,,,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,4,2,,,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,5,1,,2,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,6,2,,,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,7,2,,,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,8,2,,,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,9,2,,,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,10,2,,,,,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312103,2231210302,1,,,2,,,3,"holiday"
223,223121,22312103,2231210302,2,2,,,,,3,"holiday"
223,223121,22312103,2231210302,3,2,,,,,3,"holiday"
223,223121,22312103,2231210302,4,2,,,,,3,"holiday"
223,223121,22312103,2231210302,5,1,,2,,,3,"holiday"
223,223121,22312103,2231210302,6,2,,,,,3,"holiday"
223,223121,22312103,2231210302,7,2,,,,,3,"holiday"
223,223121,22312103,2231210302,8,2,,,,,3,"holiday"
223,223121,22312103,2231210302,9,2,,,,,3,"holiday"
223,223121,22312103,2231210302,10,2,,,,,3,"holiday"
223,223126,22312601,2231260115,1,,,2,,,1,
223,223126,22312601,2231260115,2,2,,,,,1,
223,223126,22312601,2231260115,3,2,,,,,1,
223,223126,22312601,2231260115,4,2,,,,,1,
223,223126,22312601,2231260115,5,1,,2,,,1,
223,223126,22312601,2231260115,6,2,,,,,1,
223,223126,22312601,2231260115,7,2,,,,,1,
223,223126,22312601,2231260115,8,2,,,,,1,
223,223126,22312601,2231260115,9,2,,,,,1,
223,223126,22312601,2231260115,10,2,,,,,1,
223,223128,22312801,2231280102,1,,,2,,,2,
223,223128,22312801,2231280102,2,1,,1,15000,2,2,
223,223128,22312801,2231280102,3,2,,,,,2,
223,223128,22312801,2231280102,4,2,,,,,2,
223,223128,22312801,2231280102,5,1,,2,,,2,
223,223128,22312801,2231280102,6,2,,,,,2,
223,223128,22312801,2231280102,7,2,,,,,2,
223,223128,22312801,2231280102,8,2,,,,,2,
223,223128,22312801,2231280102,9,2,,,,,2,
223,223128,22312801,2231280102,10,2,,,,,2,
224,224105,22410505,2241050511,1,,,2,,,,
224,224105,22410505,2241050511,2,1,,1,5000,2,,
224,224105,22410505,2241050511,3,2,,,,,,
224,224105,22410505,2241050511,4,2,,,,,,
224,224105,22410505,2241050511,5,1,,2,,,,
224,224105,22410505,2241050511,6,2,,,,,,
224,224105,22410505,2241050511,7,2,,,,,,
224,224105,22410505,2241050511,8,2,,,,,,
224,224105,22410505,2241050511,9,2,,,,,,
224,224105,22410505,2241050511,10,2,,,,,,
225,225103,22510304,2251030415,1,,,2,,,1,
225,225103,22510304,2251030415,2,2,,,,,1,
225,225103,22510304,2251030415,3,2,,,,,1,
225,225103,22510304,2251030415,4,2,,,,,1,
225,225103,22510304,2251030415,5,1,,2,,,1,
225,225103,22510304,2251030415,6,2,,,,,1,
225,225103,22510304,2251030415,7,2,,,,,1,
225,225103,22510304,2251030415,8,2,,,,,1,
225,225103,22510304,2251030415,9,2,,,,,1,
225,225103,22510304,2251030415,10,2,,,,,1,
225,225111,22511103,2251110322,1,,,2,,,1,
225,225111,22511103,2251110322,2,2,,,,,1,
225,225111,22511103,2251110322,3,2,,,,,1,
225,225111,22511103,2251110322,4,2,,,,,1,
225,225111,22511103,2251110322,5,1,,2,,,1,
225,225111,22511103,2251110322,6,2,,,,,1,
225,225111,22511103,2251110322,7,2,,,,,1,
225,225111,22511103,2251110322,8,2,,,,,1,
225,225111,22511103,2251110322,9,2,,,,,1,
225,225111,22511103,2251110322,10,2,,,,,1,
226,226101,22610101,2261010102,1,,,1,3000,2,1,
226,226101,22610101,2261010102,2,1,,1,5000,2,1,
226,226101,22610101,2261010102,3,2,,,,,1,
226,226101,22610101,2261010102,4,2,,,,,1,
226,226101,22610101,2261010102,5,2,,,,,1,
226,226101,22610101,2261010102,6,2,,,,,1,
226,226101,22610101,2261010102,7,2,,,,,1,
226,226101,22610101,2261010102,8,2,,,,,1,
226,226101,22610101,2261010102,9,2,,,,,1,
226,226101,22610101,2261010102,10,2,,,,,1,
226,226103,22610302,2261030205,1,,,2,,,3,"weekend"
226,226103,22610302,2261030205,2,1,,1,7000,2,3,"weekend"
226,226103,22610302,2261030205,3,2,,,,,3,"weekend"
226,226103,22610302,2261030205,4,2,,,,,3,"weekend"
226,226103,22610302,2261030205,5,1,,2,,,3,"weekend"
226,226103,22610302,2261030205,6,2,,,,,3,"weekend"
226,226103,22610302,2261030205,7,2,,,,,3,"weekend"
226,226103,22610302,2261030205,8,2,,,,,3,"weekend"
226,226103,22610302,2261030205,9,2,,,,,3,"weekend"
226,226103,22610302,2261030205,10,2,,,,,3,"weekend"
226,226103,22610303,2261030301,1,,,2,,,,
226,226103,22610303,2261030301,2,1,,1,10000,2,,
226,226103,22610303,2261030301,3,2,,,,,,
226,226103,22610303,2261030301,4,2,,,,,,
226,226103,22610303,2261030301,5,2,,,,,,
226,226103,22610303,2261030301,6,2,,,,,,
226,226103,22610303,2261030301,7,2,,,,,,
226,226103,22610303,2261030301,8,2,,,,,,
226,226103,22610303,2261030301,9,1,,1,3000,2,,
226,226103,22610303,2261030301,10,2,,,,,,
226,226104,22610405,2261040510,1,,,2,,,1,
226,226104,22610405,2261040510,2,2,,,,,1,
226,226104,22610405,2261040510,3,2,,,,,1,
226,226104,22610405,2261040510,4,2,,,,,1,
226,226104,22610405,2261040510,5,1,,2,,,1,
226,226104,22610405,2261040510,6,2,,,,,1,
226,226104,22610405,2261040510,7,2,,,,,1,
226,226104,22610405,2261040510,8,2,,,,,1,
226,226104,22610405,2261040510,9,2,,,,,1,
226,226104,22610405,2261040510,10,2,,,,,1,
228,228102,22810203,2281020304,1,,,2,,,3,"holiday"
228,228102,22810203,2281020304,2,2,,,,,3,"holiday"
228,228102,22810203,2281020304,3,2,,,,,3,"holiday"
228,228102,22810203,2281020304,4,2,,,,,3,"holiday"
228,228102,22810203,2281020304,5,1,,2,,,3,"holiday"
228,228102,22810203,2281020304,6,2,,,,,3,"holiday"
228,228102,22810203,2281020304,7,2,,,,,3,"holiday"
228,228102,22810203,2281020304,8,2,,,,,3,"holiday"
228,228102,22810203,2281020304,9,2,,,,,3,"holiday"
228,228102,22810203,2281020304,10,2,,,,,3,"holiday"
230,230107,23010709,2301070905,1,,,2,,,,
230,230107,23010709,2301070905,2,2,,,,,,
230,230107,23010709,2301070905,3,2,,,,,,
230,230107,23010709,2301070905,4,2,,,,,,
230,230107,23010709,2301070905,5,1,,2,,,,
230,230107,23010709,2301070905,6,2,,,,,,
230,230107,23010709,2301070905,7,2,,,,,,
230,230107,23010709,2301070905,8,2,,,,,,
230,230107,23010709,2301070905,9,2,,,,,,
230,230107,23010709,2301070905,10,2,,,,,,
232,232101,23210104,2321010406,1,,,1,3000,2,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,2,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,3,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,4,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,5,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,6,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,7,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,8,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,9,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,10,2,,,,,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232203,23220304,2322030405,1,,,1,3000,1,1,
232,232203,23220304,2322030405,2,1,,2,,,1,
232,232203,23220304,2322030405,3,2,,,,,1,
232,232203,23220304,2322030405,4,2,,,,,1,
232,232203,23220304,2322030405,5,1,,2,,,1,
232,232203,23220304,2322030405,6,2,,,,,1,
232,232203,23220304,2322030405,7,2,,,,,1,
232,232203,23220304,2322030405,8,2,,,,,1,
232,232203,23220304,2322030405,9,2,,,,,1,
232,232203,23220304,2322030405,10,1,"REMIDIAL LESSONS",2,,,1,
302,302101,30210102,3021010215,1,,,1,3000,2,,
302,302101,30210102,3021010215,2,2,,,,,,
302,302101,30210102,3021010215,3,2,,,,,,
302,302101,30210102,3021010215,4,2,,,,,,
302,302101,30210102,3021010215,5,2,,,,,,
302,302101,30210102,3021010215,6,2,,,,,,
302,302101,30210102,3021010215,7,2,,,,,,
302,302101,30210102,3021010215,8,2,,,,,,
302,302101,30210102,3021010215,9,2,,,,,,
302,302101,30210102,3021010215,10,1,"EXAMS",1,2500,2,,
302,302201,30220105,3022010508,1,,,1,5000,2,1,
302,302201,30220105,3022010508,2,2,,,,,1,
302,302201,30220105,3022010508,3,2,,,,,1,
302,302201,30220105,3022010508,4,2,,,,,1,
302,302201,30220105,3022010508,5,2,,,,,1,
302,302201,30220105,3022010508,6,2,,,,,1,
302,302201,30220105,3022010508,7,2,,,,,1,
302,302201,30220105,3022010508,8,2,,,,,1,
302,302201,30220105,3022010508,9,2,,,,,1,
302,302201,30220105,3022010508,10,1,"EXAMS  CHARGES",1,2000,2,1,
302,302201,30220107,3022010708,1,,,1,6000,2,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,2,2,,,,,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,3,2,,,,,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,4,2,,,,,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,5,2,,,,,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,6,2,,,,,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,7,2,,,,,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,8,2,,,,,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,9,2,,,,,3,"Holidays and no teachers  around for data"
302,302201,30220107,3022010708,10,1,"EXAMS",1,2500,2,3,"Holidays and no teachers  around for data"
302,302203,30220302,3022030205,1,,,1,5000,2,,
302,302203,30220302,3022030205,2,1,,1,70000,2,,
302,302203,30220302,3022030205,3,2,,,,,,
302,302203,30220302,3022030205,4,2,,,,,,
302,302203,30220302,3022030205,5,2,,,,,,
302,302203,30220302,3022030205,6,2,,,,,,
302,302203,30220302,3022030205,7,2,,,,,,
302,302203,30220302,3022030205,8,2,,,,,,
302,302203,30220302,3022030205,9,2,,,,,,
302,302203,30220302,3022030205,10,1,"EXAMS",1,3000,2,,
302,302204,30220405,3022040505,1,,,1,14000,1,1,
302,302204,30220405,3022040505,2,2,,,,,1,
302,302204,30220405,3022040505,3,2,,,,,1,
302,302204,30220405,3022040505,4,2,,,,,1,
302,302204,30220405,3022040505,5,2,,,,,1,
302,302204,30220405,3022040505,6,2,,,,,1,
302,302204,30220405,3022040505,7,2,,,,,1,
302,302204,30220405,3022040505,8,2,,,,,1,
302,302204,30220405,3022040505,9,2,,,,,1,
302,302204,30220405,3022040505,10,1,"EXAMS",1,2000,2,1,
302,302205,30220505,3022050502,1,,,1,2000,2,2,
302,302205,30220505,3022050502,2,2,,,,,2,
302,302205,30220505,3022050502,3,2,,,,,2,
302,302205,30220505,3022050502,4,2,,,,,2,
302,302205,30220505,3022050502,5,2,,,,,2,
302,302205,30220505,3022050502,6,2,,,,,2,
302,302205,30220505,3022050502,7,2,,,,,2,
302,302205,30220505,3022050502,8,2,,,,,2,
302,302205,30220505,3022050502,9,2,,,,,2,
302,302205,30220505,3022050502,10,1,"EXAMS",1,4000,2,2,
303,303201,30320102,3032010205,1,,,1,1000,2,1,
303,303201,30320102,3032010205,2,2,,,,,1,
303,303201,30320102,3032010205,3,2,,,,,1,
303,303201,30320102,3032010205,4,2,,,,,1,
303,303201,30320102,3032010205,5,1,,2,,,1,
303,303201,30320102,3032010205,6,2,,,,,1,
303,303201,30320102,3032010205,7,2,,,,,1,
303,303201,30320102,3032010205,8,2,,,,,1,
303,303201,30320102,3032010205,9,2,,,,,1,
303,303201,30320102,3032010205,10,1,"EXAMS",1,1000,2,1,
303,303202,30320207,3032020706,1,,,1,3000,1,1,
303,303202,30320207,3032020706,2,2,,,,,1,
303,303202,30320207,3032020706,3,2,,,,,1,
303,303202,30320207,3032020706,4,2,,,,,1,
303,303202,30320207,3032020706,5,1,,2,,,1,
303,303202,30320207,3032020706,6,2,,,,,1,
303,303202,30320207,3032020706,7,2,,,,,1,
303,303202,30320207,3032020706,8,2,,,,,1,
303,303202,30320207,3032020706,9,2,,,,,1,
303,303202,30320207,3032020706,10,1,"EXAMS",1,2000,2,1,
303,303204,30320405,3032040506,1,,,1,15000,1,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,2,1,,1,40000,2,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,3,2,,,,,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,4,2,,,,,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,5,1,,2,,,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,6,2,,,,,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,7,2,,,,,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,8,2,,,,,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,9,1,,1,18000,2,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,10,1,"EXAMS",1,1500,2,3,"No respondent since the school closed for holiday"
303,303402,30340204,3034020408,1,,,2,,,1,
303,303402,30340204,3034020408,2,2,,,,,1,
303,303402,30340204,3034020408,3,2,,,,,1,
303,303402,30340204,3034020408,4,2,,,,,1,
303,303402,30340204,3034020408,5,1,,2,,,1,
303,303402,30340204,3034020408,6,2,,,,,1,
303,303402,30340204,3034020408,7,2,,,,,1,
303,303402,30340204,3034020408,8,2,,,,,1,
303,303402,30340204,3034020408,9,2,,,,,1,
303,303402,30340204,3034020408,10,1,"EXAMS",1,1500,2,1,
303,303404,30340401,3034040102,1,,,1,1000,2,1,
303,303404,30340401,3034040102,2,2,,,,,1,
303,303404,30340401,3034040102,3,2,,,,,1,
303,303404,30340401,3034040102,4,2,,,,,1,
303,303404,30340401,3034040102,5,1,,2,,,1,
303,303404,30340401,3034040102,6,2,,,,,1,
303,303404,30340401,3034040102,7,2,,,,,1,
303,303404,30340401,3034040102,8,2,,,,,1,
303,303404,30340401,3034040102,9,2,,,,,1,
303,303404,30340401,3034040102,10,1,"EXAMS",1,1500,2,1,
303,303404,30340403,3034040304,1,,,1,1000,2,1,
303,303404,30340403,3034040304,2,2,,,,,1,
303,303404,30340403,3034040304,3,2,,,,,1,
303,303404,30340403,3034040304,4,2,,,,,1,
303,303404,30340403,3034040304,5,1,,2,,,1,
303,303404,30340403,3034040304,6,2,,,,,1,
303,303404,30340403,3034040304,7,2,,,,,1,
303,303404,30340403,3034040304,8,2,,,,,1,
303,303404,30340403,3034040304,9,2,,,,,1,
303,303404,30340403,3034040304,10,1,"EXAMS",1,1500,2,1,
303,303405,30340507,3034050711,1,,,1,2000,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,2,2,,,,,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,3,2,,,,,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,4,2,,,,,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,5,1,,2,,,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,6,2,,,,,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,7,2,,,,,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,8,2,,,,,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,9,2,,,,,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,10,1,"EXAMS",1,1500,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303503,30350304,3035030411,1,,,1,1000,2,,
303,303503,30350304,3035030411,2,2,,,,,,
303,303503,30350304,3035030411,3,2,,,,,,
303,303503,30350304,3035030411,4,2,,,,,,
303,303503,30350304,3035030411,5,1,,2,,,,
303,303503,30350304,3035030411,6,2,,,,,,
303,303503,30350304,3035030411,7,2,,,,,,
303,303503,30350304,3035030411,8,2,,,,,,
303,303503,30350304,3035030411,9,2,,,,,,
303,303503,30350304,3035030411,10,1,"EXAMS",1,1600,2,,
303,303504,30350402,3035040205,1,,,1,1000,2,1,
303,303504,30350402,3035040205,2,1,,1,15000,2,1,
303,303504,30350402,3035040205,3,2,,,,,1,
303,303504,30350402,3035040205,4,2,,,,,1,
303,303504,30350402,3035040205,5,1,,2,,,1,
303,303504,30350402,3035040205,6,2,,,,,1,
303,303504,30350402,3035040205,7,2,,,,,1,
303,303504,30350402,3035040205,8,2,,,,,1,
303,303504,30350402,3035040205,9,2,,,,,1,
303,303504,30350402,3035040205,10,1,"EXAMS",1,1500,2,1,
304,304102,30410201,3041020101,1,,,1,5000,1,,
304,304102,30410201,3041020101,2,2,,,,,,
304,304102,30410201,3041020101,3,2,,,,,,
304,304102,30410201,3041020101,4,2,,,,,,
304,304102,30410201,3041020101,5,2,,,,,,
304,304102,30410201,3041020101,6,2,,,,,,
304,304102,30410201,3041020101,7,2,,,,,,
304,304102,30410201,3041020101,8,2,,,,,,
304,304102,30410201,3041020101,9,2,,,,,,
304,304102,30410201,3041020101,10,1,"CO-CURICULAR ACTIVITIES FEE",1,2000,2,,
304,304204,30420401,3042040105,1,,,1,100000,2,1,
304,304204,30420401,3042040105,2,2,,,,,1,
304,304204,30420401,3042040105,3,1,,1,150000,4,1,
304,304204,30420401,3042040105,4,2,,,,,1,
304,304204,30420401,3042040105,5,2,,,,,1,
304,304204,30420401,3042040105,6,2,,,,,1,
304,304204,30420401,3042040105,7,2,,,,,1,
304,304204,30420401,3042040105,8,2,,,,,1,
304,304204,30420401,3042040105,9,2,,,,,1,
304,304204,30420401,3042040105,10,2,,,,,1,
304,304204,30420402,3042040201,1,,,1,15000,1,2,
304,304204,30420402,3042040201,2,2,,,,,2,
304,304204,30420402,3042040201,3,1,,1,15000,4,2,
304,304204,30420402,3042040201,4,2,,,,,2,
304,304204,30420402,3042040201,5,2,,,,,2,
304,304204,30420402,3042040201,6,2,,,,,2,
304,304204,30420402,3042040201,7,2,,,,,2,
304,304204,30420402,3042040201,8,2,,,,,2,
304,304204,30420402,3042040201,9,2,,,,,2,
304,304204,30420402,3042040201,10,1,"EXTENDED SERVISES",1,20000,2,2,
304,304301,30430104,3043010404,1,,,1,3000,2,2,
304,304301,30430104,3043010404,2,2,,,,,2,
304,304301,30430104,3043010404,3,2,,,,,2,
304,304301,30430104,3043010404,4,2,,,,,2,
304,304301,30430104,3043010404,5,2,,,,,2,
304,304301,30430104,3043010404,6,2,,,,,2,
304,304301,30430104,3043010404,7,2,,,,,2,
304,304301,30430104,3043010404,8,2,,,,,2,
304,304301,30430104,3043010404,9,2,,,,,2,
304,304301,30430104,3043010404,10,1,"EXAMS",1,1500,2,2,
305,305102,30510208,3051020803,1,,,1,27000,2,,
305,305102,30510208,3051020803,2,1,,1,30000,2,,
305,305102,30510208,3051020803,3,1,,1,20000,4,,
305,305102,30510208,3051020803,4,2,,,,,,
305,305102,30510208,3051020803,5,2,,,,,,
305,305102,30510208,3051020803,6,2,,,,,,
305,305102,30510208,3051020803,7,2,,,,,,
305,305102,30510208,3051020803,8,2,,,,,,
305,305102,30510208,3051020803,9,2,,,,,,
305,305102,30510208,3051020803,10,1,"REMEDIAL LESSONS",1,15000,2,,
306,306102,30610203,3061020306,1,,,1,3000,2,2,
306,306102,30610203,3061020306,2,1,,2,,,2,
306,306102,30610203,3061020306,3,2,,,,,2,
306,306102,30610203,3061020306,4,2,,,,,2,
306,306102,30610203,3061020306,5,1,,2,,,2,
306,306102,30610203,3061020306,6,2,,,,,2,
306,306102,30610203,3061020306,7,2,,,,,2,
306,306102,30610203,3061020306,8,2,,,,,2,
306,306102,30610203,3061020306,9,2,,,,,2,
306,306102,30610203,3061020306,10,1,"REMEDIAL LESSONS",2,,,2,
306,306103,30610301,3061030101,1,,,2,,,1,
306,306103,30610301,3061030101,1,,,2,,,1,
306,306103,30610301,3061030101,2,1,,1,40000,2,1,
306,306103,30610301,3061030101,2,1,,1,40000,2,1,
306,306103,30610301,3061030101,3,2,,,,,1,
306,306103,30610301,3061030101,3,2,,,,,1,
306,306103,30610301,3061030101,4,2,,,,,1,
306,306103,30610301,3061030101,4,2,,,,,1,
306,306103,30610301,3061030101,5,1,,2,,,1,
306,306103,30610301,3061030101,5,1,,2,,,1,
306,306103,30610301,3061030101,6,2,,,,,1,
306,306103,30610301,3061030101,6,2,,,,,1,
306,306103,30610301,3061030101,7,2,,,,,1,
306,306103,30610301,3061030101,7,2,,,,,1,
306,306103,30610301,3061030101,8,2,,,,,1,
306,306103,30610301,3061030101,8,2,,,,,1,
306,306103,30610301,3061030101,9,2,,,,,1,
306,306103,30610301,3061030101,9,2,,,,,1,
306,306103,30610301,3061030101,10,1,"REMIDIAL TEACHING",2,,,1,
306,306103,30610301,3061030101,10,1,"REMIDIAL TEACHING",2,,,1,
