"HHID","h12q1","h12q2","h12q3a","h12q3b","h12q4","h12qNew","h12q4a","h12q4b","h12q4c","h12q4d","h12q4e","h12q6a","h12q6b","h12q7","h12q8","h12q8a","h12q8b","h12q9","h12q10","h12q11a","h12q11b","h12q11c","h12q11d","h12q11e","h12q12","h12q12a","h12q13","h12q14","h12q15","h12q16","h12q17","h12q18","h12q19","_merge"
"H27404-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27406-04-01",1,"P27406-002",1,"food stall in market",4789,1,1,,,"P27406-001",,99,2000,4,2,"P27406-001","P27406-002",2,,"P27406-001",,,,,12,,270000,0,0,200000,10000,2,2,3
"H27407-04-01",1,"P27407-001",1,"general merchandise retail shop",4719,1,1,,,"P27407-001",,99,2007,5,2,"P27407-001",,2,,"P27407-001",,,,,12,,600000,0,0,350000,50000,2,2,3
"H27408-04-01",1,"P27408-002",1,"tailoring",1410,1,1,,,"P27408-002","P27408-002",99,2008,4,2,"P27408-002","P27408-002",2,,"P27408-002",,,,,12,,100000,1,20000,30000,0,2,1,3
"H27409-04-01",2,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27410-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27801-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27802-04-01",1,"P27802-002",1,"retail shop in general merchandise",4719,1,1,,,"P27802-001","P27802-002",2,2013,7,2,"P27802-001","P27802-002",2,,"P27802-001","P27802-002",,,,12,,850000,0,0,500000,30000,2,2,3
"H27803-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27804-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27805-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27805-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27806-04-01",1,"P27806-001",1,"runs a retail shop with general merchandize",4719,1,1,,,"P27806-004",,1,2012,4,2,"P27806-004",,2,,"P27806-004",,,,,12,,500000,0,0,300000,5000,2,2,3
"H27806-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27807-04-01",1,"P27807-003",1," runs a general merchandise shop",4719,1,1,,,"P27807-001","P27807-002",3,2010,4,2,"P27807-001","P27807-002",2,,"P27807-001","P27807-002",,,,12,,300000,0,0,170000,30000,2,2,3
"H27808-04-01",1,"P27808-001",1,"sells beans",4789,1,1,,,"P27808-001",,9,2012,4,2,"P27808-001",,2,,"P27808-001",,,,,12,,99000,0,0,45000,0,2,2,3
"H27808-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27810-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27901-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27902-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27903-04-01",1,"P27903-002",1,"retail shop(general merchandise)",4719,1,1,,,"P27903-001",,9,2010,7,2,"P27903-001","P27903-001",2,,"P27903-001",,,,,12,,2000000,0,0,500000,0,2,2,3
"H27904-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27905-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27906-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27907-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27907-04-02",1,"P27907-003",1,"boda boda",4922,1,1,,,"P27907-011","P27907-011",99,2011,8,2,"P27907-011",,2,,"P27907-011",,,,,6,2,400000,0,0,0,180000,2,2,3
"H27908-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27908-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H27909-04-01",1,"P27909-001",1,"retail shop",4719,1,1,,,"P27909-001",,10,2010,4,2,"P27909-001",,1,1,"P27909-001",,,,,12,,500000,0,0,400000,3000,2,2,3
"H27910-04-01",1,"P27910-002",1,"baking pan cakes",5629,1,1,,,"P27910-002",,3,2004,4,2,"P27910-002",,2,,"P27910-002",,,,,12,,200000,0,0,100000,5000,2,2,3
"H28003-04-01",1,"P28003-001",2,"Restuarant",5610,0,2,4,3,"P28003-001","P28003-005",1,2001,,,"P28003-001","P28003-002",,,,,,,,,,,0,,,,,,3
"H28003-04-01",1,"P28003-001",1,"Drug shop",4772,0,1,,,"P28003-001",,1,1993,2,2,"P28003-001","P28003-002",2,,"P28003-001",,,,,12,,1300000,1,100000,500000,30000,1,2,3
"H28006-04-01",1,"P28006-004",1,"selling Charcoal",4799,1,1,,,"P28006-004","P28006-004",5,2013,1,5,"P28006-004","P28006-004",1,7,"P28006-004",,,,,8,1,945000,0,0,500000,245000,2,1,3
"H28007-04-01",1,"P28007-002",1,"drug shop",4772,1,1,,,"P28007-002",,9,2002,7,2,"P28007-002","P28007-001",2,,"P28007-002",,,,,12,,5000000,2,300000,3000000,15000,2,1,3
"H28102-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28104-04-01",1,"P28104-001",1,"welding",2599,1,1,,,"P28104-001",,3,2007,7,4,"P28104-001",,1,2,"P28104-001",,,,,12,,1670000,2,200000,600000,150000,2,2,3
"H28105-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28106-04-01",1,"P28106-008",1,"Gnuts Grinding Mill",,1,1,,,"P28106-008",,1,2014,5,2,"P28106-008","P28106-001",2,,"P28106-008",,,,,1,1,550000,0,0,200000,50000,2,2,3
"H28107-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28108-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28108-04-02",1,"P28108-011",1,"drugshop",4772,1,1,,,"P28108-011",,8,2009,5,8,"P28108-011",,2,,"P28108-013",,,,,12,,600000,1,100000,400000,30000,2,2,3
"H28108-04-02",1,"P28108-011",2,"electronics shop",4721,1,1,,,"P28108-011",,11,2012,5,2,"P28108-011",,2,,"P28108-011",,,,,12,,1200000,1,200000,500000,0,1,1,3
"H28109-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28109-04-02",1,"P28109-004",1,"buying and selling agricultural produce",525,0,1,,,"P28109-003","P28109-004",2,1996,5,2,"P28109-003","P28109-004",1,2,"P28109-003","P28109-004",,,,12,,3800000,0,0,3000000,0,2,2,3
"H28110-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28202-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28205-04-01",1,"P28205-001",1,"brews waragi",1101,1,1,,,"P28205-001",,99,2008,1,1,"P28205-001",,2,,"P28205-001","P28205-003","P28205-005",,,9,1,200000,0,0,100000,0,2,2,3
"H28205-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28206-04-01",1,"P28206-001",1,"brewing waragi",1101,0,2,8,3,,,,,,,"P28206-001","P28206-002",,,,,,,,,,,,,,,,,3
"H28206-04-02",1,"P28206-006",2,"selling fish",4789,1,1,,,"P28206-006",,2,2013,8,2,"P28206-006",,2,,"P28206-006",,,,,12,,140000,0,0,80000,0,2,2,3
"H28207-04-01",1,"P28207-003",1,"does carpentry work",3100,0,1,,,"P28207-003",,3,1990,2,2,"P28207-003","P28207-004",2,,"P28207-003",,,,,12,,300000,0,0,150000,0,2,2,3
"H28207-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28209-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28210-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28211-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28307-04-01",1,"P28307-008",1,"drug shop",4772,1,1,,,"P28307-003",,2,2012,5,2,"P28307-003","P28307-008",2,,"P28307-003",,,,,12,,500000,0,0,200000,20000,2,2,3
"H28307-04-01",1,"P28307-008",2,"selling sea shells",4690,1,1,,,"P28307-008",,2,2010,2,1,"P28307-008","P28307-003",2,,"P28307-008",,,,,12,,800000,0,0,500000,0,2,2,3
"H28309-04-01",1,"P28309-002",1,"restuarant",5610,1,1,,,"P28309-002",,2,2004,2,2,"P28309-002",,2,,"P28309-002",,,,,12,,200000,0,0,300000,50000,2,2,3
"H28310-04-01",1,"P28310-017",1,"selling of agricultural products like beans ,maize",4620,1,1,,,"P28310-017","P28310-017",7,2013,4,2,"P28310-017",,2,,"P28310-017","P28310-018","P28310-004","P28310-005","P28310-007",6,2,2000000,2,300000,1200000,450000,1,2,3
"H28501-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28502-04-01",1,"P28502-001",1,"Buying and selling of bananas",4781,1,1,,,"P28502-001",,99,2009,4,2,"P28502-001","P28502-001",2,,"P28502-001",,,,,12,,500000,0,0,150000,10000,8,8,3
"H28503-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28504-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28505-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28505-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28505-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28506-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28508-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28509-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28510-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28511-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28511-04-02",1,"P28511-001",2,"Food stall selling",4781,1,1,,,"P28511-008",,8,2011,4,2,"P28511-008",,2,,"P28511-008",,,,,12,,450000,0,0,150000,50000,2,2,3
"H28511-04-02",1,"P28511-001",1,"Capentry workshop",3100,1,1,,,"P28511-001",,2,2008,7,2,"P28511-001",,2,,"P28511-001",,,,,12,,600000,1,100000,200000,30000,2,2,3
"H28702-04-01",1,"P28702-001",1,"chapati making",5629,1,1,,,"P28702-001","P28702-002",99,1990,1,2,"P28702-001","P28702-002",2,,"P28702-001","P28702-002",,,,12,,1500000,0,0,900000,25000,2,2,3
"H28703-04-01",1,"P28703-001",1,"carpentry",3100,1,1,,,"P28703-001",,10,2001,7,2,"P28703-001",,2,,"P28703-001",,,,,12,,300000,2,50000,250000,0,2,2,3
"H28705-04-01",1,"P28705-002",1,"market stall",4789,1,1,,,"P28705-002",,99,2007,4,2,"P28705-002",,2,,"P28705-002",,,,,12,,350000,0,0,200000,0,2,1,3
"H28706-04-01",1,"P28706-001",1,"carpentry workshop",3100,1,1,,,"P28706-001",,8,1989,7,8,"P28706-001",,2,,"P28706-001",,,,,12,,400000,2,100000,600000,1000000,2,2,3
"H28709-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28710-04-01",1,"P28710-002",1,"boda boda",4922,1,1,,,"P28710-002","P28710-001",99,2004,8,2,"P28710-002","P28710-001",2,,"P28710-002","P28710-001",,,,12,,1406000,3,450000,0,380000,2,2,3
"H28803-04-01",1,"P28803-003",1,"boda boda cyclist",4922,1,1,,,"P28803-003",,11,2013,8,2,"P28803-001","P28803-002",2,,"P28803-003",,,,,6,1,140000,0,0,0,8000,2,2,3
"H28805-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28807-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H28810-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29002-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29003-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29004-04-01",1,"P29004-001",1,"charcoal burning",1910,1,1,,,"P29004-001","P29004-003",1,2014,2,2,"P29004-001","P29004-003",2,,"P29004-001","P29004-005","P29004-006",,,9,1,156000,2,50000,0,0,2,2,3
"H29005-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29006-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29101-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29202-04-01",1,"P29202-002",1,"Drug shop",4772,1,1,,,"P29202-002","P29202-002",1,1998,5,2,"P29202-002","P29202-001",1,2,"P29202-002","P29202-001",,,,12,,2000000,0,0,900000,120000,2,2,3
"H29203-04-01",1,"P29203-002",1,"Selling Men clothes",4773,1,1,,,"P29203-002",,3,2013,5,2,"P29203-002","P29203-006",2,,"P29203-002",,,,,12,,4000000,0,0,3000000,250000,2,2,3
"H29205-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29208-04-01",1,"P29208-002",1,"sale of bananas",4711,1,1,,,"P29208-002",,1,2007,6,2,"P29208-002",,2,,"P29208-002",,,,,12,,200000,0,0,50000,0,2,2,3
"H29208-04-01",1,"P29208-002",2,"charcoal seller",4719,1,1,,,"P29208-002",,1,2004,7,2,"P29208-002",,2,,"P29208-004",,,,,12,,300000,0,0,150000,40000,2,2,3
"H29209-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29210-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29210-04-02",1,"P29210-001",1,"RETAIL SHOP OF NYTL FABRICS",4773,1,1,,,"P29210-001","P29210-018",99,1993,5,2,"P29210-001","P29210-018",2,,"P29210-021",,,,,12,,99,2,100000,99,99,2,2,3
"H29401-04-01",1,"P29401-003",1,"Stone quarrying",899,1,1,,,"P29401-001","P29401-003",5,2013,2,1,"P29401-003","P29401-001",2,,"P29401-006","P29401-004","P29401-003",,,3,1,0,0,0,0,0,2,2,3
"H29402-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29403-04-01",1,"P29403-001",1,"SALE OF HUSKS",4719,1,1,,,"P29403-001",,99,2010,2,5,"P29403-001",,2,,"P29403-001",,,,,12,,1700000,5,210000,0,30000,2,2,3
"H29404-04-01",1,"P29404-002",1,"BUTCHERY",4721,1,1,,,"P29404-002",,99,1993,5,2,"P29404-002",,2,,"P29404-002",,,,,12,,1350000,0,0,100000,5000,2,2,3
"H29405-04-01",1,"P29405-001",1,"Stall selling",4781,1,1,,,"P29405-001",,1,2000,4,2,"P29405-001",,2,,"P29405-001",,,,,12,,1200000,0,0,450000,150000,2,2,3
"H29406-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29407-04-01",1,"P29407-001",1,"Brewing selling beer",5630,1,1,,,"P29407-001","P29407-002",2,2008,4,2,"P29407-001","P29407-002",1,3,"P29407-001","P29407-002",,,,12,,1500000,0,0,800000,100000,2,2,3
"H29408-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29409-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29410-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29410-04-02",1,"P29410-007",2,"general mechandise shop",4719,1,1,,,"P29410-010",,99,2010,5,2,"P29410-010",,2,,"P29410-010",,,,,12,,6000000,1,40000,3600000,850000,8,8,3
"H29410-04-02",1,"P29410-007",1,"operation of a restaurant",5610,1,1,,,"P29410-007",,5,2013,7,2,"P29410-007",,2,,"P29410-007",,,,,10,1,4500000,4,300000,2400000,175000,2,2,3
"H29501-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29502-04-01",1,"P29502-005",2,"Groccery",4781,1,1,,,"P29502-002",,99,2012,1,2,"P29502-002",,2,,"P29502-002","P29502-006",,,,12,,200000,0,0,100000,5000,2,2,3
"H29502-04-01",1,"P29502-005",1,"selling cow skins",4719,0,1,,,"P29502-001","P29502-001",99,1999,7,2,"P29502-001",,2,,"P29502-001",,,,,12,,1500000,0,0,700000,100000,2,2,3
"H29503-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29504-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29505-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29507-04-01",1,"P29507-002",3,"Weaving basket",1629,1,1,,,"P29507-002",,2,2011,1,2,"P29507-002",,2,,"P29507-002",,,,,8,2,150000,0,0,20000,0,2,2,3
"H29507-04-01",1,"P29507-002",2,"buying and selling matooke",4781,0,2,4,3,"P29507-001",,99,2004,,,"P29507-001",,,,,,,,,,,,0,,,,,,3
"H29508-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29509-04-01",2,,1,"brewing beer",1103,0,2,14,2,,,,,,,"P29509-001",,,,,,,,,,,,,,,,,,3
"H29511-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29602-04-01",1,"P29602-001",1,"Bicycle repair",3315,1,1,,,"P29602-001",,99,1996,4,2,"P29602-001",,2,,"P29602-001",,,,,12,,300000,0,0,60000,20000,2,2,3
"H29602-04-02",2,,1,"bicycle repair",9512,0,2,8,2,"P29602-001","P29602-001",,,,,"P29602-016",,,,,,,,,,,,0,,,,,,3
"H29602-04-03",1,"P29602-010",1,"operating ashop",4719,1,1,,,"P29602-010",,11,2012,1,2,"P29602-010",,2,,"P29602-010",,,,,12,,600000,0,0,250000,0,2,2,3
"H29603-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29603-04-02",1,"P29603-007",1,"Cartentry shop",1621,1,1,,,"P29603-007",,1,1999,1,2,"P29603-007",,2,,"P29603-007",,,,,12,,500000,0,0,3000000,50000,2,2,3
"H29604-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29604-04-02",2,,1,"making mats",,0,2,2,2,"P29604-001","P29604-001",99,1989,,,"P29604-012",,,,,,,,,,,,0,,,,,,3
"H29604-04-03",2,,1,"making mats",,0,2,,,"P29604-001","P29604-001",,,,,,,,,,,,,,,,,,,,,,,3
"H29605-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29606-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29607-04-01",1,"P29607-001",1,"Operates a bar",5603,1,1,,,"P29607-001",,99,2010,4,2,"P29607-001",,2,,"P29607-001",,,,,12,,300000,0,0,100000,20000,2,2,3
"H29608-04-01",2,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29608-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29609-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29609-04-02",1,"P29609-001",1,"Selling alcohol",,0,1,,,"P29609-001","P29609-001",6,2002,1,2,"P29609-001",,2,,"P29609-001",,,,,12,,600000,0,0,200000,10000,2,2,3
"H29610-04-01",1,"P29610-002",1,"grocery shop",4781,1,1,,,"P29610-002",,12,2013,7,2,"P29610-002",,2,,"P29610-002",,,,,8,1,800000,0,0,600000,60000,2,2,3
"H29610-04-01",1,"P29610-002",2,"store for agricultural produce",4781,1,1,,,"P29610-001",,8,1994,1,2,"P29610-001","P29610-002",2,,"P29610-001",,,,,12,,1600000,1,70000,900000,120000,2,2,3
"H29611-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29701-04-01",1,"P29701-001",1,"making baskets and crafts",,0,1,,,"P29701-001",,99,2005,1,1,"P29701-001",,2,,"P29701-001",,,,,12,,40000,0,0,0,0,2,2,3
"H29702-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29702-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29703-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29704-04-01",2,,1,"weaving mats and baskets",1629,0,1,,,"P29704-002","P29704-002",99,2003,1,2,"P29704-002",,2,,"P29704-002",,,,,2,1,50000,0,0,10000,0,2,2,3
"H29705-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29706-04-01",1,"P29706-001",1,"Bar",427,0,1,,,"P29706-001",,99,2006,1,2,"P29706-001","P29706-003",2,,"P29706-001","P29706-003",,,,12,,170000,0,0,100000,0,2,2,3
"H29706-04-02",1,"P29706-008",1,"Brewing beer",1101,1,1,,,"P29706-002","P29706-008",8,2010,2,2,"P29706-002","P29706-008",2,,"P29706-008","P29706-002",,,,12,,200000,0,0,20000,10000,2,2,3
"H29706-04-03",1,"P29706-010",1,"Boda Boda",4922,0,1,,,"P29706-010",,6,2012,8,2,"P29706-010","P29706-006",2,,"P29706-010",,,,,12,,750000,0,0,150000,300000,2,2,3
"H29707-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29707-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29707-04-03",1,"P29707-001",1,"School nusery",8510,1,1,,,"P29707-001",,2,2000,2,2,"P29707-001",,2,,"P29707-001",,,,,12,,2500000,3,360000,100000,800000,2,1,3
"H29707-04-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29708-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29709-04-01",1,"P29709-002",3,"pool table",5629,0,1,,,"P29709-002",,99,2010,4,2,"P29709-002",,2,,"P29709-002",,,,,12,,150000,0,0,0,10000,2,2,3
"H29709-04-01",1,"P29709-002",4,"saloon",9602,0,1,,,"P29709-002",,4,2012,4,2,"P29709-002",,2,,"P29709-002",,,,,12,,1500000,0,0,10000,20000,2,2,3
"H29709-04-02",1,"P29709-007",3,"boda boda",601,0,1,,,"P29709-007",,99,2008,6,2,"P29709-007","P29709-008",1,10,"P29709-007",,,,,8,1,600000,0,0,5000,100000,2,2,3
"H29710-04-01",1,"P29710-002",1,"brewing beer",1103,0,1,,,"P29710-002","P29710-001",99,2000,2,2,"P29710-002","P29710-002",2,,"P29710-002",,,,,12,,160000,2,15000,6000,0,2,2,3
"H29710-04-02",1,"P29710-006",1,"Selling Carten",4751,1,1,,,"P29710-006","P29710-018",5,2011,2,2,"P29710-006","P29710-018",2,,"P29710-006","P29710-018",,,,12,,35000000,3,270000,1500000,50000,2,2,3
"H29710-04-03",1,"P29710-005",1,"Bar",5630,1,1,,,"P29710-005",,1,2014,3,2,"P29710-005","P29710-019",2,,"P29710-005",,,,,4,2,500000,1,120000,300000,20000,2,2,3
"H29801-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29802-04-01",1,"P29802-001",1,"sale of food produce",4781,1,1,,,"P29802-001",,99,2000,7,2,"P29802-001","P29802-002",2,,"P29802-001","P29802-002",,,,11,1,4000000,0,0,2000000,80000,2,2,3
"H29803-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29803-04-02",1,"P29803-002",1,"drug shop",4722,1,1,,,"P29803-002",,11,2012,1,2,"P29803-002",,2,,"P29803-002",,,,,7,1,2500000,0,0,1500000,9000,2,2,3
"H29805-04-01",1,"P29805-002",1,"Tradditional Medicine",8690,1,1,,,"P29805-002","P29805-001",99,2002,1,1,"P29805-002","P29805-001",2,,"P29805-002","P29805-001",,,,12,,500000,0,0,50000,0,2,2,3
"H29806-04-01",1,"P29806-001",1,"Carpentry",3100,1,1,,,"P29806-001",,5,2000,2,2,"P29806-001","P29806-002",2,,"P29806-001",,,,,12,,700000,2,100000,200000,0,2,2,3
"H29806-04-01",1,"P29806-001",2,"food seller",4781,1,1,,,"P29806-002","P29806-002",6,2003,4,2,"P29806-001","P29806-002",2,,"P29806-002",,,,,12,,100000,0,0,20000,5000,2,2,3
"H29807-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29807-04-02",1,"P29807-008",1,"Cutting hair",9602,1,1,,,"P29807-008",,4,2011,1,2,"P29807-008","P29807-003",2,,"P29807-008",,,,,12,,150000,0,0,10000,20000,2,2,3
"H29809-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29810-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29810-04-02",1,"P29810-002",1,"Drawing building plans",4390,1,1,,,"P29810-002",,5,2013,8,2,"P29810-002",,2,,"P29810-002",,,,,12,,600000,0,0,50000,0,2,2,3
"H29901-04-01",1,"P29901-001",1,"Shop",4719,1,1,,,"P29901-001","P29901-002",10,1999,1,2,"P29901-001","P29901-002",2,,"P29901-001","P29901-002",,,,12,,1000000,0,0,200000,0,2,2,3
"H29901-04-01",1,"P29901-001",2,"Bar",5630,1,1,,,"P29901-001",,4,2009,1,2,"P29901-001","P29901-001",2,,"P29901-001",,,,,12,,200000,0,0,50000,0,2,2,3
"H29902-04-01",1,"P29902-002",1,"Saloon",,1,1,,,"P29902-002",,1,2013,7,2,"P29902-002","P29902-001",2,,"P29902-002",,,,,10,1,150000,1,20000,0,50000,2,2,3
"H29902-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29902-04-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29902-04-06",1,"P29902-032",1,"Selling pancakes",,1,1,,,"P29902-032","P29902-024",99,2010,1,2,"P29902-024","P29902-032",1,,"P29902-032","P29902-024","P29902-033",,,12,,70000,0,0,25000,10000,2,2,3
"H29902-04-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29903-04-01",1,"P29903-002",1,"Hotel",5510,1,1,,,"P29903-002","P29903-004",3,2013,2,2,"P29903-002","P29903-004",2,,"P29903-002","P29903-004",,,,6,1,750000,0,0,300000,20000,2,2,3
"H29903-04-02",1,"P29903-005",1,"Boda boda",4922,1,1,,,"P29903-011",,7,2013,7,2,"P29903-011","P29903-005",2,,"P29903-011",,,,,6,1,900000,0,0,20000,200000,2,2,3
"H29904-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29905-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29906-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29906-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29907-04-01",1,"P29907-001",2,"Tailoring",1410,1,1,,,"P29907-002",,99,2002,1,2,"P29907-002",,2,,"P29907-002",,,,,10,1,200000,0,0,30000,0,2,2,3
"H29908-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29908-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29909-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29909-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H29910-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H30002-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H30002-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H30006-04-01",1,"P30006-002",1,"Selling produce",4781,0,1,,,"P30006-001",,99,2002,8,2,"P30006-002","P30006-001",2,,"P30006-001",,,,,12,,900000,0,0,350000,10000,2,2,3
