"HHID","h11q1","h11q2","h11q4","h11q5","h11q6","h11q6a","h11q6b","h11q7","wgt_X"
"H23109-04-01",3,21,2,,,,,,734.943359375
"H23109-04-02",3,21,2,,,,,,734.943359375
"H23109-04-03",2,21,2,,,,,,734.943359375
"H23110-04-01",1,21,2,,,,,,2204.83032226563
"H23301-04-01",1,21,2,,,,,,1887.58166503906
"H23302-04-01",4,21,2,,,,,,1887.58166503906
"H23303-04-01",1,21,2,,,,,,1887.58166503906
"H23304-04-01",4,21,2,,,,,,1887.58166503906
"H23306-04-01",1,21,2,,,,,,1887.58166503906
"H23307-04-01",4,21,2,,,,,,1887.58166503906
"H23308-04-01",4,21,2,,,,,,1887.58166503906
"H23310-04-01",4,21,2,,,,,,1887.58166503906
"H23312-04-01",4,21,2,,,,,,1887.58166503906
"H23401-04-01",1,21,2,,,,,,1887.58166503906
"H23402-04-01",1,21,2,,,,,,1887.58166503906
"H23404-04-01",1,21,2,,,,,,943.790832519531
"H23404-04-02",4,21,2,,,,,,943.790832519531
"H23405-04-01",1,21,2,,,,,,1887.58166503906
"H23406-04-01",1,21,2,,,,,,1887.58166503906
"H23407-04-01",4,21,2,,,,,,943.790832519531
"H23407-04-02",3,21,2,,,,,,943.790832519531
"H23408-04-01",4,21,2,,,,,,1887.58166503906
"H23410-04-01",4,21,2,,,,,,1887.58166503906
"H23411-04-01",1,21,2,,,,,,1887.58166503906
"H23412-04-01",1,21,2,,,,,,1887.58166503906
"H23502-04-01",1,21,2,,,,,,2464.5224609375
"H23503-04-01",4,21,2,,,,,,616.130615234375
"H23503-04-02",4,21,2,,,,,,616.130615234375
"H23503-04-03",4,21,2,,,,,,616.130615234375
"H23503-04-04",3,21,2,,,,,,616.130615234375
"H23504-04-01",4,21,2,,,,,,2464.5224609375
"H23505-04-01",4,21,2,,,,,,2464.5224609375
"H23506-04-01",4,21,2,,,,,,1232.26123046875
"H23506-04-02",1,21,2,,,,,,1232.26123046875
"H23507-04-01",1,21,2,,,,,,2464.5224609375
"H23508-04-01",1,21,2,,,,,,2464.5224609375
"H23509-04-01",1,21,2,,,,,,821.507507324219
"H23509-04-02",4,21,2,,,,,,821.507507324219
"H23509-04-03",1,21,2,,,,,,821.507507324219
"H23510-04-01",1,21,2,,,,,,1232.26123046875
"H23510-04-02",1,21,2,,,,,,1232.26123046875
"H23513-04-01",7,21,2,,,,,,2464.5224609375
"H23601-04-01",1,21,2,,,,,,821.507507324219
"H23601-04-02",1,21,2,,,,,,821.507507324219
"H23601-04-03",1,21,2,,,,,,821.507507324219
"H23603-04-01",4,21,2,,,,,,2464.5224609375
"H23604-04-01",1,21,2,,,,,,2464.5224609375
"H23605-04-01",1,21,2,,,,,,2464.5224609375
"H23606-04-01",4,21,1,180000,,"P23606-001","-111",,2464.5224609375
"H23607-04-01",4,21,2,,,,,,492.904541015625
"H23607-04-02",1,21,2,,,,,,492.904541015625
"H23607-04-03",4,21,2,,,,,,492.904541015625
"H23607-04-04",1,21,2,,,,,,492.904541015625
"H23607-04-05",3,21,2,,,,,,492.904541015625
"H23608-04-01",4,21,2,,,,,,2464.5224609375
"H23610-04-01",1,21,2,,,,,,2464.5224609375
"H23701-04-01",4,21,2,,,,,,1232.26123046875
"H23701-04-02",4,21,2,,,,,,1232.26123046875
"H23702-04-01",7,21,2,,,,,,2464.5224609375
"H23703-04-01",1,21,2,,,,,,2464.5224609375
"H23705-04-01",4,21,2,,,,,,2464.5224609375
"H23707-04-01",1,21,2,,,,,,2464.5224609375
"H23708-04-01",4,21,2,,,,,,821.507446289063
"H23708-04-02",1,21,2,,,,,,821.507446289063
"H23708-04-03",3,21,2,,,,,,821.507446289063
"H23709-04-01",1,21,2,,,,,,2464.5224609375
"H23710-04-01",1,21,2,,,,,,1232.26123046875
"H23710-04-02",6,21,2,,,,,,1232.26123046875
"H23801-04-01",4,21,2,,,,,,2464.5224609375
"H23802-04-01",4,21,2,,,,,,2464.5224609375
"H23804-04-01",1,21,2,,,,,,2464.5224609375
"H23806-04-01",4,21,1,3600000,,"P23806-001","-111",,1232.26123046875
"H23806-04-02",4,21,2,,,,,,1232.26123046875
"H23808-04-01",3,21,1,216000,,"P23808-001","-111",,2464.5224609375
"H23809-04-01",4,21,2,,,,,,2464.5224609375
"H23810-04-01",1,21,2,,,,,,2464.5224609375
"H23811-04-01",3,21,2,,,,,,2464.5224609375
"H23812-04-01",1,21,1,360000,,"P23812-001","-111",,2464.5224609375
"H23813-04-01",3,21,2,,,,,,2464.5224609375
"H23901-04-01",1,21,2,,,,,,2464.5224609375
"H23902-04-01",4,21,2,,,,,,2464.5224609375
"H23903-04-01",1,21,2,,,,,,2464.5224609375
"H23904-04-01",1,21,2,,,,,,2464.5224609375
"H23905-04-01",1,21,2,,,,,,1232.26123046875
"H23905-04-02",6,21,2,,,,,,1232.26123046875
"H23906-04-01",1,21,2,,,,,,2464.5224609375
"H23907-04-01",1,21,2,,,,,,2464.5224609375
"H23908-04-01",1,21,2,,,,,,2464.5224609375
"H23909-04-01",1,21,2,,,,,,2464.5224609375
"H24201-04-01",1,21,2,,,,,,2464.5224609375
"H24202-04-01",4,21,2,,,,,,2464.5224609375
"H24203-04-01",1,21,1,96000,,"P24203-001","P24203-002",,1232.26123046875
"H24203-04-02",1,21,2,,,,,,1232.26123046875
"H24204-04-01",4,21,2,,,,,,2464.5224609375
"H24205-04-01",1,21,2,,,,,,1232.26123046875
"H24205-04-02",1,21,2,,,,,,1232.26123046875
"H24206-04-01",1,21,2,,,,,,2464.5224609375
"H24207-04-01",1,21,2,,,,,,2464.5224609375
"H24208-04-01",1,21,2,,,,,,2464.5224609375
"H24209-04-01",1,21,2,,,,,,1232.26123046875
"H24209-04-02",1,21,2,,,,,,1232.26123046875
"H24210-04-01",1,21,2,,,,,,1232.26123046875
"H24210-04-02",1,21,2,,,,,,1232.26123046875
"H24401-04-01",1,21,2,,,,,,821.507507324219
"H24401-04-02",1,21,2,,,,,,821.507507324219
"H24401-04-03",7,21,2,,,,,,821.507507324219
"H24403-04-01",1,21,2,,,,,,1232.26123046875
"H24403-04-02",3,21,2,,,,,,1232.26123046875
"H24407-04-01",1,21,2,,,,,,2464.5224609375
"H24408-04-01",3,21,2,,,,,,2464.5224609375
"H24409-04-01",1,21,2,,,,,,2464.5224609375
"H24411-04-01",1,21,2,,,,,,2464.5224609375
"H24502-04-01",1,21,2,,,,,,1887.58166503906
"H24505-04-01",1,21,2,,,,,,1887.58166503906
"H24506-04-01",1,21,2,,,,,,943.790832519531
"H24506-04-02",1,21,2,,,,,,943.790832519531
"H24507-04-01",1,21,2,,,,,,1887.58166503906
"H24509-04-01",1,21,2,,,,,,1887.58166503906
"H24510-04-01",1,21,2,,,,,,1887.58166503906
"H24511-04-01",3,21,2,,,,,,1887.58166503906
"H24512-04-01",1,21,2,,,,,,1887.58166503906
"H24601-04-01",1,21,2,,,,,,1887.58166503906
"H24603-04-01",4,21,2,,,,,,1887.58166503906
"H24604-04-01",1,21,2,,,,,,1887.58166503906
"H24605-04-01",1,21,2,,,,,,1887.58166503906
"H24606-04-01",4,21,2,,,,,,1887.58166503906
"H24608-04-01",1,21,2,,,,,,1887.58166503906
"H24610-04-01",1,21,2,,,,,,1887.58166503906
"H24801-04-01",7,21,2,,,,,,2464.5224609375
"H24802-04-01",4,21,2,,,,,,1232.26123046875
"H24802-04-02",1,21,2,,,,,,1232.26123046875
"H24803-04-01",1,21,2,,,,,,2464.5224609375
"H24804-04-01",1,21,2,,,,,,2464.5224609375
"H24805-04-01",4,21,2,,,,,,2464.5224609375
"H24806-04-01",1,21,2,,,,,,2464.5224609375
"H24808-04-01",1,21,2,,,,,,2464.5224609375
"H24809-04-01",1,21,2,,,,,,2464.5224609375
"H24811-04-01",1,21,2,,,,,,2464.5224609375
"H25001-04-01",1,21,2,,,,,,2464.5224609375
"H25002-04-01",1,21,2,,,,,,2464.5224609375
"H25003-04-01",3,21,2,,,,,,2464.5224609375
"H25004-04-01",4,21,2,,,,,,2464.5224609375
"H25005-04-01",1,21,2,,,,,,2464.5224609375
"H25006-04-01",7,21,2,,,,,,2464.5224609375
"H25008-04-01",1,21,2,,,,,,2464.5224609375
"H25009-04-01",1,21,2,,,,,,2464.5224609375
"H25011-04-01",1,21,2,,,,,,2464.5224609375
"H25201-04-01",1,21,2,,,,,,1721.74719238281
"H25201-04-02",1,21,2,,,,,,1721.74719238281
"H25202-04-01",1,21,2,,,,,,3443.49438476563
"H25203-04-01",3,21,2,,,,,,3443.49438476563
"H25204-04-01",1,21,2,,,,,,1721.74719238281
"H25204-04-02",1,21,2,,,,,,1721.74719238281
"H25207-04-01",3,21,2,,,,,,3443.49438476563
"H25208-04-01",1,21,2,,,,,,3443.49438476563
"H25209-04-01",1,21,2,,,,,,3443.49438476563
"H25210-04-01",1,21,2,,,,,,3443.49438476563
"H25401-04-01",1,21,2,,,,,,2437.248046875
"H25402-04-01",1,21,2,,,,,,1218.6240234375
"H25402-04-02",4,21,2,,,,,,1218.6240234375
"H25403-04-01",1,21,2,,,,,,1218.6240234375
"H25403-04-02",1,21,2,,,,,,1218.6240234375
"H25404-04-01",1,21,2,,,,,,2437.248046875
"H25406-04-01",1,21,2,,,,,,2437.248046875
"H25407-04-01",1,21,2,,,,,,2437.248046875
"H25408-04-01",4,21,2,,,,,,1218.6240234375
"H25408-04-02",4,21,2,,,,,,1218.6240234375
"H25409-04-01",1,21,2,,,,,,812.415954589844
"H25409-04-02",1,21,2,,,,,,812.415954589844
"H25409-04-03",3,21,2,,,,,,812.415954589844
"H25410-04-01",1,21,1,240000,,"P25410-001","-111",,1218.6240234375
"H25410-04-02",1,21,2,,,,,,1218.6240234375
"H25601-04-01",3,21,2,,,,,,2437.24829101563
"H25602-04-01",4,21,2,,,,,,2437.24829101563
"H25603-04-01",1,21,2,,,,,,2437.24829101563
"H25605-04-01",3,21,2,,,,,,2437.24829101563
"H25606-04-01",1,21,2,,,,,,2437.24829101563
"H25607-04-01",1,21,1,180000,,"P25607-001","-111",,2437.24829101563
"H25608-04-01",4,21,2,,,,,,2437.24829101563
"H25609-04-01",1,21,2,,,,,,348.178344726563
"H25609-04-02",3,21,2,,,,,,348.178344726563
"H25609-04-04",1,21,2,,,,,,348.178344726563
"H25609-04-05",1,21,2,,,,,,348.178344726563
"H25609-04-06",4,21,2,,,,,,348.178344726563
"H25609-04-07",3,21,2,,,,,,348.178344726563
"H25610-04-01",1,21,2,,,,,,812.416076660156
"H25610-04-02",4,21,2,,,,,,812.416076660156
"H25610-04-03",1,21,2,,,,,,812.416076660156
"H25701-04-01",4,21,2,,,,,,2437.248046875
"H25702-04-01",1,21,2,,,,,,1218.6240234375
"H25702-04-02",3,21,2,,,,,,1218.6240234375
"H25703-04-02",4,21,2,,,,,,1218.6240234375
"H25703-04-03",4,21,2,,,,,,1218.6240234375
"H25704-04-01",1,21,2,,,,,,2437.248046875
"H25705-04-01",1,21,2,,,,,,1218.6240234375
"H25705-04-02",1,21,2,,,,,,1218.6240234375
"H25706-04-01",4,21,2,,,,,,609.31201171875
"H25706-04-02",1,21,2,,,,,,609.31201171875
"H25706-04-03",3,21,2,,,,,,609.31201171875
"H25706-04-04",3,21,2,,,,,,609.31201171875
"H25707-04-01",3,21,2,,,,,,2437.248046875
"H25708-04-01",3,21,2,,,,,,2437.248046875
"H25709-04-01",1,21,1,1200000,,,"-111",,2437.248046875
"H25901-04-01",3,21,2,,,,,,2437.24829101563
"H25902-04-01",4,21,2,,,,,,2437.24829101563
"H25903-04-01",1,21,2,,,,,,487.449645996094
"H25903-04-02",1,21,2,,,,,,487.449645996094
"H25903-04-03",1,21,2,,,,,,487.449645996094
"H25903-04-04",4,21,2,,,,,,487.449645996094
"H25903-04-05",4,21,2,,,,"-111",,487.449645996094
"H25904-04-01",3,21,2,,,,,,2437.24829101563
"H25905-04-01",1,21,2,,,,,,2437.24829101563
"H25906-04-01",1,21,2,,,,,,1218.62414550781
"H25906-04-02",1,21,2,,,,,,1218.62414550781
"H25907-04-01",1,21,2,,,,,,2437.24829101563
"H25908-04-01",1,21,2,,,,,,2437.24829101563
"H25909-04-01",1,21,2,,,,,,2437.24829101563
"H25910-04-01",1,21,2,,,,,,812.416076660156
"H25910-04-02",3,21,2,,,,,,812.416076660156
"H25910-04-03",3,21,2,,,,,,812.416076660156
"H26008-04-01",3,21,2,,,,,,3443.49438476563
"H26009-04-01",1,21,2,,,,,,573.915710449219
"H26009-04-02",3,21,2,,,,,,573.915710449219
"H26009-04-03",3,21,2,,,,,,573.915710449219
"H26009-04-04",1,21,2,,,,,,573.915710449219
"H26009-04-05",1,21,2,,,,,,573.915710449219
"H26009-04-06",3,21,2,,,,,,573.915710449219
"H26010-04-01",7,21,1,1800000,,"P26010-001","P26010-002",,3443.49438476563
"H26012-04-01",3,21,2,,,,,,3443.49438476563
"H26102-04-02",1,21,2,,,,,,3443.49487304688
"H26106-04-01",1,21,2,,,,,,1721.74743652344
"H26106-04-02",1,21,2,,,,,,1721.74743652344
"H26107-04-01",7,21,2,,,,,,3443.49487304688
"H26108-04-01",1,21,2,,,,,,3443.49487304688
"H26109-04-01",1,21,2,,,,,,3443.49487304688
"H26110-04-01",1,21,2,,,,,,3443.49487304688
"H26111-04-01",1,21,2,,,,,,3443.49487304688
"H26201-04-01",1,21,2,,,,,,1721.74743652344
"H26201-04-03",4,21,2,,,,,,1721.74743652344
"H26202-04-01",4,21,2,,,,,,3443.49487304688
"H26203-04-01",1,21,2,,,,,,1721.74743652344
"H26203-04-02",4,21,2,,,,,,1721.74743652344
"H26204-04-01",1,21,2,,,,,,3443.49487304688
"H26205-04-01",4,21,2,,,,,,3443.49487304688
"H26206-04-01",1,21,2,,,,,,1721.74743652344
"H26206-04-02",1,21,2,,,,,,1721.74743652344
"H26207-04-01",3,21,2,,,,,,3443.49487304688
"H26208-04-01",1,21,2,,,,,,3443.49487304688
"H26209-04-01",1,21,2,,,,,,688.698974609375
"H26209-04-02",2,21,2,,,,,,688.698974609375
"H26209-04-03",1,21,2,,,,,,688.698974609375
"H26209-04-04",3,21,2,,,,,,688.698974609375
"H26209-04-05",3,21,2,,,,,,688.698974609375
"H26210-04-01",1,21,2,,,,,,3443.49487304688
"H26302-04-01",1,21,2,,,,,,3443.49438476563
"H26304-04-01",1,21,2,,,,,,3443.49438476563
"H26305-04-01",1,21,2,,,,,,3443.49438476563
"H26306-04-01",3,21,2,,,,,,3443.49438476563
"H26307-04-01",4,21,2,,,,,,3443.49438476563
"H26308-04-01",1,21,2,,,,,,3443.49438476563
"H26309-04-01",1,21,2,,,,,,3443.49438476563
"H26311-04-01",1,21,2,,,,,,3443.49438476563
"H26403-04-01",1,21,2,,,,,,3443.49487304688
"H26405-04-01",1,21,2,,,,,,3443.49487304688
"H26406-04-01",1,21,2,,,,,,3443.49487304688
"H26407-04-01",1,21,2,,,,,,3443.49487304688
"H26410-04-01",1,21,2,,,,,,3443.49487304688
"H26411-04-01",1,21,2,,,,,,860.873718261719
"H26411-04-03",1,21,2,,,,,,860.873718261719
"H26411-04-04",1,21,2,,,,,,860.873718261719
"H26416-04-01",1,21,2,,,,,,3443.49487304688
"H26501-04-01",3,21,2,,,,,,2437.248046875
"H26502-04-01",1,21,1,840000,,,"-111",,812.415954589844
"H26502-04-02",3,21,2,,,,,,812.415954589844
"H26502-04-03",3,21,2,,,,,,812.415954589844
"H26503-04-01",3,21,2,,,,,,2437.248046875
"H26504-04-01",4,21,2,,,,,,2437.248046875
"H26505-04-01",4,21,2,,,,,,2437.248046875
"H26506-04-01",3,21,2,,,,,,2437.248046875
"H26507-04-01",4,21,1,1800000,,"P26507-001","P26507-008",,2437.248046875
"H26509-04-01",1,21,2,,,,,,2437.248046875
"H26511-04-01",3,21,2,,,,,,1218.6240234375
"H26511-04-02",3,21,2,,,,,,1218.6240234375
"H26602-04-01",3,21,2,,,,,,1218.6240234375
"H26602-04-02",4,21,2,,,,,,1218.6240234375
"H26603-04-01",5,21,1,408000,,"P26603-006","-111",,812.415954589844
"H26603-04-02",3,21,1,240000,,"P26603-010","-111",,812.415954589844
"H26603-04-03",3,21,2,,,,,,812.415954589844
"H26604-04-01",4,21,2,,,,,,2437.248046875
"H26605-04-01",3,21,2,,,,,,2437.248046875
"H26607-04-01",4,21,2,,,,,,2437.248046875
"H26608-04-01",3,21,2,,,,,,2437.248046875
"H26609-04-01",1,21,2,,,,,,2437.248046875
"H26610-04-01",1,21,2,,,,,,2437.248046875
"H27004-04-01",1,21,2,,,,,,3443.49438476563
"H27005-04-01",1,21,2,,,,,,3443.49438476563
"H27006-04-01",4,21,2,,,,,,1721.74719238281
"H27006-04-02",3,21,2,,,,,,1721.74719238281
"H27007-04-01",1,21,2,,,,,,3443.49438476563
"H27008-04-01",1,21,2,,,,,,3443.49438476563
"H27010-04-01",3,21,2,,,,,,1147.83142089844
"H27010-04-02",4,21,2,,,,,,1147.83142089844
"H27010-04-03",3,21,2,,,,,,1147.83142089844
"H27102-04-01",1,21,2,,,,,,3443.49438476563
"H27103-04-01",1,21,2,,,,,,3443.49438476563
"H27104-04-01",1,21,2,,,,,,3443.49438476563
"H27106-04-01",1,21,2,,,,,,1147.83142089844
"H27106-04-02",1,21,2,,,,,,1147.83142089844
"H27106-04-03",7,21,2,,,,,,1147.83142089844
"H27107-04-01",1,21,2,,,,,,3443.49438476563
"H27108-04-01",4,21,2,,,,,,3443.49438476563
"H27110-04-01",1,21,2,,,,,,3443.49438476563
"H27401-04-01",3,21,2,,,,,,3443.49487304688
"H27402-04-01",1,21,2,,,,,,1721.74743652344
"H27402-04-02",1,21,2,,,,,,1721.74743652344
"H27403-04-01",1,21,2,,,,,,3443.49487304688
"H27404-04-01",4,21,2,,,,,,1721.74743652344
"H27404-04-02",3,21,2,,,,,,1721.74743652344
"H27406-04-01",1,21,2,,,,,,3443.49487304688
"H27407-04-01",4,21,2,,,,,,3443.49487304688
"H27408-04-01",1,21,2,,,,,,3443.49487304688
"H27409-04-01",1,21,2,,,,,,3443.49487304688
"H27410-04-01",7,21,2,,,,,,3443.49487304688
"H27801-04-01",1,21,2,,,,,,3443.49438476563
"H27802-04-01",1,21,2,,,,,,3443.49438476563
"H27803-04-01",1,21,2,,,,,,3443.49438476563
"H27804-04-01",1,21,2,,,,,,3443.49438476563
"H27805-04-01",1,21,2,,,,,,1721.74719238281
"H27805-04-02",1,21,2,,,,,,1721.74719238281
"H27806-04-01",1,21,2,,,,,,1721.74719238281
"H27806-04-02",1,21,2,,,,,,1721.74719238281
"H27807-04-01",4,21,2,,,,,,3443.49438476563
"H27808-04-01",1,21,2,,,,,,1721.74719238281
"H27808-04-02",3,21,2,,,,,,1721.74719238281
"H27810-04-01",1,21,2,,,,,,3443.49438476563
"H27901-04-01",1,21,2,,,,,,3443.49438476563
"H27902-04-01",1,21,2,,,,,,3443.49438476563
"H27903-04-01",4,21,2,,,,,,3443.49438476563
"H27904-04-01",1,21,2,,,,,,3443.49438476563
"H27905-04-01",3,21,2,,,,,,3443.49438476563
"H27906-04-01",1,21,2,,,,,,3443.49438476563
"H27907-04-01",1,21,2,,,,,,1721.74719238281
"H27907-04-02",1,21,2,,,,,,1721.74719238281
"H27908-04-01",1,21,2,,,,,,1721.74719238281
"H27908-04-02",1,21,2,,,,,,1721.74719238281
"H27909-04-01",1,21,2,,,,,,3443.49438476563
"H27910-04-01",1,21,2,,,,,,3443.49438476563
"H28003-04-01",4,21,2,,,,,,3443.49487304688
"H28006-04-01",4,21,2,,,,,,3443.49487304688
"H28007-04-01",3,21,2,,,,,,3443.49487304688
"H28102-04-01",1,21,2,,,,,,3443.49438476563
"H28104-04-01",4,21,2,,,,,,3443.49438476563
"H28105-04-01",1,21,2,,,,,,3443.49438476563
"H28106-04-01",4,21,2,,,,,,3443.49438476563
"H28107-04-01",1,21,2,,,,,,3443.49438476563
"H28108-04-01",3,21,2,,,,,,1721.74719238281
"H28108-04-02",4,21,1,30000,,"P28108-011","P28108-003",,1721.74719238281
"H28109-04-01",1,21,2,,,,,,1721.74719238281
"H28109-04-02",4,21,2,,,,,,1721.74719238281
"H28110-04-01",1,21,2,,,,,,3443.49438476563
"H28202-04-01",1,21,2,,,,,,3443.49487304688
"H28205-04-01",1,21,2,,,,,,1721.74743652344
"H28205-04-02",3,21,2,,,,,,1721.74743652344
"H28206-04-01",1,21,2,,,,,,1721.74743652344
"H28206-04-02",4,21,2,,,,,,1721.74743652344
"H28207-04-01",4,21,2,,,,,,1721.74743652344
"H28207-04-02",1,21,2,,,,,,1721.74743652344
"H28209-04-01",1,21,2,,,,,,3443.49487304688
"H28210-04-01",1,21,2,,,,,,3443.49487304688
"H28211-04-01",1,21,2,,,,,,3443.49487304688
"H28307-04-01",4,21,2,,,,,,3443.49438476563
"H28309-04-01",4,21,2,,,,,,3443.49438476563
"H28310-04-01",1,21,2,,,,,,3443.49438476563
"H28501-04-01",7,21,2,,,,,,2437.248046875
"H28502-04-01",4,21,2,,,,,,2437.248046875
"H28503-04-01",3,21,2,,,,,,2437.248046875
"H28504-04-01",3,21,2,,,,,,2437.248046875
"H28505-04-01",1,21,2,,,,,,812.415954589844
"H28505-04-02",3,21,2,,,,,,812.415954589844
"H28505-04-03",3,21,2,,,,,,812.415954589844
"H28506-04-01",3,21,2,,,,,,2437.248046875
"H28508-04-01",1,21,2,,,,,,2437.248046875
"H28509-04-01",1,21,2,,,,,,2437.248046875
"H28510-04-01",7,21,2,,,,,,2437.248046875
"H28511-04-01",3,21,2,,,,,,1218.6240234375
"H28511-04-02",4,21,2,,,,,,1218.6240234375
"H28702-04-01",4,21,2,,,,,,3443.49438476563
"H28703-04-01",4,21,2,,,,,,3443.49438476563
"H28705-04-01",4,21,2,,,,,,3443.49438476563
"H28706-04-01",1,21,2,,,,,,3443.49438476563
"H28709-04-01",3,21,2,,,,,,3443.49438476563
"H28710-04-01",4,21,2,,,,,,3443.49438476563
"H28803-04-01",3,21,2,,,,,,3443.49438476563
"H28805-04-01",3,21,2,,,,,,3443.49438476563
"H28807-04-01",3,21,2,,,,,,3443.49438476563
"H28810-04-01",3,21,2,,,,,,3443.49438476563
"H29002-04-01",1,21,2,,,,,,3443.49438476563
"H29003-04-01",1,21,2,,,,,,3443.49438476563
"H29004-04-01",4,21,2,,,,,,3443.49438476563
"H29005-04-01",1,21,2,,,,,,3443.49438476563
"H29006-04-01",1,21,2,,,,,,3443.49438476563
"H29101-04-01",1,21,2,,,,,,3443.49438476563
"H29202-04-01",4,21,1,4800000,,"P29202-001","P29202-002",,2437.248046875
"H29203-04-01",3,21,1,4800000,,"-777","-111",,2437.248046875
"H29205-04-01",5,21,1,4800000,,"P29205-001","P29205-002",,2437.248046875
"H29208-04-01",4,21,2,,,,,,2437.248046875
"H29209-04-01",3,21,1,4200000,,"P29209-001","P29209-018",,2437.248046875
"H29210-04-01",5,21,1,2160000,,"P29210-016","-111",,1218.6240234375
"H29210-04-02",7,21,2,,,,,,1218.6240234375
"H29401-04-01",1,21,2,,,,,,2437.248046875
"H29402-04-01",3,21,1,24000000,,"P29402-001","-111",,2437.248046875
"H29403-04-01",4,21,1,1200000,,,"-111",,2437.248046875
"H29404-04-01",4,21,2,,,,,,2437.248046875
"H29405-04-01",3,21,2,,,,,,2437.248046875
"H29406-04-01",3,21,2,,,,,,2437.248046875
"H29407-04-01",4,21,2,,,,,,2437.248046875
"H29408-04-01",1,21,2,,,,,,2437.248046875
"H29409-04-01",7,21,2,,,,,,2437.248046875
"H29410-04-01",1,21,1,1200000,,"P29410-001","P29410-002",,1218.6240234375
"H29410-04-02",4,21,2,,,,,,1218.6240234375
"H29501-04-01",7,21,2,,,,,,2437.248046875
"H29502-04-01",4,21,2,,,,,,2437.248046875
"H29503-04-01",1,21,2,,,,,,2437.248046875
"H29504-04-01",3,21,2,,,,,,2437.248046875
"H29505-04-01",3,21,2,,,,,,2437.248046875
"H29507-04-01",3,21,2,,,,,,2437.248046875
"H29508-04-01",3,21,2,,,,,,2437.248046875
"H29509-04-01",1,21,2,,,,,,2437.248046875
"H29511-04-01",1,21,2,,,,,,2437.248046875
"H29602-04-01",4,21,2,,,,,,812.415954589844
"H29602-04-02",3,21,2,,,,,,812.415954589844
"H29602-04-03",1,21,2,,,,,,812.415954589844
"H29603-04-01",1,21,2,,,,,,1218.6240234375
"H29603-04-02",4,21,2,,,,,,1218.6240234375
"H29604-04-01",1,21,2,,,,,,812.415954589844
"H29604-04-02",4,21,2,,,,,,812.415954589844
"H29604-04-03",96,21,2,,,,,,812.415954589844
"H29605-04-01",1,21,2,,,,,,2437.248046875
"H29606-04-01",7,21,2,,,,,,2437.248046875
"H29607-04-01",1,21,2,,,,,,2437.248046875
"H29608-04-01",3,21,2,,,,,,1218.6240234375
"H29608-04-02",1,21,2,,,,,,1218.6240234375
"H29609-04-01",1,21,2,,,,,,1218.6240234375
"H29609-04-02",4,21,2,,,,,,1218.6240234375
"H29610-04-01",4,21,2,,,,,,2437.248046875
"H29611-04-01",1,21,2,,,,,,2437.248046875
"H29701-04-01",4,21,2,,,,,,2437.24829101563
"H29702-04-01",1,21,2,,,,,,1218.62414550781
"H29702-04-02",7,21,2,,,,,,1218.62414550781
"H29703-04-01",1,21,2,,,,,,2437.24829101563
"H29704-04-01",1,21,2,,,,,,2437.24829101563
"H29705-04-01",1,21,2,,,,,,2437.24829101563
"H29706-04-01",4,21,2,,,,,,812.416076660156
"H29706-04-02",4,21,2,,,,,,812.416076660156
"H29706-04-03",4,21,2,,,,,,812.416076660156
"H29707-04-01",3,21,2,,,,,,609.312072753906
"H29707-04-02",1,21,2,,,,,,609.312072753906
"H29707-04-03",4,21,2,,,,,,609.312072753906
"H29707-04-04",1,21,2,,,,,,609.312072753906
"H29708-04-01",7,21,2,,,,,,2437.24829101563
"H29709-04-01",4,21,2,,,,,,1218.62414550781
"H29709-04-02",4,21,2,,,,,,1218.62414550781
"H29710-04-01",1,21,2,,,,,,812.416076660156
"H29710-04-02",4,21,2,,,,,,812.416076660156
"H29710-04-03",3,21,2,,,,,,812.416076660156
"H29801-04-01",1,21,2,,,,,,2437.248046875
"H29802-04-01",4,21,2,,,,,,2437.248046875
"H29803-04-01",3,21,1,2040000,,"P29803-003","P29803-004",,1218.6240234375
"H29803-04-02",4,21,2,,,,,,1218.6240234375
"H29805-04-01",4,21,2,,,,,,2437.248046875
"H29806-04-01",4,21,2,,,,,,2437.248046875
"H29807-04-01",1,21,1,240000,,"P29807-001","-111",,1218.6240234375
"H29807-04-02",3,21,2,,,,,,1218.6240234375
"H29809-04-01",1,21,2,,,,,,2437.248046875
"H29810-04-01",3,21,2,,,,,,1218.6240234375
"H29810-04-02",3,21,2,,,,,,1218.6240234375
"H29901-04-01",1,21,2,,,,,,2437.248046875
"H29902-04-01",1,21,2,,,,,,406.207977294922
"H29902-04-02",1,21,2,,,,,,406.207977294922
"H29902-04-05",1,21,2,,,,,,406.207977294922
"H29902-04-06",3,21,2,,,,,,406.207977294922
"H29902-04-07",3,21,2,,,,,,406.207977294922
"H29903-04-01",4,21,2,,,,,,1218.6240234375
"H29903-04-02",4,21,2,,,,,,1218.6240234375
"H29904-04-01",1,21,2,,,,,,2437.248046875
"H29905-04-01",1,21,2,,,,,,2437.248046875
"H29906-04-01",1,21,2,,,,,,1218.6240234375
"H29906-04-02",1,21,2,,,,,,1218.6240234375
"H29907-04-01",4,21,2,,,,,,2437.248046875
"H29908-04-01",1,21,2,,,,,,1218.6240234375
"H29908-04-02",3,21,2,,,,,,1218.6240234375
"H29909-04-01",3,21,2,,,,,,1218.6240234375
"H29909-04-02",1,21,2,,,,,,1218.6240234375
"H29910-04-01",1,21,2,,,,,,2437.248046875
