"HHID","h14q2","h14q3","h14q4","h14q3A","h14q3B","h14q5","h14q2b","h14q8","h14q2c","h14q6","h14q7","wgt_X"
"H00710-04-01",21,2,,,,,,,,,,1874.79821777344
"H00710-04-01",22,2,,,,,,,,,,1874.79821777344
"H00712-04-01",1,1,1,"P00712-001",,15000000,1,,25000000,,,1874.79821777344
"H00712-04-01",2,2,,,,,,,,,,1874.79821777344
"H00712-04-01",3,2,,,,,,,15000000,,,1874.79821777344
"H00712-04-01",4,1,,"P00712-001","P00712-002",400000,,,900000,,,1874.79821777344
"H00712-04-01",5,1,1,"P00712-001","P00712-002",20000,4,,80000,2,,1874.79821777344
"H00712-04-01",6,1,1,"P00712-001","P00712-002",250000,2,,400000,1,,1874.79821777344
"H00712-04-01",7,1,2,"P00712-001","P00712-006",140000,1,,50000,,1,1874.79821777344
"H00712-04-01",8,2,,,,,,,,,,1874.79821777344
"H00712-04-01",9,2,,,,,,,,,,1874.79821777344
"H00712-04-01",10,2,,,,,,,,,,1874.79821777344
"H00712-04-01",11,2,,,,,,,,,,1874.79821777344
"H00712-04-01",12,2,,,,,,,,,,1874.79821777344
"H00712-04-01",13,2,,,,,,,,,,1874.79821777344
"H00712-04-01",14,2,,,,,,,,,,1874.79821777344
"H00712-04-01",15,1,7,"P00712-002","P00712-005",150000,,,100000,,1,1874.79821777344
"H00712-04-01",16,1,6,"P00712-001","P00712-002",300000,5,,300000,,1,1874.79821777344
"H00712-04-01",17,2,,,,,,,,,,1874.79821777344
"H00712-04-01",18,2,,,,,,,,,,1874.79821777344
"H00712-04-01",19,1,1,"P00712-001","P00712-002",25000,1,,100000,,,1874.79821777344
"H00712-04-01",20,2,,,,,,,,,,1874.79821777344
"H00712-04-01",21,1,1,"P00712-001",,80000,,,,,1,1874.79821777344
"H00712-04-01",22,1,1,"P00712-001","P00712-002",20000,,,,,1,1874.79821777344
"H00801-04-01",1,2,,,,,,,,,,1874.79821777344
"H00801-04-01",2,2,,,,,,,,,,1874.79821777344
"H00801-04-01",3,2,,,,,,,,,,1874.79821777344
"H00801-04-01",4,1,,"P00801-001","P00801-002",300000,,,,,,1874.79821777344
"H00801-04-01",5,1,2,"P00801-001","P00801-002",120000,,,,,,1874.79821777344
"H00801-04-01",6,1,3,"P00801-001","P00801-002",1300000,,,,,,1874.79821777344
"H00801-04-01",7,1,1,"P00801-001","P00801-002",500000,,,,,,1874.79821777344
"H00801-04-01",8,2,,,,,,,,,,1874.79821777344
"H00801-04-01",9,1,1,"P00801-001",,350000,,,,,,1874.79821777344
"H00801-04-01",10,2,,,,,,,,,,1874.79821777344
"H00801-04-01",11,2,,,,,,,,,,1874.79821777344
"H00801-04-01",12,1,1,"P00801-001",,7000000,,,,,,1874.79821777344
"H00801-04-01",13,2,,,,,,,,,,1874.79821777344
"H00801-04-01",14,2,,,,,,,,,,1874.79821777344
"H00801-04-01",15,2,,,,,,,,,,1874.79821777344
"H00801-04-01",16,1,4,"P00801-001","P00801-002",350000,,,,,,1874.79821777344
"H00801-04-01",17,2,,,,,,,,,,1874.79821777344
"H00801-04-01",18,2,,,,,,,,,,1874.79821777344
"H00801-04-01",19,2,,,,,,,,,,1874.79821777344
"H00801-04-01",20,2,,,,,,,,,,1874.79821777344
"H00801-04-01",21,2,,,,,,,,,,1874.79821777344
"H00801-04-01",22,2,,,,,,,,,,1874.79821777344
"H00802-04-01",1,2,,,,,,,,,,1874.79821777344
"H00802-04-01",2,2,,,,,,,,,,1874.79821777344
"H00802-04-01",3,2,,,,,,,,,,1874.79821777344
"H00802-04-01",4,1,,"P00802-001","P00802-002",60000,,,,,,1874.79821777344
"H00802-04-01",5,2,,,,,,,,,,1874.79821777344
"H00802-04-01",6,2,,,,,,,,,,1874.79821777344
"H00802-04-01",7,1,1,"P00802-001","P00802-002",15000,,,,,,1874.79821777344
"H00802-04-01",8,2,,,,,,,,,,1874.79821777344
"H00802-04-01",9,2,,,,,,,,,,1874.79821777344
"H00802-04-01",10,2,,,,,,,,,,1874.79821777344
"H00802-04-01",11,2,,,,,,,,,,1874.79821777344
"H00802-04-01",12,2,,,,,,,,,,1874.79821777344
"H00802-04-01",13,2,,,,,,,,,,1874.79821777344
"H00802-04-01",14,2,,,,,,,,,,1874.79821777344
"H00802-04-01",15,2,,,,,,,,,,1874.79821777344
"H00802-04-01",16,1,1,"P00802-001",,80000,,,,,,1874.79821777344
"H00802-04-01",17,2,,,,,,,,,,1874.79821777344
"H00802-04-01",18,2,,,,,,,,,,1874.79821777344
"H00802-04-01",19,2,,,,,,,,,,1874.79821777344
"H00802-04-01",20,2,,,,,,,,,,1874.79821777344
"H00802-04-01",21,2,,,,,,,,,,1874.79821777344
"H00802-04-01",22,2,,,,,,,,,,1874.79821777344
"H00803-04-01",1,1,1,"P00803-001",,45000000,,,,,,1874.79821777344
"H00803-04-01",2,2,,,,,,,,,,1874.79821777344
"H00803-04-01",3,2,,,,,,,,,,1874.79821777344
"H00803-04-01",4,1,,"P00803-001",,250000,,,,,,1874.79821777344
"H00803-04-01",5,1,1,"P00803-001",,70000,,,,,,1874.79821777344
"H00803-04-01",6,1,1,"P00803-001",,300000,,,,,,1874.79821777344
"H00803-04-01",7,1,1,"P00803-001",,150000,,,,,,1874.79821777344
"H00803-04-01",8,2,,,,,,,,,,1874.79821777344
"H00803-04-01",9,2,,,,,,,,,,1874.79821777344
"H00803-04-01",10,2,,,,,,,,,,1874.79821777344
"H00803-04-01",11,2,,,,,,,,,,1874.79821777344
"H00803-04-01",12,2,,,,,,,,,,1874.79821777344
"H00803-04-01",13,2,,,,,,,,,,1874.79821777344
"H00803-04-01",14,2,,,,,,,,,,1874.79821777344
"H00803-04-01",15,2,,,,,,,,,,1874.79821777344
"H00803-04-01",16,1,3,"P00803-001","P00803-002",280000,,,,,,1874.79821777344
"H00803-04-01",17,2,,,,,,,,,,1874.79821777344
"H00803-04-01",18,2,,,,,,,,,,1874.79821777344
"H00803-04-01",19,2,,,,,,,,,,1874.79821777344
"H00803-04-01",20,2,,,,,,,,,,1874.79821777344
"H00803-04-01",21,2,,,,,,,,,,1874.79821777344
"H00803-04-01",22,2,,,,,,,,,,1874.79821777344
"H00805-04-01",1,2,,,,,,,,,,1874.79821777344
"H00805-04-01",2,2,,,,,,,,,,1874.79821777344
"H00805-04-01",3,2,,,,,,,,,,1874.79821777344
"H00805-04-01",4,1,,"P00805-001","P00805-002",12000,,,,,,1874.79821777344
"H00805-04-01",5,1,1,"P00805-001","P00805-002",15000,,,,,,1874.79821777344
"H00805-04-01",6,1,1,"P00805-001","P00805-002",120000,,,,,,1874.79821777344
"H00805-04-01",7,1,2,"P00805-001","P00805-002",170000,,,,,,1874.79821777344
"H00805-04-01",8,2,,,,,,,,,,1874.79821777344
"H00805-04-01",9,2,,,,,,,,,,1874.79821777344
"H00805-04-01",10,2,,,,,,,,,,1874.79821777344
"H00805-04-01",11,2,,,,,,,,,,1874.79821777344
"H00805-04-01",12,2,,,,,,,,,,1874.79821777344
"H00805-04-01",13,2,,,,,,,,,,1874.79821777344
"H00805-04-01",14,2,,,,,,,,,,1874.79821777344
"H00805-04-01",15,2,,,,,,,,,,1874.79821777344
"H00805-04-01",16,1,1,"P00805-001",,50000,,,,,,1874.79821777344
"H00805-04-01",17,2,,,,,,,,,,1874.79821777344
"H00805-04-01",18,2,,,,,,,,,,1874.79821777344
"H00805-04-01",19,2,,,,,,,,,,1874.79821777344
"H00805-04-01",20,2,,,,,,,,,,1874.79821777344
"H00805-04-01",21,2,,,,,,,,,,1874.79821777344
"H00805-04-01",22,2,,,,,,,,,,1874.79821777344
"H00809-04-01",1,2,,,,,,,,,,1874.79821777344
"H00809-04-01",2,2,,,,,,,,,,1874.79821777344
"H00809-04-01",3,2,,,,,,,,,,1874.79821777344
"H00809-04-01",4,1,,"P00809-001","P00809-002",500000,,,,,,1874.79821777344
"H00809-04-01",5,1,1,"P00809-001","P00809-002",40000,,,,,,1874.79821777344
"H00809-04-01",6,1,1,"P00809-001","P00809-002",200000,,,,,,1874.79821777344
"H00809-04-01",7,1,1,"P00809-001","P00809-002",100000,,,,,,1874.79821777344
"H00809-04-01",8,2,,,,,,,,,,1874.79821777344
"H00809-04-01",9,2,,,,,,,,,,1874.79821777344
"H00809-04-01",10,2,,,,,,,,,,1874.79821777344
"H00809-04-01",11,2,,,,,,,,,,1874.79821777344
"H00809-04-01",12,2,,,,,,,,,,1874.79821777344
"H00809-04-01",13,2,,,,,,,,,,1874.79821777344
"H00809-04-01",14,2,,,,,,,,,,1874.79821777344
"H00809-04-01",15,2,,,,,,,,,,1874.79821777344
"H00809-04-01",16,1,3,"P00809-001","P00809-002",450000,,,,,,1874.79821777344
"H00809-04-01",17,2,,,,,,,,,,1874.79821777344
"H00809-04-01",18,2,,,,,,,,,,1874.79821777344
"H00809-04-01",19,2,,,,,,,,,,1874.79821777344
"H00809-04-01",20,2,,,,,,,,,,1874.79821777344
"H00809-04-01",21,2,,,,,,,,,,1874.79821777344
"H00809-04-01",22,2,,,,,,,,,,1874.79821777344
"H00810-04-02",1,1,1,"P00810-016","P00810-001",50000000,,,,,,937.399108886719
"H00810-04-02",2,1,10,"P00810-016","P00810-001",30000000,,,,,,937.399108886719
"H00810-04-02",3,2,,,,,,,,,,937.399108886719
"H00810-04-02",4,1,,"P00810-001","P00810-016",5000000,,,,,,937.399108886719
"H00810-04-02",5,1,3,"P00810-001","P00810-016",2000000,,,,,,937.399108886719
"H00810-04-02",6,1,1,"P00810-001","P00810-007",2000000,,,,,,937.399108886719
"H00810-04-02",7,1,1,"P00810-001","P00810-007",500000,,,,,,937.399108886719
"H00810-04-02",8,2,,,,,,,,,,937.399108886719
"H00810-04-02",9,2,,,,,,,,,,937.399108886719
"H00810-04-02",10,2,,,,,,,,,,937.399108886719
"H00810-04-02",11,2,,,,,,,,,,937.399108886719
"H00810-04-02",12,1,1,"P00810-001","P00810-016",10000000,,,,,,937.399108886719
"H00810-04-02",13,2,,,,,,,,,,937.399108886719
"H00810-04-02",14,2,,,,,,,,,,937.399108886719
"H00810-04-02",15,2,,,,,,,,,,937.399108886719
"H00810-04-02",16,1,5,"P00810-001","P00810-016",2000000,,,,,,937.399108886719
"H00810-04-02",17,1,2,"P00810-007","P00810-006",2400000,,,,,,937.399108886719
"H00810-04-02",18,2,,,,,,,,,,937.399108886719
"H00810-04-02",19,2,,,,,,,,,,937.399108886719
"H00810-04-02",20,2,,,,,,,,,,937.399108886719
"H00810-04-02",21,2,,,,,,,,,,937.399108886719
"H00810-04-02",22,2,,,,,,,,,,937.399108886719
"H00810-04-03",1,2,,,,,,,,,,937.399108886719
"H00810-04-03",2,2,,,,,,,,,,937.399108886719
"H00810-04-03",3,2,,,,,,,,,,937.399108886719
"H00810-04-03",4,1,,"P00810-026","P00810-005",5000000,,,,,,937.399108886719
"H00810-04-03",5,1,3,"P00810-026","P00810-005",350000,,,,,,937.399108886719
"H00810-04-03",6,1,1,"P00810-026","P00810-005",400000,,,,,,937.399108886719
"H00810-04-03",7,1,1,"P00810-026","P00810-005",200000,,,,,,937.399108886719
"H00810-04-03",8,2,,,,,,,,,,937.399108886719
"H00810-04-03",9,2,,,,,,,,,,937.399108886719
"H00810-04-03",10,2,,,,,,,,,,937.399108886719
"H00810-04-03",11,2,,,,,,,,,,937.399108886719
"H00810-04-03",12,2,,,,,,,,,,937.399108886719
"H00810-04-03",13,2,,,,,,,,,,937.399108886719
"H00810-04-03",14,2,,,,,,,,,,937.399108886719
"H00810-04-03",15,2,,,,,,,,,,937.399108886719
"H00810-04-03",16,1,2,"P00810-026","P00810-005",450000,,,,,,937.399108886719
"H00810-04-03",17,2,,,,,,,,,,937.399108886719
"H00810-04-03",18,2,,,,,,,,,,937.399108886719
"H00810-04-03",19,2,,,,,,,,,,937.399108886719
"H00810-04-03",20,2,,,,,,,,,,937.399108886719
"H00810-04-03",21,2,,,,,,,,,,937.399108886719
"H00810-04-03",22,2,,,,,,,,,,937.399108886719
"H00811-04-01",1,1,1,"P00811-001","P00811-002",45000000,,,,,,1874.79821777344
"H00811-04-01",2,1,1,"P00811-001","P00811-002",60000000,,,,,,1874.79821777344
"H00811-04-01",3,2,,,,,,,,,,1874.79821777344
"H00811-04-01",4,1,,"P00811-001","P00811-002",300000,,,,,,1874.79821777344
"H00811-04-01",5,1,1,"P00811-001","P00811-002",50000,,,,,,1874.79821777344
"H00811-04-01",6,1,1,"P00811-001","P00811-002",250000,,,,,,1874.79821777344
"H00811-04-01",7,1,1,"P00811-001","P00811-002",80000,,,,,,1874.79821777344
"H00811-04-01",8,2,,,,,,,,,,1874.79821777344
"H00811-04-01",9,2,,,,,,,,,,1874.79821777344
"H00811-04-01",10,2,,,,,,,,,,1874.79821777344
"H00811-04-01",11,2,,,,,,,,,,1874.79821777344
"H00811-04-01",12,2,,,,,,,,,,1874.79821777344
"H00811-04-01",13,2,,,,,,,,,,1874.79821777344
"H00811-04-01",14,2,,,,,,,,,,1874.79821777344
"H00811-04-01",15,2,,,,,,,,,,1874.79821777344
"H00811-04-01",16,1,2,"P00811-001","P00811-002",180000,,,,,,1874.79821777344
"H00811-04-01",17,2,,,,,,,,,,1874.79821777344
"H00811-04-01",18,2,,,,,,,,,,1874.79821777344
"H00811-04-01",19,2,,,,,,,,,,1874.79821777344
"H00811-04-01",20,2,,,,,,,,,,1874.79821777344
"H00811-04-01",21,2,,,,,,,,,,1874.79821777344
"H00811-04-01",22,2,,,,,,,,,,1874.79821777344
"H01209-04-01",1,1,1,"P01209-003","P01209-004",1500000000,1,,10000000,,,624.932739257813
"H01209-04-01",2,2,,,,,,,,,,624.932739257813
"H01209-04-01",3,1,,"P01209-003","P01209-004",10000000,,,1,,,624.932739257813
"H01209-04-01",4,1,,"P01209-003","P01209-004",700000,,,850000,,,624.932739257813
"H01209-04-01",5,2,,,,,,,,,,624.932739257813
"H01209-04-01",6,1,3,"P01209-003","P01209-004",1200000,3,,900000,,,624.932739257813
"H01209-04-01",7,1,1,"P01209-003","P01209-004",200000,1,,20000,,,624.932739257813
"H01209-04-01",8,2,,,,,,,,,,624.932739257813
"H01209-04-01",9,2,,,,,,,,,,624.932739257813
"H01209-04-01",10,1,1,"P01209-004",,150000,1,,150000,,,624.932739257813
"H01209-04-01",11,2,,,,,,,,,,624.932739257813
"H01209-04-01",12,2,,,,,,,,,,624.932739257813
"H01209-04-01",13,2,,,,,,,,,,624.932739257813
"H01209-04-01",14,2,,,,,,,,,,624.932739257813
"H01209-04-01",15,1,3,"P01209-003","P01209-004",100000,3,,35000,,,624.932739257813
"H01209-04-01",16,1,7,"P01209-003","P01209-004",900000,5,,600000,,1,624.932739257813
"H01209-04-01",17,2,,,,,,,,,,624.932739257813
"H01209-04-01",18,2,,,,,,,,,,624.932739257813
"H01209-04-01",19,2,,,,,,,,,,624.932739257813
"H01209-04-01",20,2,,,,,,,,,,624.932739257813
"H01209-04-01",21,2,,,,,,,,,,624.932739257813
"H01209-04-01",22,2,,,,,,,,,,624.932739257813
"H01209-04-02",1,2,,,,,,,,,,624.932739257813
"H01209-04-02",2,2,,,,,,,,,,624.932739257813
"H01209-04-02",3,2,,,,,,,,,,624.932739257813
"H01209-04-02",4,1,,"P01209-023","P01209-024",230000,,,,,,624.932739257813
"H01209-04-02",5,2,,,,,,,,,,624.932739257813
"H01209-04-02",6,1,1,"P01209-023","P01209-024",300000,,,,,1,624.932739257813
"H01209-04-02",7,1,1,"P01209-023","P01209-024",100000,,,,,1,624.932739257813
"H01209-04-02",8,2,,,,,,,,,,624.932739257813
"H01209-04-02",9,2,,,,,,,,,,624.932739257813
"H01209-04-02",10,2,,,,,,,,,,624.932739257813
"H01209-04-02",11,2,,,,,,,,,,624.932739257813
"H01209-04-02",12,2,,,,,,,,,,624.932739257813
"H01209-04-02",13,2,,,,,,,,,,624.932739257813
"H01209-04-02",14,2,,,,,,,,,,624.932739257813
"H01209-04-02",15,2,,,,,,,,,,624.932739257813
"H01209-04-02",16,2,,,,,,,,,,624.932739257813
"H01209-04-02",17,2,,,,,,,,,,624.932739257813
"H01209-04-02",18,2,,,,,,,,,,624.932739257813
"H01209-04-02",19,2,,,,,,,,,,624.932739257813
"H01209-04-02",20,2,,,,,,,,,,624.932739257813
"H01209-04-02",21,2,,,,,,,,,,624.932739257813
"H01209-04-02",22,2,,,,,,,,,,624.932739257813
"H01209-04-03",1,1,1,"P01209-013","P01209-014",1200000000,,,,,1,624.932739257813
"H01209-04-03",2,2,,,,,,,,,,624.932739257813
"H01209-04-03",3,2,,,,,,,,,,624.932739257813
"H01209-04-03",4,1,,"P01209-013","P01209-014",400000,,,,,,624.932739257813
"H01209-04-03",5,1,10,"P01209-013","P01209-014",200000,,,,,1,624.932739257813
"H01209-04-03",6,1,1,"P01209-013","P01209-014",350000,,,,,1,624.932739257813
"H01209-04-03",7,1,1,"P01209-013","P01209-014",150000,,,,,1,624.932739257813
"H01209-04-03",8,1,1,"P01209-013","P01209-014",80000,,,,,1,624.932739257813
"H01209-04-03",9,2,,,,,,,,,,624.932739257813
"H01209-04-03",10,1,1,"P01209-013","P01209-014",50000,,,,,1,624.932739257813
"H01209-04-03",11,2,,,,,,,,,,624.932739257813
"H01209-04-03",12,1,1,"P01209-013","P01209-014",8500000,,,,,1,624.932739257813
"H01209-04-03",13,2,,,,,,,,,,624.932739257813
"H01209-04-03",14,2,,,,,,,,,,624.932739257813
"H01209-04-03",15,2,,,,,,,,,,624.932739257813
"H01209-04-03",16,1,1,"P01209-013",,150000,,,,,1,624.932739257813
"H01209-04-03",17,2,,,,,,,,,,624.932739257813
"H01209-04-03",18,2,,,,,,,,,,624.932739257813
"H01209-04-03",19,2,,,,,,,,,,624.932739257813
"H01209-04-03",20,2,,,,,,,,,,624.932739257813
"H01209-04-03",21,2,,,,,,,,,,624.932739257813
"H01209-04-03",22,2,,,,,,,,,,624.932739257813
"H01210-04-01",1,2,,,,,,,,,,1874.79809570313
"H01210-04-01",2,2,,,,,,,,,,1874.79809570313
"H01210-04-01",3,2,,,,,,,,,,1874.79809570313
"H01210-04-01",4,1,,"P01210-001","P01210-002",150000,,,,,,1874.79809570313
"H01210-04-01",5,2,,,,,,,,,,1874.79809570313
"H01210-04-01",6,2,,,,,,,,,,1874.79809570313
"H01210-04-01",7,1,1,"P01210-002","P01210-001",25000,,,,,,1874.79809570313
"H01210-04-01",8,2,,,,,,,,,,1874.79809570313
"H01210-04-01",9,2,,,,,,,,,,1874.79809570313
"H01210-04-01",10,2,,,,,,,,,,1874.79809570313
"H01210-04-01",11,2,,,,,,,,,,1874.79809570313
"H01210-04-01",12,2,,,,,,,,,,1874.79809570313
"H01210-04-01",13,2,,,,,,,,,,1874.79809570313
"H01210-04-01",14,2,,,,,,,,,,1874.79809570313
"H01210-04-01",15,2,,,,,,,,,,1874.79809570313
"H01210-04-01",16,1,3,"P01210-001","P01210-002",150000,,,,,,1874.79809570313
"H01210-04-01",17,2,,,,,,,,,,1874.79809570313
"H01210-04-01",18,2,,,,,,,,,,1874.79809570313
"H01210-04-01",19,2,,,,,,,,,,1874.79809570313
"H01210-04-01",20,2,,,,,,,,,,1874.79809570313
"H01210-04-01",21,2,,,,,,,,,,1874.79809570313
"H01210-04-01",22,2,,,,,,,,,,1874.79809570313
"H01401-04-01",1,1,1,"P01401-002","P01401-009",150000000,,,,,,1874.79821777344
"H01401-04-01",2,2,,,,,,,,,,1874.79821777344
"H01401-04-01",3,2,,,,,,,,,,1874.79821777344
"H01401-04-01",4,1,,"P01401-002","P01401-009",3000000,,,,,,1874.79821777344
"H01401-04-01",5,1,5,"P01401-002","P01401-009",200000,,,,,,1874.79821777344
"H01401-04-01",6,1,1,"P01401-002","P01401-009",600000,,,,,,1874.79821777344
"H01401-04-01",7,1,1,"P01401-002","P01401-009",300000,,,,,,1874.79821777344
"H01401-04-01",8,2,,,,,,,,,,1874.79821777344
"H01401-04-01",9,2,,,,,,,,,,1874.79821777344
"H01401-04-01",10,2,,,,,,,,,,1874.79821777344
"H01401-04-01",11,2,,,,,,,,,,1874.79821777344
"H01401-04-01",12,2,,,,,,,,,,1874.79821777344
"H01401-04-01",13,2,,,,,,,,,,1874.79821777344
"H01401-04-01",14,2,,,,,,,,,,1874.79821777344
"H01401-04-01",15,2,,,,,,,,,,1874.79821777344
"H01401-04-01",16,1,2,"P01401-002","P01401-010",400000,,,,,,1874.79821777344
"H01401-04-01",17,1,1,"P01401-002",,1100000,,,,,,1874.79821777344
"H01401-04-01",18,2,,,,,,,,,,1874.79821777344
"H01401-04-01",19,2,,,,,,,,,,1874.79821777344
"H01401-04-01",20,2,,,,,,,,,,1874.79821777344
"H01401-04-01",21,2,,,,,,,,,,1874.79821777344
"H01401-04-01",22,2,,,,,,,,,,1874.79821777344
"H01402-04-01",1,2,,,,,,,,,,1874.79821777344
"H01402-04-01",2,2,,,,,,,,,,1874.79821777344
"H01402-04-01",3,2,,,,,,,,,,1874.79821777344
"H01402-04-01",4,1,,"P01402-001","P01402-003",200000,,,,,,1874.79821777344
"H01402-04-01",5,1,1,"P01402-001","P01402-003",30000,,,,,,1874.79821777344
"H01402-04-01",6,1,1,"P01402-001",,300000,,,,,,1874.79821777344
"H01402-04-01",7,1,1,"P01402-001","P01402-003",20000,,,,,,1874.79821777344
"H01402-04-01",8,2,,,,,,,,,,1874.79821777344
"H01402-04-01",9,2,,,,,,,,,,1874.79821777344
"H01402-04-01",10,2,,,,,,,,,,1874.79821777344
"H01402-04-01",11,2,,,,,,,,,,1874.79821777344
"H01402-04-01",12,2,,,,,,,,,,1874.79821777344
"H01402-04-01",13,2,,,,,,,,,,1874.79821777344
"H01402-04-01",14,2,,,,,,,,,,1874.79821777344
"H01402-04-01",15,1,2,"P01402-001",,30000,,,,,,1874.79821777344
"H01402-04-01",16,1,4,"P01402-001","P01402-003",200000,,,,,,1874.79821777344
"H01402-04-01",17,2,,,,,,,,,,1874.79821777344
"H01402-04-01",18,2,,,,,,,,,,1874.79821777344
"H01402-04-01",19,1,1,"P01402-003",,450000,,,,,,1874.79821777344
"H01402-04-01",20,2,,,,,,,,,,1874.79821777344
"H01402-04-01",21,2,,,,,,,,,,1874.79821777344
"H01402-04-01",22,2,,,,,,,,,,1874.79821777344
"H01406-04-01",1,2,,,,,,,,,,1874.79821777344
"H01406-04-01",2,2,,,,,,,,,,1874.79821777344
"H01406-04-01",3,2,,,,,,,,,,1874.79821777344
"H01406-04-01",4,1,,"P01406-001",,300000,,,,,,1874.79821777344
"H01406-04-01",5,1,1,"P01406-001",,25000,,,,,,1874.79821777344
"H01406-04-01",6,1,1,"P01406-001",,200000,,,,,,1874.79821777344
"H01406-04-01",7,2,,,,,,,,,,1874.79821777344
"H01406-04-01",8,2,,,,,,,,,,1874.79821777344
"H01406-04-01",9,2,,,,,,,,,,1874.79821777344
"H01406-04-01",10,2,,,,,,,,,,1874.79821777344
"H01406-04-01",11,2,,,,,,,,,,1874.79821777344
"H01406-04-01",12,2,,,,,,,,,,1874.79821777344
"H01406-04-01",13,2,,,,,,,,,,1874.79821777344
"H01406-04-01",14,2,,,,,,,,,,1874.79821777344
"H01406-04-01",15,2,,,,,,,,,,1874.79821777344
"H01406-04-01",16,1,4,"P01406-001","P01406-002",200000,,,,,,1874.79821777344
"H01406-04-01",17,2,,,,,,,,,,1874.79821777344
"H01406-04-01",18,2,,,,,,,,,,1874.79821777344
"H01406-04-01",19,2,,,,,,,,,,1874.79821777344
"H01406-04-01",20,2,,,,,,,,,,1874.79821777344
"H01406-04-01",21,2,,,,,,,,,,1874.79821777344
"H01406-04-01",22,2,,,,,,,,,,1874.79821777344
"H01409-04-01",1,1,1,"P01409-001",,4000000,,,,,,1874.79821777344
"H01409-04-01",2,1,1,"P01409-001",,1000000,,,,,,1874.79821777344
"H01409-04-01",3,2,,,,,,,,,,1874.79821777344
"H01409-04-01",4,1,,"P01409-001",,1000000,,,,,,1874.79821777344
"H01409-04-01",5,2,,,,,,,,,,1874.79821777344
"H01409-04-01",6,2,,,,,,,,,,1874.79821777344
"H01409-04-01",7,1,1,"P01409-001",,5000,,,,,,1874.79821777344
"H01409-04-01",8,2,,,,,,,,,,1874.79821777344
"H01409-04-01",9,2,,,,,,,,,,1874.79821777344
"H01409-04-01",10,2,,,,,,,,,,1874.79821777344
"H01409-04-01",11,2,,,,,,,,,,1874.79821777344
"H01409-04-01",12,2,,,,,,,,,,1874.79821777344
"H01409-04-01",13,2,,,,,,,,,,1874.79821777344
"H01409-04-01",14,2,,,,,,,,,,1874.79821777344
"H01409-04-01",15,2,,,,,,,,,,1874.79821777344
"H01409-04-01",16,2,,,,,,,,,,1874.79821777344
"H01409-04-01",17,2,,,,,,,,,,1874.79821777344
"H01409-04-01",18,2,,,,,,,,,,1874.79821777344
"H01409-04-01",19,2,,,,,,,,,,1874.79821777344
"H01409-04-01",20,2,,,,,,,,,,1874.79821777344
"H01409-04-01",21,2,,,,,,,,,,1874.79821777344
"H01409-04-01",22,2,,,,,,,,,,1874.79821777344
"H01601-04-01",1,2,,,,,,,,,,1874.79821777344
"H01601-04-01",2,2,,,,,,,,,,1874.79821777344
"H01601-04-01",3,2,,,,,,,,,,1874.79821777344
"H01601-04-01",4,2,,,,,,,,,,1874.79821777344
"H01601-04-01",5,2,,,,,,,,,,1874.79821777344
"H01601-04-01",6,2,,,,,,,,,,1874.79821777344
"H01601-04-01",7,1,1,"P01601-001","P01601-007",23000,,,,,1,1874.79821777344
"H01601-04-01",8,2,,,,,,,,,,1874.79821777344
"H01601-04-01",9,2,,,,,,,,,,1874.79821777344
"H01601-04-01",10,2,,,,,,,,,,1874.79821777344
"H01601-04-01",11,2,,,,,,,,,,1874.79821777344
"H01601-04-01",12,2,,,,,,,,,,1874.79821777344
"H01601-04-01",13,2,,,,,,,,,,1874.79821777344
"H01601-04-01",14,2,,,,,,,,,,1874.79821777344
"H01601-04-01",15,2,,,,,,,,,,1874.79821777344
"H01601-04-01",16,1,2,"P01601-001","P01601-007",200000,3,,90000,5,,1874.79821777344
"H01601-04-01",17,2,,,,,,,,,,1874.79821777344
"H01601-04-01",18,2,,,,,,,,,,1874.79821777344
"H01601-04-01",19,2,,,,,,,,,,1874.79821777344
"H01601-04-01",20,2,,,,,,,,,,1874.79821777344
"H01601-04-01",21,2,,,,,,,,,,1874.79821777344
"H01601-04-01",22,2,,,,,,,,,,1874.79821777344
"H01604-04-01",1,1,1,"P01604-001",,23000000,1,,25000000,,,1874.79821777344
"H01604-04-01",2,1,3,"P01604-001",,30000000,,3,,,4,1874.79821777344
"H01604-04-01",3,2,,,,,,,,,,1874.79821777344
"H01604-04-01",4,1,,"P01604-001",,570000,,,7000000,,,1874.79821777344
"H01604-04-01",5,1,5,"P01604-001",,1300000,5,,2000000,,,1874.79821777344
"H01604-04-01",6,1,1,"P01604-001",,300000,1,,150000,,,1874.79821777344
"H01604-04-01",7,1,1,"P01604-001",,200000,1,,100000,,,1874.79821777344
"H01604-04-01",8,2,,,,,,,,,,1874.79821777344
"H01604-04-01",9,2,,,,,,,,,,1874.79821777344
"H01604-04-01",10,2,,,,,,,,,,1874.79821777344
"H01604-04-01",11,2,,,,,,,,,,1874.79821777344
"H01604-04-01",12,1,1,"P01604-001",,22000000,,,,,1,1874.79821777344
"H01604-04-01",13,2,,,,,,,,,,1874.79821777344
"H01604-04-01",14,2,,,,,,,,,,1874.79821777344
"H01604-04-01",15,1,2,"P01604-001",,125000,1,,20000,,1,1874.79821777344
"H01604-04-01",16,1,1,"P01604-001",,450000,3,,500000,5,,1874.79821777344
"H01604-04-01",17,1,2,"P01604-001",,2000000,2,,3000000,,,1874.79821777344
"H01604-04-01",18,1,1,"P01604-001",,85000,1,,30000,,,1874.79821777344
