"HHID","h12q1","h12q2","wgt_X"
"H29410-04-01",2,,1218.6240234375
"H29410-04-02",1,"P29410-007",1218.6240234375
"H29501-04-01",2,,2437.248046875
"H29502-04-01",1,"P29502-005",2437.248046875
"H29503-04-01",2,,2437.248046875
"H29504-04-01",2,,2437.248046875
"H29505-04-01",2,,2437.248046875
"H29507-04-01",1,"P29507-002",2437.248046875
"H29508-04-01",2,,2437.248046875
"H29509-04-01",2,,2437.248046875
"H29511-04-01",2,,2437.248046875
"H29602-04-01",1,"P29602-001",812.415954589844
"H29602-04-02",2,,812.415954589844
"H29602-04-03",1,"P29602-010",812.415954589844
"H29603-04-01",2,,1218.6240234375
"H29603-04-02",1,"P29603-007",1218.6240234375
"H29604-04-01",2,,812.415954589844
"H29604-04-02",2,,812.415954589844
"H29604-04-03",2,,812.415954589844
"H29605-04-01",2,,2437.248046875
"H29606-04-01",2,,2437.248046875
"H29607-04-01",1,"P29607-001",2437.248046875
"H29608-04-01",2,,1218.6240234375
"H29608-04-02",2,,1218.6240234375
"H29609-04-01",2,,1218.6240234375
"H29609-04-02",1,"P29609-001",1218.6240234375
"H29610-04-01",1,"P29610-002",2437.248046875
"H29611-04-01",2,,2437.248046875
"H29701-04-01",1,"P29701-001",2437.24829101563
"H29702-04-01",2,,1218.62414550781
"H29702-04-02",2,,1218.62414550781
"H29703-04-01",2,,2437.24829101563
"H29704-04-01",2,,2437.24829101563
"H29705-04-01",2,,2437.24829101563
"H29706-04-01",1,"P29706-001",812.416076660156
"H29706-04-02",1,"P29706-008",812.416076660156
"H29706-04-03",1,"P29706-010",812.416076660156
"H29707-04-01",2,,609.312072753906
"H29707-04-02",2,,609.312072753906
"H29707-04-03",1,"P29707-001",609.312072753906
"H29707-04-04",2,,609.312072753906
"H29708-04-01",2,,2437.24829101563
"H29709-04-01",1,"P29709-002",1218.62414550781
"H29709-04-02",1,"P29709-007",1218.62414550781
"H29710-04-01",1,"P29710-002",812.416076660156
"H29710-04-02",1,"P29710-006",812.416076660156
"H29710-04-03",1,"P29710-005",812.416076660156
"H29801-04-01",2,,2437.248046875
"H29802-04-01",1,"P29802-001",2437.248046875
"H29803-04-01",2,,1218.6240234375
"H29803-04-02",1,"P29803-002",1218.6240234375
"H29805-04-01",1,"P29805-002",2437.248046875
"H29806-04-01",1,"P29806-001",2437.248046875
"H29807-04-01",2,,1218.6240234375
"H29807-04-02",1,"P29807-008",1218.6240234375
"H29809-04-01",2,,2437.248046875
"H29810-04-01",2,,1218.6240234375
"H29810-04-02",1,"P29810-002",1218.6240234375
"H29901-04-01",1,"P29901-001",2437.248046875
"H29902-04-01",1,"P29902-002",406.207977294922
"H29902-04-02",2,,406.207977294922
"H29902-04-05",2,,406.207977294922
"H29902-04-06",1,"P29902-032",406.207977294922
"H29902-04-07",2,,406.207977294922
"H29903-04-01",1,"P29903-002",1218.6240234375
"H29903-04-02",1,"P29903-005",1218.6240234375
"H29904-04-01",2,,2437.248046875
"H29905-04-01",2,,2437.248046875
"H29906-04-01",2,,1218.6240234375
"H29906-04-02",2,,1218.6240234375
"H29907-04-01",1,"P29907-001",2437.248046875
"H29908-04-01",2,,1218.6240234375
"H29908-04-02",2,,1218.6240234375
"H29909-04-01",2,,1218.6240234375
"H29909-04-02",2,,1218.6240234375
"H29910-04-01",2,,2437.248046875
"H30002-04-01",2,,1218.6240234375
"H30002-04-02",2,,1218.6240234375
"H30006-04-01",1,"P30006-002",2437.248046875
"H30008-04-01",2,,1218.6240234375
"H30008-04-02",1,"P30008-002",1218.6240234375
"H30009-04-01",2,,2437.248046875
"H30010-04-01",2,,2437.248046875
"H30012-04-01",1,"P30012-001",2437.248046875
"H30302-04-01",1,"P30302-002",2437.248046875
"H30303-04-01",1,"P30303-002",2437.248046875
"H30304-04-01",1,"P30304-001",2437.248046875
"H30306-04-01",2,,2437.248046875
"H30307-04-01",2,,2437.248046875
"H30308-04-01",1,"P30308-009",2437.248046875
"H30309-04-01",2,,812.415954589844
"H30309-04-02",1,"P30309-002",812.415954589844
"H30309-04-03",1,"P30309-008",812.415954589844
"H30310-04-01",2,,2437.248046875
"H30402-04-01",2,,2437.248046875
"H30403-04-01",2,,2437.248046875
"H30404-04-01",2,,2437.248046875
"H30405-04-01",1,"P30405-002",2437.248046875
"H30406-04-01",2,,2437.248046875
"H30407-04-01",2,,2437.248046875
"H30408-04-01",1,"P30408-003",1218.6240234375
"H30408-04-02",2,,1218.6240234375
"H30409-04-01",2,,2437.248046875
"H30411-04-01",1,"P30411-002",2437.248046875
"H30412-04-01",1,"P30412-001",2437.248046875
"H30502-04-01",1,"P30502-002",812.415954589844
"H30502-04-02",1,"P30502-004",812.415954589844
"H30502-04-03",2,,812.415954589844
"H30503-04-01",2,,2437.248046875
"H30504-04-01",1,"P30504-001",2437.248046875
"H30505-04-01",1,"P30505-001",2437.248046875
"H30507-04-01",1,"P30507-001",2437.248046875
"H30509-04-01",1,"P30509-001",2437.248046875
"H30510-04-01",1,"P30510-002",2437.248046875
"H30511-04-01",1,"P30511-004",812.415954589844
"H30511-04-02",2,,812.415954589844
"H30511-04-03",2,,812.415954589844
"H30602-04-01",1,"P30602-004",2437.24829101563
"H30603-04-01",2,,2437.24829101563
"H30604-04-01",2,,2437.24829101563
"H30605-04-02",2,,812.416076660156
"H30605-04-03",2,,812.416076660156
"H30607-04-01",1,"P30607-001",2437.24829101563
"H30608-04-01",1,"P30608-001",2437.24829101563
"H30610-04-01",1,"P30610-002",2437.24829101563
"H30701-04-01",2,,812.416076660156
"H30701-04-03",2,,812.416076660156
"H30701-04-04",1,"P30701-017",812.416076660156
"H30702-04-01",2,,812.416076660156
"H30702-04-02",2,,812.416076660156
"H30702-04-03",2,,812.416076660156
"H30703-04-01",2,,1218.62414550781
"H30703-04-02",2,,1218.62414550781
"H30704-04-01",2,,2437.24829101563
"H30706-04-01",1,"P30706-008",812.416076660156
"H30706-04-03",1,"P30706-015",812.416076660156
"H30706-04-04",2,,812.416076660156
"H30707-04-01",1,"P30707-002",2437.24829101563
"H30708-04-01",2,,2437.24829101563
"H30709-04-01",2,,2437.24829101563
"H30710-04-01",1,"P30710-001",2437.24829101563
"H30802-04-01",2,,2437.248046875
"H30803-04-01",2,,2437.248046875
"H30805-04-01",2,,1218.6240234375
"H30805-04-02",1,"P30805-006",1218.6240234375
"H30806-04-01",2,,1218.6240234375
"H30806-04-02",1,"P30806-008",1218.6240234375
"H30807-04-01",2,,2437.248046875
"H30809-04-01",2,,2437.248046875
"H30810-04-01",2,,2437.248046875
"H30811-04-01",1,"P30811-001",2437.248046875
"H30901-04-01",1,"P30901-002",1218.62414550781
"H30901-04-02",1,"P30901-008",1218.62414550781
"H30903-04-01",1,"P30903-001",2437.24829101563
"H30904-04-01",2,,2437.24829101563
"H30905-04-01",1,"P30905-002",1218.62414550781
"H30905-04-02",1,"P30905-003",1218.62414550781
"H30906-04-01",2,,1218.62414550781
"H30906-04-02",2,,1218.62414550781
"H30907-04-01",2,,2437.24829101563
"H30908-04-01",2,,2437.24829101563
"H30909-04-01",2,,2437.24829101563
"H30910-04-01",2,,1218.62414550781
"H30910-04-02",2,,1218.62414550781
"H30911-04-01",1,"P30911-001",2437.24829101563
"H31001-04-01",1,"P31001-001",2437.248046875
"H31003-04-01",2,,2437.248046875
"H31004-04-01",2,,1218.6240234375
"H31004-04-02",1,"P31004-004",1218.6240234375
"H31005-04-02",1,"P31005-002",2437.248046875
"H31006-04-01",1,"P31006-004",2437.248046875
"H31007-04-01",1,"P31007-002",2437.248046875
"H31008-04-01",2,,2437.248046875
"H31010-04-01",2,,2437.248046875
"H31101-04-01",1,"P31101-001",812.416076660156
"H31101-04-02",1,"P31101-006",812.416076660156
"H31101-04-03",1,"P31101-003",812.416076660156
"H31102-04-01",2,,2437.24829101563
"H31103-04-01",2,,2437.24829101563
"H31105-04-01",1,"P31105-001",2437.24829101563
"H31107-04-01",2,,2437.24829101563
"H31108-04-01",2,,2437.24829101563
"H31109-04-01",1,"P31109-001",812.416076660156
"H31109-04-02",2,,812.416076660156
"H31109-04-03",1,"P31109-008",812.416076660156
"H31110-04-01",2,,2437.24829101563
"H31701-04-01",2,,2437.24829101563
"H31702-04-01",1,"P31702-001",2437.24829101563
"H31703-04-01",2,,812.416076660156
"H31703-04-02",1,"P31703-014",812.416076660156
"H31703-04-03",2,,812.416076660156
"H31704-04-01",2,,2437.24829101563
"H31706-04-01",2,,1218.62414550781
"H31706-04-02",2,,1218.62414550781
"H31707-04-01",2,,2437.24829101563
"H31708-04-01",2,,2437.24829101563
"H31709-04-01",2,,2437.24829101563
"H31710-04-01",2,,2437.24829101563
"H31901-04-01",2,,3443.49438476563
"H31902-04-01",2,,3443.49438476563
"H31903-04-01",2,,3443.49438476563
"H31904-04-01",1,"P31904-001",3443.49438476563
"H31907-04-01",2,,3443.49438476563
"H31908-04-01",1,"P31908-001",3443.49438476563
"H31909-04-01",1,"P31909-001",3443.49438476563
"H31910-04-01",2,,3443.49438476563
"H32101-04-01",2,,3443.49438476563
"H32102-04-01",2,,3443.49438476563
"H32103-04-01",1,"P32103-001",3443.49438476563
"H32104-04-01",2,,1721.74719238281
"H32104-04-02",1,"P32104-001",1721.74719238281
"H32105-04-01",2,,3443.49438476563
"H32106-04-01",2,,688.698913574219
"H32106-04-02",2,,688.698913574219
"H32106-04-03",1,"P32106-008",688.698913574219
"H32106-04-04",2,,688.698913574219
"H32106-04-05",2,,688.698913574219
"H32108-04-01",1,"P32108-002",3443.49438476563
"H32109-04-01",2,,3443.49438476563
"H32201-04-01",1,"P32201-001",3443.49438476563
"H32202-04-01",2,,3443.49438476563
"H32203-04-01",2,,3443.49438476563
"H32204-04-01",2,,3443.49438476563
"H32205-04-01",2,,1721.74719238281
"H32205-04-02",2,,1721.74719238281
"H32206-04-01",2,,3443.49438476563
"H32207-04-01",2,,3443.49438476563
"H32209-04-01",2,,1721.74719238281
"H32209-04-02",2,,1721.74719238281
"H32401-04-01",2,,1513.22998046875
"H32402-04-01",1,"P32402-001",1513.22998046875
"H32403-04-01",1,"P32403-001",1513.22998046875
"H32404-04-01",1,"P32404-002",1513.22998046875
"H32405-04-01",1,"P32405-002",1513.22998046875
"H32406-04-01",2,,1513.22998046875
"H32407-04-01",2,,1513.22998046875
"H32408-04-01",2,,1513.22998046875
"H32409-04-01",2,,1513.22998046875
"H32410-04-01",2,,1513.22998046875
"H32501-04-01",1,"P32501-001",2466.08081054688
"H32502-04-01",2,,2466.08081054688
"H32503-04-01",2,,2466.08081054688
"H32504-04-01",2,,2466.08081054688
"H32505-04-01",1,"P32505-001",2466.08081054688
"H32506-04-01",1,"P32506-002",2466.08081054688
"H32507-04-01",2,,2466.08081054688
"H32508-04-01",2,,2466.08081054688
"H32509-04-01",2,,2466.08081054688
"H32510-04-01",1,"P32510-002",2466.08081054688
"H32601-04-01",1,"P32601-001",1889.33142089844
"H32602-04-01",1,"P32602-001",1889.33142089844
"H32603-04-01",2,,1889.33142089844
"H32604-04-01",2,,1889.33142089844
"H32605-04-01",1,"P32605-002",1889.33142089844
"H32606-04-01",1,"P32606-002",1889.33142089844
"H32607-04-01",1,"P32607-002",1889.33142089844
"H32608-04-01",2,,1889.33142089844
"H32609-04-01",1,"P32609-001",1889.33142089844
"H32610-04-01",2,,1889.33142089844
"H32701-04-01",1,"P32701-001",1890.42163085938
"H32702-04-01",1,"P32702-002",1890.42163085938
"H32703-04-01",1,"P32703-002",1890.42163085938
"H32704-04-01",1,"P32704-002",1890.42163085938
"H32705-04-01",1,"P32705-001",1890.42163085938
"H32707-04-01",1,"P32707-001",1890.42163085938
"H32708-04-01",1,"P32708-007",1890.42163085938
"H32709-04-01",1,"P32709-001",1890.42163085938
"H32710-04-01",2,,1890.42163085938
"H32801-04-01",1,"P32801-002",2437.23754882813
"H32802-04-01",1,"P32802-001",2437.23754882813
"H32803-04-01",2,,2437.23754882813
"H32804-04-01",2,,2437.23754882813
"H32805-04-01",2,,2437.23754882813
"H32806-04-01",1,"P32806-002",2437.23754882813
"H32807-04-01",1,"P32807-002",2437.23754882813
"H32810-04-01",2,,2437.23754882813
"H32901-04-01",1,"P32901-002",1860.48669433594
"H32902-04-01",1,"P32902-001",1860.48669433594
"H32903-04-01",1,"P32903-001",1860.48669433594
"H32904-04-01",1,"P32904-001",1860.48669433594
"H32905-04-01",2,,1860.48669433594
"H32906-04-01",1,"P32906-001",1860.48669433594
"H32907-04-01",1,"P32907-001",1860.48669433594
"H32908-04-01",1,"P32908-002",1860.48669433594
"H32909-04-01",1,"P32909-001",1860.48669433594
"H32910-04-01",2,,1860.48669433594
"H33001-04-01",1,"P33001-002",3345.22802734375
"H33002-04-01",1,"P33002-002",3345.22802734375
"H33003-04-01",1,"P33003-002",3345.22802734375
"H33004-04-01",1,"P33004-002",3345.22802734375
"H33005-04-01",1,"P33005-001",3345.22802734375
"H33008-04-01",2,,3345.22802734375
"H33101-04-01",1,"P33101-002",3421.5068359375
"H33102-04-01",2,,3421.5068359375
"H33103-04-01",1,"P33103-002",3421.5068359375
"H33104-04-01",1,"P33104-001",3421.5068359375
"H33105-04-01",1,"P33105-002",3421.5068359375
"H33106-04-01",1,"P33106-001",3421.5068359375
"H33107-04-01",1,"P33107-001",3421.5068359375
"H33108-04-01",1,"P33108-002",3421.5068359375
"H33109-04-01",1,"P33109-002",3421.5068359375
"H33110-04-01",1,"P33110-002",3421.5068359375
"H33201-04-01",1,"P33201-002",497.993225097656
"H33202-04-01",1,"P33202-002",497.993225097656
"H33203-04-01",1,"P33203-001",497.993225097656
"H33204-04-01",1,"P33204-001",497.993225097656
"H33205-04-01",1,"P33205-001",497.993225097656
"H33206-04-01",2,,497.993225097656
"H33208-04-01",1,"P33208-002",497.993225097656
"H33209-04-01",1,"P33209-001",497.993225097656
"H33210-04-01",1,"P33210-001",497.993225097656
"H33301-04-01",1,"P33301-002",1654.23364257813
"H33302-04-01",2,,1654.23364257813
"H33303-04-01",1,"P33303-001",1654.23364257813
"H33304-04-01",1,"P33304-001",1654.23364257813
"H33305-04-01",1,"P33305-001",1654.23364257813
"H33306-04-01",2,,1654.23364257813
"H33307-04-01",1,"P33307-001",1654.23364257813
"H33308-04-01",1,"P33308-001",1654.23364257813
"H33309-04-01",2,,1654.23364257813
"H33310-04-01",1,"P33310-002",1654.23364257813
"H33401-04-01",1,"P33401-002",1517.69372558594
"H33402-04-01",1,"P33402-001",1517.69372558594
"H33403-04-01",2,,1517.69372558594
"H33404-04-01",1,"P33404-002",1517.69372558594
"H33405-04-01",1,"P33405-001",1517.69372558594
"H33406-04-01",2,,1517.69372558594
"H33407-04-01",2,,1517.69372558594
"H33408-04-01",1,"P33408-001",1517.69372558594
"H33410-04-01",1,"P33410-001",1517.69372558594
"H33501-04-01",2,,2588.154296875
"H33502-04-01",1,"P33502-002",2588.154296875
"H33503-04-01",2,,2588.154296875
"H33504-04-01",2,,2588.154296875
"H33505-04-01",2,,2588.154296875
"H33506-04-01",1,"P33506-002",2588.154296875
"H33507-04-01",2,,2588.154296875
"H33508-04-01",2,,2588.154296875
"H33509-04-01",2,,2588.154296875
"H33510-04-01",2,,2588.154296875
"H33601-04-01",1,"P33601-002",2330.68798828125
"H33602-04-01",1,"P33602-001",2330.68798828125
"H33603-04-01",2,,2330.68798828125
"H33604-04-01",2,,2330.68798828125
"H33605-04-01",2,,2330.68798828125
"H33606-04-01",1,"P33606-002",2330.68798828125
"H33607-04-01",1,"P33607-001",2330.68798828125
"H33608-04-01",1,"P33608-001",2330.68798828125
"H33609-04-01",1,"P33609-001",2330.68798828125
"H33610-04-01",1,"P33610-002",2330.68798828125
"H33701-04-01",2,,2240.11083984375
"H33702-04-01",1,"P33702-001",2240.11083984375
"H33703-04-01",1,"P33703-001",2240.11083984375
"H33704-04-01",2,,2240.11083984375
"H33705-04-01",2,,2240.11083984375
"H33706-04-01",2,,2240.11083984375
"H33707-04-01",1,"P33707-001",2240.11083984375
"H33708-04-01",2,,2240.11083984375
"H33709-04-01",1,"P33709-001",2240.11083984375
"H33710-04-01",2,,2240.11083984375
"H33801-04-01",2,,4106.56884765625
"H33802-04-01",1,"P33802-002",4106.56884765625
"H33803-04-01",2,,4106.56884765625
"H33804-04-01",2,,4106.56884765625
"H33805-04-01",1,"P33805-002",4106.56884765625
"H33806-04-01",1,"P33806-001",4106.56884765625
"H33807-04-01",1,"P33807-002",4106.56884765625
"H33808-04-01",1,"P33808-001",4106.56884765625
"H33809-04-01",1,"P33809-001",4106.56884765625
"H33810-04-01",2,,4106.56884765625
"H33901-04-01",2,,4673.64306640625
"H33902-04-01",2,,4673.64306640625
"H33903-04-01",2,,4673.64306640625
"H33904-04-01",1,"P33904-001",4673.64306640625
"H33905-04-01",2,,4673.64306640625
"H33906-04-01",2,,4673.64306640625
"H33907-04-01",1,"P33907-001",4673.64306640625
"H33908-04-01",1,"P33908-002",4673.64306640625
"H33909-04-01",2,,4673.64306640625
"H33910-04-01",2,,4673.64306640625
"H34001-04-01",2,,2421.95361328125
"H34002-04-01",1,"P34002-001",2421.95361328125
"H34003-04-01",1,"P34003-002",2421.95361328125
"H34004-04-01",1,"P34004-001",2421.95361328125
"H34005-04-01",2,,2421.95361328125
"H34006-04-01",2,,2421.95361328125
"H34007-04-01",1,"P34007-001",2421.95361328125
"H34008-04-01",2,,2421.95361328125
"H34009-04-01",2,,2421.95361328125
"H34010-04-01",2,,2421.95361328125
"H34101-04-01",2,,3394.763671875
"H34102-04-01",2,,3394.763671875
"H34103-04-01",2,,3394.763671875
"H34104-04-01",2,,3394.763671875
"H34105-04-01",2,,3394.763671875
"H34106-04-01",1,"P34106-001",3394.763671875
"H34107-04-01",2,,3394.763671875
"H34108-04-01",2,,3394.763671875
"H34109-04-01",1,"P34109-001",3394.763671875
"H34110-04-01",2,,3394.763671875
"H34201-04-01",1,"P34201-001",2461.78002929688
"H34202-04-01",2,,2461.78002929688
"H34203-04-01",2,,2461.78002929688
"H34204-04-01",1,"P34204-001",2461.78002929688
"H34205-04-01",1,"P34205-001",2461.78002929688
"H34206-04-01",1,"P34206-001",2461.78002929688
"H34207-04-01",2,,2461.78002929688
"H34208-04-01",2,,2461.78002929688
"H34209-04-01",1,"P34209-002",2461.78002929688
"H34210-04-01",2,,2461.78002929688
"H34301-04-01",1,"P34301-001",4167.21923828125
"H34302-04-01",2,,4167.21923828125
"H34303-04-01",2,,4167.21923828125
"H34304-04-01",2,,4167.21923828125
"H34305-04-01",1,"P34305-001",4167.21923828125
"H34306-04-01",1,"P34306-001",4167.21923828125
"H34308-04-01",2,,4167.21923828125
"H34309-04-01",2,,4167.21923828125
"H34310-04-01",1,"P34310-001",4167.21923828125
"H34401-04-02",1,"P34401-001",6452.8603515625
"H34402-04-01",1,"P34402-002",6452.8603515625
"H34403-04-01",2,,6452.8603515625
"H34404-04-01",2,,6452.8603515625
"H34405-04-01",2,,6452.8603515625
"H34406-04-01",1,"P34406-002",6452.8603515625
"H34407-04-01",2,,6452.8603515625
"H34409-04-01",2,,6452.8603515625
"H34410-04-01",2,,6452.8603515625
"H34501-04-01",1,"P34501-001",1908.18579101563
"H34502-04-01",2,,1908.18579101563
"H34503-04-01",1,"P34503-002",1908.18579101563
"H34504-04-01",1,"P34504-001",1908.18579101563
"H34505-04-01",1,"P34505-001",1908.18579101563
"H34506-04-01",2,,1908.18579101563
"H34507-04-01",1,"P34507-002",1908.18579101563
"H34508-04-01",1,"P34508-001",1908.18579101563
"H34509-04-01",1,"P34509-002",1908.18579101563
"H34510-04-01",1,"P34510-001",1908.18579101563
"H34601-04-01",2,,4612.7412109375
"H34602-04-01",1,"P34602-001",4612.7412109375
"H34603-04-01",2,,4612.7412109375
"H34604-04-01",1,"P34604-001",4612.7412109375
"H34605-04-01",1,"P34605-001",4612.7412109375
"H34606-04-01",1,"P34606-002",4612.7412109375
"H34607-04-01",1,"P34607-002",4612.7412109375
"H34608-04-01",1,"P34608-001",4612.7412109375
"H34609-04-01",1,"P34609-004",4612.7412109375
"H34610-04-01",1,"P34610-001",4612.7412109375
"H34701-04-01",1,"P34701-001",2299.67822265625
"H34703-04-01",1,"P34703-002",2299.67822265625
"H34704-04-01",1,"P34704-001",2299.67822265625
"H34705-04-01",1,"P34705-002",2299.67822265625
"H34706-04-01",1,"P34706-002",2299.67822265625
"H34707-04-01",1,"P34707-021",2299.67822265625
"H34708-04-01",1,"P34708-001",2299.67822265625
"H34709-04-01",2,,2299.67822265625
"H34710-04-01",1,"P34710-002",2299.67822265625
"H34901-04-01",2,,2306.8203125
"H34902-04-01",2,,2306.8203125
"H34903-04-01",1,"P34903-002",2306.8203125
"H34904-04-01",1,"P34904-001",2306.8203125
"H34905-04-01",2,,2306.8203125
"H34906-04-01",1,"P34906-002",2306.8203125
"H34907-04-01",1,"P34907-001",2306.8203125
"H34908-04-01",2,,2306.8203125
"H34910-04-01",2,,2306.8203125
"H35001-04-01",2,,707.40234375
"H35002-04-01",1,"P35002-002",707.40234375
"H35003-04-01",2,,707.40234375
"H35004-04-01",1,"P35004-001",707.40234375
"H35005-04-01",1,"P35005-002",707.40234375
"H35006-04-01",2,,707.40234375
"H35007-04-01",1,"P35007-001",707.40234375
"H35008-04-01",1,"P35008-001",707.40234375
"H35009-04-01",1,"P35009-002",707.40234375
"H35010-04-01",2,,707.40234375
"H35101-04-01",2,,2409.94018554688
"H35102-04-01",1,"P35102-001",2409.94018554688
"H35103-04-01",1,"P35103-002",2409.94018554688
"H35104-04-01",2,,2409.94018554688
"H35105-04-02",2,,2409.94018554688
"H35106-04-01",1,"P35106-001",2409.94018554688
"H35107-04-01",2,,2409.94018554688
"H35108-04-01",1,"P35108-001",2409.94018554688
"H35109-04-01",1,"P35109-002",2409.94018554688
"H35110-04-01",1,"P35110-001",2409.94018554688
"H35201-04-01",1,"P35201-001",2257.27416992188
"H35202-04-01",1,"P35202-001",2257.27416992188
"H35203-04-01",1,"P35203-001",2257.27416992188
"H35204-04-01",2,,2257.27416992188
"H35205-04-01",1,"P35205-001",2257.27416992188
"H35206-04-01",1,"P35206-001",2257.27416992188
"H35207-04-01",2,,2257.27416992188
"H35208-04-01",1,"P35208-001",2257.27416992188
"H35210-04-01",2,,2257.27416992188
"H35301-04-01",1,"P35301-003",1059.9375
"H35302-04-01",1,"P35302-002",1059.9375
"H35303-04-01",2,,1059.9375
"H35304-04-01",1,"P35304-002",1059.9375
"H35305-04-01",1,"P35305-002",1059.9375
"H35306-04-01",1,"P35306-001",1059.9375
"H35307-04-01",1,"P35307-001",1059.9375
"H35308-04-01",1,"P35308-001",1059.9375
"H35309-04-01",1,"P35309-001",1059.9375
"H35310-04-01",1,"P35310-002",1059.9375
"H35401-04-01",1,"P35401-001",733.614135742188
"H35402-04-01",1,"P35402-001",733.614135742188
"H35403-04-01",1,"P35403-001",733.614135742188
"H35404-04-01",2,,733.614135742188
"H35405-04-01",2,,733.614135742188
"H35406-04-01",2,,733.614135742188
"H35407-04-01",2,,733.614135742188
"H35408-04-01",1,"P35408-001",733.614135742188
"H35409-04-01",1,"P35409-001",733.614135742188
"H35410-04-01",1,"P35410-001",733.614135742188
"H35501-04-01",2,,5974.580078125
"H35502-04-01",1,"P35502-001",5974.580078125
"H35503-04-01",2,,5974.580078125
"H35504-04-01",2,,5974.580078125
"H35505-04-01",1,"P35505-001",5974.580078125
"H35506-04-01",1,"P35506-002",5974.580078125
"H35507-04-01",2,,5974.580078125
"H35508-04-01",2,,5974.580078125
"H35509-04-02",1,"P35509-001",5974.580078125
"H35510-04-01",1,"P35510-002",5974.580078125
"H35601-04-01",1,"P35601-001",2553.11254882813
"H35602-04-01",1,"P35602-001",2553.11254882813
"H35603-04-01",1,"P35603-002",2553.11254882813
"H35604-04-01",2,,2553.11254882813
"H35605-04-01",2,,2553.11254882813
"H35606-04-01",2,,2553.11254882813
"H35607-04-01",2,,2553.11254882813
"H35608-04-01",2,,2553.11254882813
"H35609-04-01",2,,2553.11254882813
"H35610-04-01",2,,2553.11254882813
"H35701-04-01",2,,4125.23486328125
"H35702-04-01",2,,4125.23486328125
"H35703-04-01",1,"P35703-001",4125.23486328125
"H35704-04-01",2,,4125.23486328125
"H35705-04-01",2,,4125.23486328125
"H35706-04-01",1,"P35706-001",4125.23486328125
"H35707-04-01",1,"P35707-001",4125.23486328125
"H35708-04-01",1,"P35708-001",4125.23486328125
"H35709-04-01",1,"P35709-003",4125.23486328125
"H35710-04-01",1,"P35710-002",4125.23486328125
"H35801-04-01",2,,3136.74340820313
"H35802-04-01",1,"P35802-001",3136.74340820313
"H35803-04-01",1,"P35803-001",3136.74340820313
"H35804-04-01",2,,3136.74340820313
"H35805-04-01",1,"P35805-003",3136.74340820313
"H35806-04-01",2,,3136.74340820313
"H35807-04-01",2,,3136.74340820313
"H35808-04-01",2,,3136.74340820313
"H35809-04-01",2,,3136.74340820313
"H35810-04-01",1,"P35810-002",3136.74340820313
"H35901-04-01",1,"P35901-002",2865.50756835938
"H35902-04-01",1,"P35902-006",2865.50756835938
"H35903-04-01",2,,2865.50756835938
"H35904-04-01",2,,2865.50756835938
"H35905-04-01",1,"P35905-002",2865.50756835938
"H35906-04-01",2,,2865.50756835938
"H35907-04-01",2,,2865.50756835938
"H35908-04-01",2,,2865.50756835938
"H35909-04-01",2,,2865.50756835938
"H35910-04-01",1,"P35910-002",2865.50756835938
"H36001-04-01",2,,3345.0654296875
"H36002-04-01",2,,3345.0654296875
"H36003-04-01",2,,3345.0654296875
"H36004-04-01",2,,3345.0654296875
"H36005-04-01",2,,3345.0654296875
"H36006-04-01",1,"P36006-001",3345.0654296875
"H36007-04-01",2,,3345.0654296875
"H36008-04-01",2,,3345.0654296875
"H36009-04-01",2,,3345.0654296875
"H36010-04-01",2,,3345.0654296875
"H36101-04-01",1,"P36101-002",1788.31005859375
"H36102-04-01",1,"P36102-002",1788.31005859375
"H36103-04-01",1,"P36103-001",1788.31005859375
"H36104-04-01",1,"P36104-001",1788.31005859375
"H36105-04-01",2,,1788.31005859375
"H36106-04-01",2,,1788.31005859375
"H36107-04-01",2,,1788.31005859375
"H36108-04-01",1,"P36108-002",1788.31005859375
"H36109-04-01",2,,1788.31005859375
"H36110-04-01",2,,1788.31005859375
"H36201-04-01",1,"P36201-002",1136.32202148438
"H36202-04-01",1,"P36202-002",1136.32202148438
"H36203-04-01",1,"P36203-001",1136.32202148438
"H36204-04-01",2,,1136.32202148438
"H36205-04-01",1,"P36205-001",1136.32202148438
"H36206-04-01",2,,1136.32202148438
"H36207-04-01",2,,1136.32202148438
"H36208-04-01",2,,1136.32202148438
"H36209-04-01",2,,1136.32202148438
"H36210-04-01",2,,1136.32202148438
"H36301-04-01",2,,3302.39892578125
"H36302-04-01",1,"P36302-002",3302.39892578125
"H36303-04-01",2,,3302.39892578125
"H36304-04-01",2,,3302.39892578125
"H36305-04-01",2,,3302.39892578125
"H36306-04-01",1,"P36306-002",3302.39892578125
"H36307-04-01",2,,3302.39892578125
"H36308-04-01",1,"P36308-001",3302.39892578125
"H36309-04-01",2,,3302.39892578125
"H36310-04-01",1,"P36310-001",3302.39892578125
"H36401-04-01",2,,1878.69799804688
"H36402-04-01",2,,1878.69799804688
"H36403-04-01",2,,1878.69799804688
"H36404-04-01",2,,1878.69799804688
"H36405-04-01",2,,1878.69799804688
"H36406-04-01",2,,1878.69799804688
"H36407-04-01",2,,1878.69799804688
"H36408-04-01",2,,1878.69799804688
"H36409-04-01",2,,1878.69799804688
"H36410-04-01",1,"P36410-002",1878.69799804688
"H36501-04-01",2,,3002.18090820313
"H36502-04-01",1,"P36502-001",3002.18090820313
"H36503-04-01",2,,3002.18090820313
"H36504-04-01",1,"P36504-002",3002.18090820313
