"HHID","PID","T6FQ02a","T6FQ02b","wgt_X"
"H22306-04-01","P22306-001",1,12,2204.83032226563
"H22306-04-01","P22306-006",2,,2204.83032226563
"H22306-04-01","P22306-003",1,14,2204.83032226563
"H22306-04-01","P22306-005",2,,2204.83032226563
"H22307-04-01","P22307-002",2,,2204.83032226563
"H22307-04-01","P22307-007",2,,2204.83032226563
"H22307-04-01","P22307-001",2,,2204.83032226563
"H22307-04-01","P22307-003",1,2,2204.83032226563
"H22307-04-01","P22307-008",2,,2204.83032226563
"H22308-04-01","P22308-004",2,,2204.83032226563
"H22308-04-01","P22308-007",2,,2204.83032226563
"H22308-04-01","P22308-002",2,,2204.83032226563
"H22308-04-01","P22308-001",2,,2204.83032226563
"H22308-04-01","P22308-005",2,,2204.83032226563
"H22308-04-01","P22308-003",2,,2204.83032226563
"H22308-04-01","P22308-006",2,,2204.83032226563
"H22308-04-01","P22308-008",2,,2204.83032226563
"H22309-04-01","P22309-006",1,14,1102.41516113281
"H22309-04-01","P22309-007",1,14,1102.41516113281
"H22309-04-01","P22309-005",2,,1102.41516113281
"H22309-04-01","P22309-008",2,,1102.41516113281
"H22309-04-01","P22309-004",1,14,1102.41516113281
"H22309-04-01","P22309-001",1,14,1102.41516113281
"H22309-04-01","P22309-002",2,,1102.41516113281
"H22309-04-02","P22309-010",2,,1102.41516113281
"H22309-04-02","P22309-003",2,,1102.41516113281
"H22309-04-02","P22309-009",2,,1102.41516113281
"H22309-04-02","P22309-011",2,,1102.41516113281
"H22310-04-01","P22310-005",2,,2204.83032226563
"H22310-04-01","P22310-013",1,14,2204.83032226563
"H22310-04-01","P22310-006",2,,2204.83032226563
"H22310-04-01","P22310-007",1,14,2204.83032226563
"H22310-04-01","P22310-003",1,6,2204.83032226563
"H22310-04-01","P22310-008",2,,2204.83032226563
"H22310-04-01","P22310-004",1,10,2204.83032226563
"H22310-04-01","P22310-002",1,4,2204.83032226563
"H22310-04-01","P22310-014",2,,2204.83032226563
"H22310-04-01","P22310-001",1,14,2204.83032226563
"H22310-04-01","P22310-015",2,,2204.83032226563
"H22310-04-01","P22310-009",1,4,2204.83032226563
"H22310-04-01","P22310-011",1,4,2204.83032226563
"H22310-04-01","P22310-010",1,14,2204.83032226563
"H22401-04-01","P22401-010",2,,1102.41516113281
"H22401-04-01","P22401-014",2,,1102.41516113281
"H22401-04-01","P22401-004",2,,1102.41516113281
"H22401-04-01","P22401-001",2,,1102.41516113281
"H22401-04-01","P22401-002",2,,1102.41516113281
"H22401-04-01","P22401-008",2,,1102.41516113281
"H22401-04-01","P22401-006",2,,1102.41516113281
"H22401-04-01","P22401-007",2,,1102.41516113281
"H22401-04-01","P22401-009",2,,1102.41516113281
"H22401-04-01","P22401-005",2,,1102.41516113281
"H22401-04-01","P22401-011",2,,1102.41516113281
"H22401-04-02","P22401-015",2,,1102.41516113281
"H22401-04-02","P22401-003",1,14,1102.41516113281
"H22401-04-02","P22401-013",2,,1102.41516113281
"H22401-04-02","P22401-012",2,,1102.41516113281
"H22404-04-01","P22404-004",1,14,2204.83032226563
"H22404-04-01","P22404-009",1,14,2204.83032226563
"H22404-04-01","P22404-002",2,,2204.83032226563
"H22406-04-01","P22406-004",2,,2204.83032226563
"H22406-04-01","P22406-008",1,14,2204.83032226563
"H22406-04-01","P22406-003",2,,2204.83032226563
"H22406-04-01","P22406-007",2,,2204.83032226563
"H22406-04-01","P22406-001",2,,2204.83032226563
"H22407-04-01","P22407-010",1,14,734.943359375
"H22407-04-01","P22407-009",1,14,734.943359375
"H22407-04-01","P22407-007",1,14,734.943359375
"H22407-04-01","P22407-008",1,14,734.943359375
"H22407-04-01","P22407-003",2,,734.943359375
"H22407-04-01","P22407-006",1,14,734.943359375
"H22407-04-02","P22407-011",2,,734.943359375
"H22407-04-02","P22407-013",2,,734.943359375
"H22407-04-02","P22407-012",2,,734.943359375
"H22407-04-02","P22407-004",2,,734.943359375
"H22407-04-03","P22407-015",2,,734.943359375
"H22407-04-03","P22407-002",1,6,734.943359375
"H22407-04-03","P22407-014",2,,734.943359375
"H22408-04-01","P22408-001",2,,2204.83032226563
"H22408-04-01","P22408-006",2,,2204.83032226563
"H22408-04-01","P22408-005",2,,2204.83032226563
"H22408-04-01","P22408-004",2,,2204.83032226563
"H22408-04-01","P22408-002",2,,2204.83032226563
"H22408-04-01","P22408-003",1,10,2204.83032226563
"H22408-04-01","P22408-008",1,10,2204.83032226563
"H22409-04-01","P22409-008",1,2,2204.83032226563
"H22409-04-01","P22409-002",1,3,2204.83032226563
"H22409-04-01","P22409-007",2,,2204.83032226563
"H22409-04-01","P22409-003",1,14,2204.83032226563
"H22409-04-01","P22409-006",1,3,2204.83032226563
"H22409-04-01","P22409-004",2,,2204.83032226563
"H22409-04-01","P22409-001",1,7,2204.83032226563
"H22409-04-01","P22409-009",1,1,2204.83032226563
"H22409-04-01","P22409-005",2,,2204.83032226563
"H22410-04-01","P22410-002",2,,2204.83032226563
"H22410-04-01","P22410-001",2,,2204.83032226563
"H22501-04-01","P22501-004",2,,2204.83032226563
"H22501-04-01","P22501-003",2,,2204.83032226563
"H22501-04-01","P22501-005",2,,2204.83032226563
"H22501-04-01","P22501-002",2,,2204.83032226563
"H22501-04-01","P22501-001",2,,2204.83032226563
"H22502-04-01","P22502-005",2,,1102.41516113281
"H22502-04-01","P22502-004",2,,1102.41516113281
"H22502-04-01","P22502-001",1,4,1102.41516113281
"H22502-04-01","P22502-007",2,,1102.41516113281
"H22502-04-01","P22502-006",2,,1102.41516113281
"H22502-04-01","P22502-003",2,,1102.41516113281
"H22502-04-01","P22502-008",2,,1102.41516113281
"H22502-04-01","P22502-002",1,14,1102.41516113281
"H22502-04-02","P22502-011",2,,1102.41516113281
"H22502-04-02","P22502-002",2,,1102.41516113281
"H22502-04-02","P22502-012",2,,1102.41516113281
"H22502-04-02","P22502-010",2,,1102.41516113281
"H22502-04-02","P22502-009",2,,1102.41516113281
"H22503-04-01","P22503-016",2,,1102.41516113281
"H22503-04-01","P22503-008",2,,1102.41516113281
"H22503-04-01","P22503-009",2,,1102.41516113281
"H22503-04-01","P22503-012",2,,1102.41516113281
"H22503-04-01","P22503-006",2,,1102.41516113281
"H22503-04-01","P22503-011",2,,1102.41516113281
"H22503-04-01","P22503-010",2,,1102.41516113281
"H22503-04-01","P22503-005",2,,1102.41516113281
"H22503-04-01","P22503-015",2,,1102.41516113281
"H22503-04-02","P22503-017",,,1102.41516113281
"H22503-04-02","P22503-013",2,,1102.41516113281
"H22503-04-02","P22503-014",2,,1102.41516113281
"H22503-04-02","P22503-001",1,7,1102.41516113281
"H22503-04-02","P22503-003",1,7,1102.41516113281
"H22503-04-02","P22503-002",1,2,1102.41516113281
"H22504-04-01","P22504-004",2,,2204.83032226563
"H22504-04-01","P22504-003",2,,2204.83032226563
"H22504-04-01","P22504-005",2,,2204.83032226563
"H22504-04-01","P22504-008",2,,2204.83032226563
"H22504-04-01","P22504-002",1,12,2204.83032226563
"H22504-04-01","P22504-007",2,,2204.83032226563
"H22504-04-01","P22504-006",2,,2204.83032226563
"H22504-04-01","P22504-001",2,,2204.83032226563
"H22505-04-01","P22505-008",2,,2204.83032226563
"H22505-04-01","P22505-003",2,,2204.83032226563
"H22505-04-01","P22505-007",2,,2204.83032226563
"H22505-04-01","P22505-001",2,,2204.83032226563
"H22505-04-01","P22505-004",2,,2204.83032226563
"H22505-04-01","P22505-002",2,,2204.83032226563
"H22506-04-01","P22506-006",2,,2204.83032226563
"H22506-04-01","P22506-008",2,,2204.83032226563
"H22506-04-01","P22506-003",2,,2204.83032226563
"H22506-04-01","P22506-007",2,,2204.83032226563
"H22506-04-01","P22506-001",1,3,2204.83032226563
"H22506-04-01","P22506-005",2,,2204.83032226563
"H22506-04-01","P22506-002",2,,2204.83032226563
"H22506-04-01","P22506-004",2,,2204.83032226563
"H22507-04-01","P22507-007",2,,2204.83032226563
"H22507-04-01","P22507-004",2,,2204.83032226563
"H22507-04-01","P22507-003",2,,2204.83032226563
"H22507-04-01","P22507-005",2,,2204.83032226563
"H22507-04-01","P22507-001",2,,2204.83032226563
"H22507-04-01","P22507-002",2,,2204.83032226563
"H22507-04-01","P22507-006",2,,2204.83032226563
"H22509-04-01","P22509-005",2,,2204.83032226563
"H22509-04-01","P22509-004",2,,2204.83032226563
"H22509-04-01","P22509-008",2,,2204.83032226563
"H22509-04-01","P22509-006",2,,2204.83032226563
"H22509-04-01","P22509-009",2,,2204.83032226563
"H22509-04-01","P22509-003",2,,2204.83032226563
"H22509-04-01","P22509-001",2,,2204.83032226563
"H22509-04-01","P22509-002",2,,2204.83032226563
"H22510-04-01","P22510-009",2,,2204.83032226563
"H22510-04-01","P22510-006",2,,2204.83032226563
"H22510-04-01","P22510-012",2,,2204.83032226563
"H22510-04-01","P22510-011",2,,2204.83032226563
"H22510-04-01","P22510-004",1,2,2204.83032226563
"H22510-04-01","P22510-008",2,,2204.83032226563
"H22510-04-01","P22510-001",2,,2204.83032226563
"H22510-04-01","P22510-005",2,,2204.83032226563
"H22510-04-01","P22510-013",2,,2204.83032226563
"H22510-04-01","P22510-003",2,,2204.83032226563
"H22510-04-01","P22510-007",2,,2204.83032226563
"H22510-04-01","P22510-010",2,,2204.83032226563
"H22510-04-01","P22510-002",2,,2204.83032226563
"H22802-04-01","P22802-003",2,,2204.83032226563
"H22802-04-01","P22802-004",2,,2204.83032226563
"H22802-04-01","P22802-005",2,,2204.83032226563
"H22802-04-01","P22802-001",2,,2204.83032226563
"H22802-04-01","P22802-007",2,,2204.83032226563
"H22802-04-01","P22802-002",2,,2204.83032226563
"H22802-04-01","P22802-008",,,2204.83032226563
"H22803-04-01","P22803-001",2,,2204.83032226563
"H22803-04-01","P22803-005",2,,2204.83032226563
"H22803-04-01","P22803-004",2,,2204.83032226563
"H22803-04-01","P22803-007",1,7,2204.83032226563
"H22803-04-01","P22803-006",2,,2204.83032226563
"H22805-04-01","P22805-002",1,2,2204.83032226563
"H22805-04-01","P22805-005",2,,2204.83032226563
"H22805-04-01","P22805-001",2,,2204.83032226563
"H22805-04-01","P22805-004",2,,2204.83032226563
"H22806-04-01","P22806-017",1,14,2204.83032226563
"H22806-04-01","P22806-009",2,,2204.83032226563
"H22806-04-01","P22806-006",2,,2204.83032226563
"H22806-04-01","P22806-010",2,,2204.83032226563
"H22806-04-01","P22806-012",2,,2204.83032226563
"H22806-04-01","P22806-003",1,14,2204.83032226563
"H22806-04-01","P22806-001",2,,2204.83032226563
"H22806-04-01","P22806-011",2,,2204.83032226563
"H22807-04-01","P22807-002",1,14,2204.83032226563
"H22807-04-01","P22807-006",1,14,2204.83032226563
"H22807-04-01","P22807-004",1,14,2204.83032226563
"H22807-04-01","P22807-001",2,,2204.83032226563
"H23101-04-01","P23101-005",1,14,2204.83032226563
"H23101-04-01","P23101-001",2,,2204.83032226563
"H23101-04-01","P23101-006",1,14,2204.83032226563
"H23101-04-01","P23101-003",1,14,2204.83032226563
"H23101-04-01","P23101-002",2,,2204.83032226563
"H23101-04-01","P23101-004",1,14,2204.83032226563
"H23102-04-01","P23102-006",2,,2204.83032226563
"H23102-04-01","P23102-001",1,5,2204.83032226563
"H23102-04-01","P23102-004",2,,2204.83032226563
"H23102-04-01","P23102-008",2,,2204.83032226563
"H23102-04-01","P23102-005",2,,2204.83032226563
"H23102-04-01","P23102-003",2,,2204.83032226563
"H23102-04-01","P23102-002",1,6,2204.83032226563
"H23102-04-01","P23102-009",,,2204.83032226563
"H23102-04-01","P23102-007",2,,2204.83032226563
"H23103-04-01","P23103-004",2,,1102.41516113281
"H23103-04-01","P23103-005",2,,1102.41516113281
"H23103-04-01","P23103-007",2,,1102.41516113281
"H23103-04-01","P23103-006",2,,1102.41516113281
"H23103-04-01","P23103-001",2,,1102.41516113281
"H23103-04-01","P23103-002",2,,1102.41516113281
"H23103-04-02","P23103-008",2,,1102.41516113281
"H23103-04-02","P23103-003",2,,1102.41516113281
"H23103-04-02","P23103-009",,,1102.41516113281
"H23104-04-01","P23104-007",2,,1102.41516113281
"H23104-04-01","P23104-003",2,,1102.41516113281
"H23104-04-01","P23104-006",2,,1102.41516113281
"H23104-04-01","P23104-001",2,,1102.41516113281
"H23104-04-01","P23104-008",2,,1102.41516113281
"H23104-04-01","P23104-005",2,,1102.41516113281
"H23104-04-02","P23104-010",,,1102.41516113281
"H23104-04-02","P23104-004",2,,1102.41516113281
"H23104-04-02","P23104-009",2,,1102.41516113281
"H23105-04-01","P23105-004",2,,2204.83032226563
"H23105-04-01","P23105-011",2,,2204.83032226563
"H23105-04-01","P23105-001",2,,2204.83032226563
"H23105-04-01","P23105-008",2,,2204.83032226563
"H23105-04-01","P23105-003",1,14,2204.83032226563
"H23105-04-01","P23105-010",2,,2204.83032226563
"H23105-04-01","P23105-007",2,,2204.83032226563
"H23105-04-01","P23105-012",2,,2204.83032226563
"H23105-04-01","P23105-006",2,,2204.83032226563
"H23106-04-01","P23106-004",1,14,2204.83032226563
"H23106-04-01","P23106-001",2,,2204.83032226563
"H23106-04-01","P23106-002",2,,2204.83032226563
"H23107-04-01","P23107-001",2,,2204.83032226563
"H23107-04-01","P23107-007",2,,2204.83032226563
"H23107-04-01","P23107-004",1,3,2204.83032226563
"H23107-04-01","P23107-002",1,3,2204.83032226563
"H23107-04-01","P23107-008",1,4,2204.83032226563
"H23108-04-01","P23108-007",2,,2204.83032226563
"H23108-04-01","P23108-008",2,,2204.83032226563
"H23108-04-01","P23108-002",2,,2204.83032226563
"H23108-04-01","P23108-001",2,,2204.83032226563
"H23108-04-01","P23108-006",2,,2204.83032226563
"H23108-04-01","P23108-009",2,,2204.83032226563
"H23108-04-01","P23108-005",2,,2204.83032226563
"H23108-04-01","P23108-004",1,14,2204.83032226563
"H23109-04-01","P23109-002",2,,734.943359375
"H23109-04-01","P23109-001",1,8,734.943359375
"H23109-04-01","P23109-006",2,,734.943359375
"H23109-04-01","P23109-015",2,,734.943359375
"H23109-04-01","P23109-014",2,,734.943359375
"H23109-04-01","P23109-010",2,,734.943359375
"H23109-04-01","P23109-004",1,14,734.943359375
"H23109-04-01","P23109-005",2,,734.943359375
"H23109-04-01","P23109-011",2,,734.943359375
"H23109-04-01","P23109-009",2,,734.943359375
"H23109-04-01","P23109-007",2,,734.943359375
"H23109-04-01","P23109-019",1,14,734.943359375
"H23109-04-01","P23109-008",2,,734.943359375
"H23109-04-02","P23109-003",2,,734.943359375
"H23109-04-03","P23109-017",2,,734.943359375
"H23109-04-03","P23109-018",2,,734.943359375
"H23109-04-03","P23109-020",2,,734.943359375
"H23110-04-01","P23110-007",2,,2204.83032226563
"H23110-04-01","P23110-003",2,,2204.83032226563
"H23110-04-01","P23110-004",2,,2204.83032226563
"H23110-04-01","P23110-001",1,7,2204.83032226563
"H23110-04-01","P23110-005",2,,2204.83032226563
"H23110-04-01","P23110-002",2,,2204.83032226563
"H23301-04-01","P23301-002",1,14,1887.58166503906
"H23301-04-01","P23301-006",1,14,1887.58166503906
"H23301-04-01","P23301-003",1,14,1887.58166503906
"H23301-04-01","P23301-007",1,14,1887.58166503906
"H23301-04-01","P23301-004",1,14,1887.58166503906
"H23301-04-01","P23301-001",2,,1887.58166503906
"H23301-04-01","P23301-005",1,14,1887.58166503906
"H23302-04-01","P23302-002",2,,1887.58166503906
"H23302-04-01","P23302-009",2,,1887.58166503906
"H23302-04-01","P23302-005",2,,1887.58166503906
"H23302-04-01","P23302-003",1,12,1887.58166503906
"H23302-04-01","P23302-008",2,,1887.58166503906
"H23302-04-01","P23302-010",2,,1887.58166503906
"H23302-04-01","P23302-007",2,,1887.58166503906
"H23302-04-01","P23302-001",2,,1887.58166503906
"H23302-04-01","P23302-004",2,,1887.58166503906
"H23302-04-01","P23302-006",2,,1887.58166503906
"H23303-04-01","P23303-003",2,,1887.58166503906
"H23303-04-01","P23303-014",2,,1887.58166503906
"H23303-04-01","P23303-004",2,,1887.58166503906
"H23303-04-01","P23303-009",2,,1887.58166503906
"H23303-04-01","P23303-013",2,,1887.58166503906
"H23303-04-01","P23303-006",2,,1887.58166503906
"H23303-04-01","P23303-008",2,,1887.58166503906
"H23303-04-01","P23303-010",2,,1887.58166503906
"H23303-04-01","P23303-011",2,,1887.58166503906
"H23303-04-01","P23303-012",2,,1887.58166503906
"H23303-04-01","P23303-001",2,,1887.58166503906
"H23303-04-01","P23303-002",2,,1887.58166503906
"H23303-04-01","P23303-005",1,14,1887.58166503906
"H23304-04-01","P23304-008",2,,1887.58166503906
"H23304-04-01","P23304-002",2,,1887.58166503906
"H23304-04-01","P23304-001",2,,1887.58166503906
"H23304-04-01","P23304-003",2,,1887.58166503906
"H23304-04-01","P23304-006",2,,1887.58166503906
"H23304-04-01","P23304-004",2,,1887.58166503906
"H23304-04-01","P23304-005",2,,1887.58166503906
"H23304-04-01","P23304-007",2,,1887.58166503906
"H23306-04-01","P23306-003",2,,1887.58166503906
"H23306-04-01","P23306-002",2,,1887.58166503906
"H23306-04-01","P23306-001",2,,1887.58166503906
"H23307-04-01","P23307-006",2,,1887.58166503906
"H23307-04-01","P23307-005",2,,1887.58166503906
"H23307-04-01","P23307-010",2,,1887.58166503906
"H23307-04-01","P23307-003",2,,1887.58166503906
"H23307-04-01","P23307-013",2,,1887.58166503906
"H23308-04-01","P23308-006",2,,1887.58166503906
"H23308-04-01","P23308-003",1,5,1887.58166503906
"H23308-04-01","P23308-008",2,,1887.58166503906
"H23308-04-01","P23308-004",2,,1887.58166503906
"H23308-04-01","P23308-001",2,,1887.58166503906
"H23308-04-01","P23308-007",2,,1887.58166503906
"H23308-04-01","P23308-005",2,,1887.58166503906
"H23308-04-01","P23308-002",2,,1887.58166503906
"H23310-04-01","P23310-006",2,,1887.58166503906
"H23310-04-01","P23310-003",2,,1887.58166503906
"H23310-04-01","P23310-002",2,,1887.58166503906
"H23310-04-01","P23310-001",2,,1887.58166503906
"H23310-04-01","P23310-005",2,,1887.58166503906
"H23310-04-01","P23310-004",2,,1887.58166503906
"H23310-04-01","P23310-007",2,,1887.58166503906
"H23312-04-01","P23312-008",1,14,1887.58166503906
"H23312-04-01","P23312-009",2,,1887.58166503906
"H23312-04-01","P23312-003",1,14,1887.58166503906
"H23312-04-01","P23312-005",2,,1887.58166503906
"H23312-04-01","P23312-001",2,,1887.58166503906
"H23312-04-01","P23312-007",2,,1887.58166503906
"H23312-04-01","P23312-002",2,,1887.58166503906
"H23312-04-01","P23312-004",2,,1887.58166503906
"H23312-04-01","P23312-006",1,14,1887.58166503906
"H23401-04-01","P23401-006",1,7,1887.58166503906
"H23401-04-01","P23401-001",1,7,1887.58166503906
"H23401-04-01","P23401-004",1,7,1887.58166503906
"H23401-04-01","P23401-003",2,,1887.58166503906
"H23401-04-01","P23401-002",2,,1887.58166503906
"H23401-04-01","P23401-009",1,14,1887.58166503906
"H23401-04-01","P23401-005",1,14,1887.58166503906
"H23402-04-01","P23402-004",2,,1887.58166503906
"H23402-04-01","P23402-011",2,,1887.58166503906
"H23402-04-01","P23402-006",2,,1887.58166503906
"H23402-04-01","P23402-010",2,,1887.58166503906
"H23402-04-01","P23402-002",2,,1887.58166503906
"H23402-04-01","P23402-009",2,,1887.58166503906
"H23402-04-01","P23402-001",2,,1887.58166503906
"H23402-04-01","P23402-007",2,,1887.58166503906
"H23402-04-01","P23402-008",2,,1887.58166503906
"H23402-04-01","P23402-005",2,,1887.58166503906
"H23402-04-01","P23402-003",2,,1887.58166503906
"H23404-04-01","P23404-010",2,,943.790832519531
"H23404-04-01","P23404-003",2,,943.790832519531
