"HHID","HHID_old","rotate","result_code","h1aq1a","h1aq3a","h1aq3b","h1aq4a","h1aq4b","region","regurb","sregion","urban","ea","wgt_X","wgt","year","month","day","DynID"
"H24806-04-01",3133000106,1,1,313,313104,"Kei",31310401,"Akaya",3,30,8,0,248,2464.5224609375,3785.27124023438,2014,6,"24",24806
"H24808-04-01",3133000108,1,1,313,313104,"Kei",31310401,"Akaya",3,30,8,0,248,2464.5224609375,3408.0068359375,2014,6,"24",24808
"H24809-04-01",3133000109,1,1,313,313104,"Kei",31310401,"Akaya",3,30,8,0,248,2464.5224609375,799.855346679688,2014,6,"24",24809
"H24811-04-01",3133000111,1,1,313,313104,"Kei",31310401,"Akaya",3,30,8,0,248,2464.5224609375,2908.38110351563,2014,6,"24",24811
"H25001-04-01",3133000301,1,1,313,313102,"Ariwa",31310205,"Rigbonga",3,30,8,0,250,2464.5224609375,1789.84448242188,2014,1,"18",25001
"H25002-04-01",3133000302,1,1,313,313102,"Ariwa",31310205,"Rigbonga",3,30,8,0,250,2464.5224609375,2982.6318359375,2014,7,"28",25002
"H25003-04-01",3133000303,1,1,313,313108,"Kuru",31310806,"Omba",3,30,8,0,250,2464.5224609375,0,2014,7,"28",25003
"H25004-04-01",3133000304,1,1,313,313102,"Ariwa",31310205,"Rigbonga",3,30,8,0,250,2464.5224609375,1361.54553222656,2014,1,"18",25004
"H25005-04-01",3133000305,1,1,313,313102,"Ariwa",31310205,"Rigbonga",3,30,8,0,250,2464.5224609375,2851.63916015625,2014,1,"18",25005
"H25006-04-01",3133000306,1,1,313,313102,"Ariwa",31310205,"Rigbonga",3,30,8,0,250,2464.5224609375,13508.423828125,2014,1,"18",25006
"H25008-04-01",3133000308,1,1,313,313102,"Ariwa",31310205,"Rigbonga",3,30,8,0,250,2464.5224609375,1864.14489746094,2014,1,"18",25008
"H25009-04-01",3133000309,1,1,313,313102,"Ariwa",31310205,"Rigbonga",3,30,8,0,250,2464.5224609375,2042.318359375,2014,7,"28",25009
"H25011-04-01",3133000311,1,1,313,313102,"Ariwa",31310205,"Rigbonga",3,30,8,0,250,2464.5224609375,907.697082519531,2014,7,"28",25011
"H25201-04-01",4013000501,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,1721.74719238281,7360.888671875,2013,10,"22",25201
"H25201-04-02",,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,1721.74719238281,3271.50610351563,2013,10,"22",25201
"H25202-04-01",4013000502,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,3443.49438476563,8579.9853515625,2014,4,"14",25202
"H25203-04-01",4013000503,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,3443.49438476563,0,2013,10,"22",25203
"H25204-04-01",4013000504,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,1721.74719238281,0,2014,4,"14",25204
"H25204-04-02",401300050402,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,1721.74719238281,0,2014,4,"14",25204
"H25207-04-01",4013000507,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,41,9,1,252,3443.49438476563,0,2014,4,"14",25207
"H25208-04-01",4013000508,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,3443.49438476563,0,2014,4,"14",25208
"H25209-04-01",4013000509,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,3443.49438476563,0,2014,4,"14",25209
"H25210-04-01",4013000510,1,1,424,424105,"Karugutu",42410502,"Kyabandara",4,40,9,0,252,3443.49438476563,3680.4443359375,2013,10,"22",25210
"H25401-04-01",4023000701,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,2437.248046875,872.087646484375,2014,1,"18",25401
"H25402-04-01",4023000702,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,1218.6240234375,5574.06884765625,2014,1,"18",25402
"H25402-04-02",402300070201,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,1218.6240234375,0,2014,1,"18",25402
"H25403-04-01",4023000703,1,1,420,420107,"Nyakishana",42010701,"Kabegaramire",4,40,10,0,254,1218.6240234375,1055.55004882813,2014,7,"25",25403
"H25403-04-02",,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,1218.6240234375,2111.10009765625,2014,1,"18",25403
"H25404-04-01",4023000704,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,2437.248046875,1318.94873046875,2014,1,"18",25404
"H25406-04-01",4023000706,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,2437.248046875,1486.41821289063,2014,1,"18",25406
"H25407-04-01",4023000707,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,2437.248046875,4222.2001953125,2014,7,"25",25407
"H25408-04-01",2402300070804,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,1218.6240234375,234.566665649414,2014,7,"25",25408
"H25408-04-02",4023000708,1,1,410,410109,"Rwanyamahembe",41010905,"Rutoma",4,41,10,1,254,1218.6240234375,,2014,8,"02",25408
"H25409-04-01",4023000709,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,812.415954589844,3270.32861328125,2014,7,"25",25409
"H25409-04-02",,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,812.415954589844,1308.13146972656,2014,7,"25",25409
"H25409-04-03",,1,1,420,420107,"Nyakishana",42010705,"Rushayo",4,40,10,0,254,812.415954589844,1308.13146972656,2014,7,"27",25409
"H25410-04-01",4023000710,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,40,10,0,254,1218.6240234375,4396.49609375,2014,7,"25",25410
"H25410-04-02",,1,1,420,420108,"Rwengwe",42010803,"Kibimba",4,41,10,1,254,1218.6240234375,0,2014,7,"25",25410
"H25601-04-01",4023001601,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,2437.24829101563,7160.7900390625,2014,2,"15",25601
"H25602-04-01",4023001602,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,2437.24829101563,8054.931640625,2014,2,"17",25602
"H25603-04-01",4023001603,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,2437.24829101563,5369.9541015625,2014,2,"15",25603
"H25605-04-01",4023001605,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,2437.24829101563,7428.15869140625,2014,2,"17",25605
"H25606-04-01",4023001606,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,2437.24829101563,1180.73522949219,2014,2,"15",25606
"H25607-04-01",4023001607,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,2437.24829101563,2929.06591796875,2014,8,"09",25607
"H25608-04-01",4023001608,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,2437.24829101563,4729.58203125,2014,8,"07",25608
"H25609-04-01",2402300160905,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,348.178344726563,7249.43701171875,2014,8,"07",25609
"H25609-04-02",2402300160906,1,1,423,423106,"Katenga",42310601,"Bitooma",4,40,10,0,256,348.178344726563,0,2014,8,"07",25609
"H25609-04-04",402300160903,1,1,423,423105,"Kashenshero Town Council",42310501,"Central Ward",4,41,10,1,256,348.178344726563,0,2014,8,"09",25609
"H25609-04-05",402300160905,1,1,402,402208,"Nyabubare",40220801,"Kahungye",4,40,10,0,256,348.178344726563,,2014,8,"07",25609
"H25609-04-06",,1,1,402,402102,"Ishaka Division",40210204,"Ward Iv",4,41,10,1,256,348.178344726563,,2014,8,"07",25609
"H25609-04-07",,1,1,402,402208,"Nyabubare",40220801,"Kahungye",4,40,10,0,256,348.178344726563,,2014,10,"16",25609
"H25610-04-01",4023001610,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,812.416076660156,5569.50341796875,2014,8,"07",25610
"H25610-04-02",402300161006,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,812.416076660156,0,2014,8,"07",25610
"H25610-04-03",,1,1,402,402208,"Nyabubare",40220805,"Nyabubare",4,40,10,0,256,812.416076660156,0,2014,8,"07",25610
"H25701-04-01",4023002001,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,41,10,1,257,2437.248046875,5585.50732421875,2013,11,"22",25701
"H25702-04-01",4023002002,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,40,10,0,257,1218.6240234375,4076.8515625,2013,11,"22",25702
"H25702-04-02",,1,1,410,410203,"Nyamitanga",41020302,"Ruti",4,41,10,1,257,1218.6240234375,4756.3271484375,2014,10,"22",25702
"H25703-04-02",,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,40,10,0,257,1218.6240234375,1644.35803222656,2013,11,"22",25703
"H25703-04-03",,1,1,410,410102,"Bubaare",41010204,"Mugarutsya",4,40,10,0,257,1218.6240234375,0,2014,10,"15",25703
"H25704-04-01",4023002004,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,40,10,0,257,2437.248046875,8518.904296875,2013,11,"22",25704
"H25705-04-01",4023002005,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,41,10,1,257,1218.6240234375,4262.8076171875,2013,11,"22",25705
"H25705-04-02",,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,41,10,1,257,1218.6240234375,1776.169921875,2013,11,"22",25705
"H25706-04-01",4023002006,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,41,10,1,257,609.31201171875,3170.88452148438,2014,5,"28",25706
"H25706-04-02",402300200604,1,1,402,402202,"Bumbaire",40220202,"Kibaare",4,40,10,0,257,609.31201171875,0,2014,5,"29",25706
"H25706-04-03",,1,1,106,106103,"Kiringente",10610305,"Sekiwunga",1,10,2,0,257,609.31201171875,0,2014,6,"10",25706
"H25706-04-04",,1,1,102,102104,"Makindye Division",10210414,"Makindye I",1,11,1,1,257,609.31201171875,0,2014,6,"11",25706
"H25707-04-01",4023002007,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,41,10,1,257,2437.248046875,7612.15673828125,2014,5,"28",25707
"H25708-04-01",4023002008,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,41,10,1,257,2437.248046875,4780.85498046875,2014,5,"28",25708
"H25709-04-01",4023002009,1,1,402,402207,"Kyeizooba",40220705,"Kitwe",4,40,10,0,257,2437.248046875,2947.76293945313,2014,5,"28",25709
"H25901-04-01",4023003001,1,1,413,413204,"Mahyoro",41320401,"Bukurungo",4,40,9,0,259,2437.24829101563,0,2014,6,"03",25901
"H25902-04-01",4023003002,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,2437.24829101563,,2014,2,"13",25902
"H25903-04-01",4023003003,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,487.449645996094,,2014,2,"13",25903
"H25903-04-02",402300300305,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,487.449645996094,0,2014,2,"14",25903
"H25903-04-03",402300300306,1,1,426,426101,"Bugongi",42610103,"Nyakashonga",4,40,10,0,259,487.449645996094,,2014,2,"14",25903
"H25903-04-04",402300300309,1,1,411,411301,"Itojo",41130103,"Nyongozi",4,40,10,0,259,487.449645996094,,2014,2,"21",25903
"H25903-04-05",,1,1,113,113307,"Nansana Town Council",11330704,"Nabweru South Ward",1,11,2,1,259,487.449645996094,,2014,2,"26",25903
"H25904-04-01",4023003004,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,2437.24829101563,,2014,2,"13",25904
"H25905-04-01",4023003005,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,2437.24829101563,,2014,2,"13",25905
"H25906-04-01",4023003006,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,1218.62414550781,,2014,8,"10",25906
"H25906-04-02",,1,1,426,426109,"Kyangyenyi",42610901,"Kitojo",4,40,10,0,259,1218.62414550781,,2014,8,"11",25906
"H25907-04-01",4023003007,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,2437.24829101563,,2014,8,"10",25907
"H25908-04-01",4023003008,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,2437.24829101563,,2014,8,"10",25908
"H25909-04-01",4023003009,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,2437.24829101563,,2014,8,"10",25909
"H25910-04-01",2402300301008,1,1,426,426104,"Kagango",42610402,"Kiziba",4,40,10,0,259,812.416076660156,,2014,8,"10",25910
"H25910-04-02",2402300301009,1,1,426,426103,"Kabwohe Town Council",42610307,"Rutooma",4,41,10,1,259,812.416076660156,1977.47290039063,2014,8,"11",25910
"H25910-04-03",4023003010,1,1,410,410202,"Kamukuzi",41020201,"Kamukuzi",4,41,10,1,259,812.416076660156,,2014,10,"13",25910
"H26008-04-01",4031000208,1,1,403,403301,"Bujumbura Division",40330104,"Kyesiiga",4,41,9,1,260,3443.49438476563,3254.62255859375,2014,2,"11",26008
"H26009-04-01",2403100020903,1,1,403,403301,"Bujumbura Division",40330104,"Kyesiiga",4,41,9,1,260,573.915710449219,27408.697265625,2014,8,"09",26009
"H26009-04-02",4031000209,1,1,403,403301,"Bujumbura Division",40330104,"Kyesiiga",4,41,9,1,260,573.915710449219,0,2014,8,"09",26009
"H26009-04-03",403100020904,1,1,403,403301,"Bujumbura Division",40330102,"Karongo",4,41,9,1,260,573.915710449219,0,2014,8,"09",26009
"H26009-04-04",403100020911,1,1,403,403101,"Buhanika",40310101,"Butema",4,40,9,0,260,573.915710449219,0,2014,8,"09",26009
"H26009-04-05",403100020912,1,1,403,403105,"Kitoba",40310502,"Budaka",4,40,9,0,260,573.915710449219,0,2014,8,"09",26009
"H26009-04-06",,1,1,403,403301,"Bujumbura Division",40330103,"Kihomboza",4,41,9,1,260,573.915710449219,0,2014,8,"09",26009
"H26010-04-01",4031000210,1,1,403,403301,"Bujumbura Division",40330104,"Kyesiiga",4,41,9,1,260,3443.49438476563,3804.90356445313,2014,2,"11",26010
"H26012-04-01",4031000212,1,1,403,403301,"Bujumbura Division",40330104,"Kyesiiga",4,41,9,1,260,3443.49438476563,0,2014,2,"11",26012
"H26102-04-02",,1,1,403,403101,"Buhanika",40310102,"Kitonya",4,40,9,0,261,3443.49487304688,4786.373046875,2013,10,"18",26102
"H26106-04-01",4033000406,1,1,403,403101,"Buhanika",40310102,"Kitonya",4,40,9,0,261,1721.74743652344,19145.4921875,2013,10,"17",26106
"H26106-04-02",,1,1,403,403101,"Buhanika",40310102,"Kitonya",4,40,9,0,261,1721.74743652344,6381.83056640625,2013,10,"18",26106
"H26107-04-01",4033000407,1,1,403,403101,"Buhanika",40310102,"Kitonya",4,40,9,0,261,3443.49487304688,5888.74560546875,2013,10,"17",26107
"H26108-04-01",4033000408,1,1,403,403101,"Buhanika",40310102,"Kitonya",4,40,9,0,261,3443.49487304688,7126.28466796875,2014,4,"09",26108
"H26109-04-01",4033000409,1,1,403,403101,"Buhanika",40310102,"Kitonya",4,40,9,0,261,3443.49487304688,0,2013,10,"17",26109
"H26110-04-01",4033000410,1,1,403,403101,"Buhanika",40310102,"Kitonya",4,40,9,0,261,3443.49487304688,3373.97338867188,2013,10,"17",26110
"H26111-04-01",4033000411,1,1,403,403101,"Buhanika",40310102,"Kitonya",4,40,9,0,261,3443.49487304688,6694.89990234375,2014,4,"09",26111
"H26201-04-01",2403300060102,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,1721.74743652344,0,2014,7,"24",26201
"H26201-04-03",,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,1721.74743652344,0,2014,7,"24",26201
"H26202-04-01",4033000602,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,3443.49487304688,0,2014,7,"25",26202
"H26203-04-01",4033000603,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,1721.74743652344,4890.72802734375,2014,7,"24",26203
"H26203-04-02",,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,1721.74743652344,0,2014,7,"24",26203
"H26204-04-01",4033000604,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,3443.49487304688,7867.9453125,2014,1,"16",26204
"H26205-04-01",4033000605,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,3443.49487304688,0,2014,1,"16",26205
"H26206-04-01",4033000606,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,1721.74743652344,0,2014,1,"16",26206
"H26206-04-02",,1,1,403,403104,"Kigorobya Tc",40310404,"South West Ward",4,41,9,1,262,1721.74743652344,0,2014,1,"17",26206
"H26207-04-01",4033000607,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,3443.49487304688,16471.6796875,2014,7,"24",26207
"H26208-04-01",4033000608,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,3443.49487304688,4717.05224609375,2014,1,"16",26208
"H26209-04-01",4033000609,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,688.698974609375,13057.7802734375,2014,7,"24",26209
"H26209-04-02",,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,688.698974609375,0,2014,7,"25",26209
"H26209-04-03",,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,688.698974609375,5803.45751953125,2014,7,"25",26209
"H26209-04-04",,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,688.698974609375,0,2014,7,"24",26209
"H26209-04-05",,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,41,9,1,262,688.698974609375,0,2014,7,"24",26209
"H26210-04-01",4033000610,1,1,403,403105,"Kitoba",40310505,"Kiragura",4,40,9,0,262,3443.49487304688,4941.50390625,2014,1,"16",26210
"H26302-04-01",4033000702,1,1,403,403201,"Bugambe",40320102,"Katanga",4,40,9,0,263,3443.49438476563,21388.7265625,2013,11,"21",26302
"H26304-04-01",4033000704,1,1,403,403201,"Bugambe",40320102,"Katanga",4,40,9,0,263,3443.49438476563,4459.494140625,2013,11,"21",26304
"H26305-04-01",4033000705,1,1,403,403201,"Bugambe",40320102,"Katanga",4,40,9,0,263,3443.49438476563,5482.263671875,2013,11,"21",26305
"H26306-04-01",4033000706,1,1,403,403201,"Bugambe",40320102,"Katanga",4,40,9,0,263,3443.49438476563,0,2013,11,"21",26306
"H26307-04-01",4033000707,1,1,403,403201,"Bugambe",40320102,"Katanga",4,40,9,0,263,3443.49438476563,3980.62817382813,2014,5,"25",26307
"H26308-04-01",4033000708,1,1,403,403201,"Bugambe",40320102,"Katanga",4,40,9,0,263,3443.49438476563,4277.7451171875,2013,11,"21",26308
"H26309-04-01",4033000709,1,1,403,403201,"Bugambe",40320102,"Katanga",4,40,9,0,263,3443.49438476563,1037.3369140625,2014,5,"26",26309
"H26311-04-01",4033000711,1,1,403,403201,"Bugambe",40320102,"Katanga",4,40,9,0,263,3443.49438476563,7644.84716796875,2014,5,"25",26311
"H26403-04-01",4033000903,1,1,403,403205,"Kyangwali",40320504,"Kyangwali",4,40,9,0,264,3443.49487304688,6741.2060546875,2014,2,"12",26403
"H26405-04-01",4033000905,1,1,403,403205,"Kyangwali",40320504,"Kyangwali",4,40,9,0,264,3443.49487304688,3020.86743164063,2014,8,"10",26405
"H26406-04-01",4033000906,1,1,403,403205,"Kyangwali",40320504,"Kyangwali",4,40,9,0,264,3443.49487304688,9670.35546875,2014,2,"12",26406
"H26407-04-01",4033000907,1,1,403,403205,"Kyangwali",40320504,"Kyangwali",4,41,9,1,264,3443.49487304688,9062.6015625,2014,2,"12",26407
"H26410-04-01",4033000910,1,1,403,403205,"Kyangwali",40320504,"Kyangwali",4,40,9,0,264,3443.49487304688,16098.611328125,2014,2,"12",26410
"H26411-04-01",4033000911,1,1,403,403205,"Kyangwali",40320504,"Kyangwali",4,40,9,0,264,860.873718261719,10363.45703125,2014,2,"12",26411
"H26411-04-03",403300091103,1,1,403,403205,"Kyangwali",40320504,"Kyangwali",4,40,9,0,264,860.873718261719,6129.90087890625,2014,8,"10",26411
"H26411-04-04",403300091108,1,1,403,403205,"Kyangwali",40320502,"Butoole",4,40,9,0,264,860.873718261719,0,2014,10,"14",26411
"H26416-04-01",4033000916,1,1,403,403205,"Kyangwali",40320504,"Kyangwali",4,40,9,0,264,3443.49487304688,9055.4677734375,2014,2,"12",26416
"H26501-04-01",4041000301,1,1,404,404102,"Northern Division",40410203,"Rutooma Ward",4,41,10,1,265,2437.248046875,6524.79638671875,2013,12,"14",26501
"H26502-04-01",4041000302,1,1,404,404102,"Northern Division",40410201,"Kijuguta",4,41,10,1,265,812.415954589844,1244.916015625,2013,12,"14",26502
"H26502-04-02",,1,1,404,404305,"Ikumba",40430505,"Nyaruhanga",4,40,10,0,265,812.415954589844,0,2013,12,"14",26502
"H26502-04-03",,1,1,404,404209,"Rubaya",40420905,"Mugandu",4,40,10,0,265,812.415954589844,778.072509765625,2014,6,"28",26502
"H26503-04-01",4041000303,1,1,404,404102,"Northern Division",40410201,"Kijuguta",4,41,10,1,265,2437.248046875,835.780395507813,2013,12,"14",26503
"H26504-04-01",4041000304,1,1,404,404102,"Northern Division",40410201,"Kijuguta",4,41,10,1,265,2437.248046875,6524.79638671875,2013,12,"14",26504
"H26505-04-01",4041000305,1,1,404,404102,"Northern Division",40410203,"Rutooma Ward",4,41,10,1,265,2437.248046875,1666.85290527344,2013,12,"14",26505
"H26506-04-01",4041000306,1,1,404,404102,"Northern Division",40410203,"Rutooma Ward",4,41,10,1,265,2437.248046875,0,2014,6,"28",26506
"H26507-04-01",4041000307,1,1,410,410202,"Kamukuzi",41020201,"Kamukuzi",4,41,10,1,265,2437.248046875,1064.03295898438,2014,7,"01",26507
"H26509-04-01",4041000309,1,1,404,404102,"Northern Division",40410203,"Rutooma Ward",4,41,10,1,265,2437.248046875,742.915893554688,2014,6,"28",26509
"H26511-04-01",4041000311,1,1,404,404102,"Northern Division",40410203,"Rutooma Ward",4,41,10,1,265,1218.6240234375,2315.07348632813,2014,6,"28",26511
"H26511-04-02",,1,1,404,404102,"Northern Division",40410203,"Rutooma Ward",4,41,10,1,265,1218.6240234375,1389.04406738281,2014,6,"28",26511
"H26602-04-01",4043000602,1,1,404,404207,"Kyanamira",40420704,"Kyanamira",4,40,10,0,266,1218.6240234375,4530.7373046875,2013,12,"15",26602
"H26602-04-02",,1,1,404,404207,"Kyanamira",40420704,"Kyanamira",4,41,10,1,266,1218.6240234375,0,2014,6,"30",26602
"H26603-04-01",2404300060304,1,1,404,404207,"Kyanamira",40420704,"Kyanamira",4,40,10,0,266,812.415954589844,10798.712890625,2013,12,"15",26603
"H26603-04-02",4043000603,1,1,404,404207,"Kyanamira",40420704,"Kyanamira",4,40,10,0,266,812.415954589844,5399.3564453125,2013,12,"15",26603
"H26603-04-03",404300060302,1,1,404,404207,"Kyanamira",40420705,"Muyumbu",4,40,10,0,266,812.415954589844,0,2013,12,"16",26603
"H26604-04-01",4043000604,1,1,404,404207,"Kyanamira",40420704,"Kyanamira",4,41,10,1,266,2437.248046875,6086.1435546875,2013,12,"15",26604
"H26605-04-01",4043000605,1,1,404,404207,"Kyanamira",40420704,"Kyanamira",4,41,10,1,266,2437.248046875,1174.77526855469,2013,12,"15",26605
"H26607-04-01",4043000607,1,1,404,404207,"Kyanamira",40420704,"Kyanamira",4,41,10,1,266,2437.248046875,3775.61450195313,2014,6,"29",26607
"H26608-04-01",4043000608,1,1,404,404207,"Kyanamira",40420704,"Kyanamira",4,41,10,1,266,2437.248046875,9061.474609375,2014,6,"29",26608
