"HHID","parcelID","a2aq1owned","a2aq4","a2aq5","a2aq5_1","a2aq5_2","a2aq5_2_1","a2aq6","a2aq7","a2aq8","a2aq9","a2aq10","a2aq11a","a2aq11b","a2aq12","a2aq13a","a2aq13b","a2aq14","a2aq15a","a2aq15b","a2aq16","a2aq17","a2aq18","a2aq19","a2aq20","a2aq21","a2aq22a","a2aq22b","a2aq23","a2aq24a","a2aq24b","a2aq25","a2aq26a","a2aq26b","a2aq27a","a2aq27b","hh","wgt_X"
402100401,1,1,1.32000005245209,1,40210001,1,,1,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,40210001,40210002,2,,,40210001,40210002,"H40210-04-01",3219.75244140625
402100401,2,1,1.17999994754791,1.5,40210001,1,,1,4,2,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,40210001,40210002,2,,,40210001,40210002,"H40210-04-01",3219.75244140625
402100401,3,1,1.41999995708466,1,40210001,1,,3,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,40210001,40210002,2,,,40210001,40210002,"H40210-04-01",3219.75244140625
402100401,4,1,0.800000011920929,0.5,40210001,1,,1,4,2,999,2,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,40210001,40210002,2,,,40210001,40210002,"H40210-04-01",3219.75244140625
402100401,5,1,,1,40210001,2,3,2,4,2,999,2,1,5,9999,,,,100,,1,1,2,2,2,,,,4,40210001,40210002,2,,,40210001,40210002,"H40210-04-01",3219.75244140625
403010401,1,1,1.70000004768372,1,40301002,1,,1,4,2,999,1,1,1,2011,1,3,,100,50,2,2,2,2,2,,,,4,40301001,40301002,2,,,40301001,40301002,"H40301-04-01",1800.61120605469
403010401,2,1,2.13000011444092,2,40301002,1,,1,2,1,2005,1,1,1,2008,1,3,,100,100,2,1,2,2,2,,,,3,,,2,40301001,40301002,40301001,40301002,"H40301-04-01",1800.61120605469
403010401,3,1,2.24000000953674,1,40301002,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40301001,40301002,2,,,40301001,40301002,"H40301-04-01",1800.61120605469
403030401,1,1,3.73000001907349,3.5,40303001,1,,1,1,2,999,1,1,1,2011,1,3,,50,50,2,1,2,3,2,,,,4,40303001,40303002,2,,,40303001,40303002,"H40303-04-01",1800.61120605469
403030401,2,1,1.70000004768372,1.70000004768372,40303001,1,,1,1,2,999,1,3,3,2011,1,3,5000,,,2,1,2,3,2,,,,4,40303001,40303002,2,,,40303001,40303002,"H40303-04-01",1800.61120605469
403040401,1,1,0.810000002384186,0.75,40304001,1,,1,4,2,999,1,1,1,9999,,,,100,50,1,2,2,2,2,,,,4,40304001,40304002,2,,,40304001,40304002,"H40304-04-01",1800.61120605469
403040401,2,1,0.430000007152557,0.400000005960464,40304001,1,,1,4,2,999,1,96,96,9999,,,,,,1,2,2,2,2,,,,4,40304001,40304002,2,,,40304001,40304002,"H40304-04-01",1800.61120605469
403050401,1,1,,1,40305001,2,1,2,1,1,999,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,40305001,40305002,2,,,40305001,40305002,"H40305-04-01",1800.61120605469
403050401,2,1,,1.5,40305001,2,1,3,4,2,999,1,1,5,9999,,,,100,,1,1,2,2,2,,,,4,40305001,40305002,2,,,40305001,40305002,"H40305-04-01",1800.61120605469
403060401,1,1,1.48000001907349,2,40306001,1,,2,1,2,999,1,1,5,9999,,,,100,,2,1,2,3,2,,,,4,40306001,40306002,2,,,40306001,40306002,"H40306-04-01",1800.61120605469
403060401,2,1,1.03999996185303,1,40306001,1,,2,1,2,999,1,1,5,9999,,,,100,,2,1,2,3,2,,,,4,40306001,40306002,2,,,40306001,40306002,"H40306-04-01",1800.61120605469
403060401,3,1,0.910000026226044,1,40306001,1,,2,1,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40306001,40306002,2,,,40306001,40306002,"H40306-04-01",1800.61120605469
403070401,1,1,1.32000005245209,1,40307001,1,,2,1,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,40307001,40307002,2,,,40307001,40307002,"H40307-04-01",1800.61120605469
403070401,2,1,2.09999990463257,1,40307001,1,,1,1,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40307002,40307001,2,,,40307001,40307002,"H40307-04-01",1800.61120605469
403070401,3,1,2.65000009536743,1,40307001,1,,2,1,2,999,1,1,5,9999,,,,100,,2,1,2,3,2,,,,4,40307001,40307002,2,,,40307001,40307002,"H40307-04-01",1800.61120605469
403070401,4,1,,1,40307001,2,3,3,1,2,999,1,1,5,9999,,,,100,,2,1,2,3,2,,,,4,40307001,40307002,2,,,40307001,40307002,"H40307-04-01",1800.61120605469
403090401,1,1,2.3199999332428,2,40309001,1,,1,4,2,1972,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,40309001,,2,,,40309001,99999999,"H40309-04-01",1800.61120605469
403100401,1,1,2.64000010490417,1,40310001,1,,2,1,2,999,1,1,1,9999,,,,100,50,2,1,2,3,2,,,,4,40310001,40310002,2,,,40310001,40310002,"H40310-04-01",1800.61120605469
403100401,2,1,0.550000011920929,1,40310001,1,,2,1,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40310001,40310002,2,,,40310001,40310002,"H40310-04-01",1800.61120605469
404010401,1,1,,4,40401001,2,1,3,1,2,2005,2,1,1,9999,,,,100,50,2,1,2,2,2,,,,4,40401001,40401002,2,,,40401001,40401002,"H40401-04-01",2133.70678710938
404010401,2,1,,2,40401001,2,1,3,1,2,2005,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40401001,40401002,2,,,40401001,40401002,"H40401-04-01",2133.70678710938
404010401,3,1,0.699999988079071,1,40401001,1,,1,1,2,2005,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40401001,40401002,2,,,40401001,40401002,"H40401-04-01",2133.70678710938
404020401,1,1,2.35999989509583,1,40402001,1,,1,4,2,999,1,1,5,9999,,,,50,,1,1,2,2,2,,,,4,40402001,40402002,2,,,40402001,40402002,"H40402-04-01",2133.70678710938
404020401,2,1,0.699999988079071,0.5,40402001,1,,2,4,2,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,40402001,,2,,,40402001,40402002,"H40402-04-01",2133.70678710938
404020401,3,1,,0.5,40402001,2,3,2,4,2,999,1,5,5,9999,,,,,,3,2,2,3,2,,,,4,40402001,40402002,2,,,40402001,40402002,"H40402-04-01",2133.70678710938
404030401,1,1,1.33000004291534,0.5,40403001,1,,1,4,2,999,1,1,5,2011,2,3,,40,,1,2,2,3,1,2,8,,4,40403001,40403002,2,,,40403001,40403002,"H40403-04-01",2133.70678710938
404030401,2,1,0.720000028610229,0.5,40403001,1,,2,4,2,999,1,1,5,9999,,,,100,,1,3,2,2,2,,,,4,40403001,40403002,2,,,40403001,40403002,"H40403-04-01",2133.70678710938
404030401,3,1,,1,40403001,2,1,3,4,2,999,1,1,5,9999,,,,50,,1,3,2,2,2,,,,4,40403001,40403002,2,,,40403001,40403002,"H40403-04-01",2133.70678710938
404040401,1,1,8.19999980926514,7,40404002,1,,1,4,1,2000,1,1,1,9999,,,,80,90,3,1,2,2,2,,,,4,40404001,40404002,2,,,40404001,40404002,"H40404-04-01",2133.70678710938
404050401,1,1,4.01999998092651,3,40405001,1,,1,4,2,2010,1,1,1,9999,,,,50,60,3,1,2,2,2,,,,4,40405001,40405002,2,,,40405001,40405002,"H40405-04-01",2133.70678710938
404060401,1,1,0.959999978542328,0.899999976158142,40406001,1,,1,1,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40406001,40406002,2,,,40406001,40406002,"H40406-04-01",2133.70678710938
404060401,2,1,0.550000011920929,1,40406001,1,,1,1,2,2000,1,1,5,9999,,,,100,,1,1,2,3,2,,,,4,40406001,40406002,2,,,40406001,40406002,"H40406-04-01",2133.70678710938
404070401,1,1,0.990000009536743,1,40407001,1,,1,4,2,1992,1,1,5,9999,,,,50,,1,3,2,3,2,,,,4,40407001,40407002,2,,,40407001,40407002,"H40407-04-01",2133.70678710938
404070401,2,1,,1.5,40407001,2,1,3,4,2,1992,1,1,5,9999,,,,50,,1,2,2,2,2,,,,4,40407001,40407002,2,,,40407001,40407002,"H40407-04-01",2133.70678710938
404080401,1,1,1.33000004291534,1,40408001,1,,1,1,2,1984,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40408001,40408002,2,,,40408001,40408002,"H40408-04-01",2133.70678710938
404090401,1,1,1.37999999523163,2,40409001,1,,1,1,2,1991,1,1,1,9999,,,,100,50,2,2,2,3,1,1,5,2,4,40409001,40409002,2,,,40409001,40409002,"H40409-04-01",2133.70678710938
404090401,2,1,1.36000001430511,1,40409001,1,,1,1,1,2002,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40409001,40409002,2,,,40409001,40409002,"H40409-04-01",2133.70678710938
404100401,1,1,2.79999995231628,3,40410001,1,,1,4,2,999,1,1,1,9999,,,,60,60,1,1,2,2,2,,,,4,40410001,,2,,,40410001,99999999,"H40410-04-01",2133.70678710938
405010401,1,1,2.83999991416931,4,40501001,1,,1,4,2,999,1,2,5,2011,0,3,,20,,1,2,2,2,2,,,,4,40501001,40501002,2,,,40501001,40501002,"H40501-04-01",2694.79272460938
405010401,2,1,,1,40501001,2,1,3,4,2,999,1,5,1,2010,1,3,,,50,1,2,2,2,2,,,,4,40501001,40501002,1,,,40501001,40501002,"H40501-04-01",2694.79272460938
405010401,3,1,0.829999983310699,1.5,40501001,1,,3,4,2,999,1,1,1,9999,,,,60,80,1,2,2,2,2,,,,4,40501001,40501002,1,,,40501001,40501003,"H40501-04-01",2694.79272460938
405020401,1,1,0.400000005960464,0.5,40502001,1,,2,1,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40502001,,2,,,40502001,99999999,"H40502-04-01",2694.79272460938
405020401,2,1,0.759999990463257,1,40502001,1,,2,2,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40502001,,2,,,40502001,99999999,"H40502-04-01",2694.79272460938
405030401,1,1,,1.5,40503001,2,3,2,1,2,999,1,1,5,9999,,,,100,,2,1,2,3,2,,,,4,40503001,40503002,2,,,40503001,40503002,"H40503-04-01",2694.79272460938
405030401,2,1,0.419999986886978,1,40503001,1,,1,1,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40503001,40503002,2,,,40503001,40503002,"H40503-04-01",2694.79272460938
405030401,3,1,1.23000001907349,3,40503001,1,,3,1,2,999,1,5,5,9999,,,,,,2,1,2,3,2,,,,4,40503001,40503002,2,,,40503001,40503002,"H40503-04-01",2694.79272460938
405040401,2,1,1.12999999523163,1,40504002,1,,2,4,2,999,1,1,1,9999,,,,50,50,1,1,2,2,2,,,,4,40504001,40504002,2,,,40504001,40504002,"H40504-04-01",2694.79272460938
405040401,3,1,1.01999998092651,1,40504002,1,,1,4,2,999,1,5,1,9999,,,,,70,1,1,2,2,2,,,,4,40504001,40504002,2,,,40504001,40504002,"H40504-04-01",2694.79272460938
405050401,1,1,0.400000005960464,1,40505001,1,,1,1,1,999,1,1,5,9999,,,,100,,1,2,2,2,2,,,,3,,,2,40505001,40505002,40505001,40505002,"H40505-04-01",2694.79272460938
405050401,2,1,1.12000000476837,1,40505001,1,,1,1,1,999,1,1,5,9999,,,,100,,1,2,2,2,2,,,,3,,,2,40505001,40505002,40505001,40505002,"H40505-04-01",2694.79272460938
405060401,1,1,0.389999985694885,0.400000005960464,40506002,1,,1,4,2,999,1,1,5,9999,,,,100,,1,2,2,2,2,,,,4,40506001,40506002,2,,,40506001,40506002,"H40506-04-01",2694.79272460938
405060401,2,1,1.25,1,40506002,1,,1,4,2,1996,1,1,5,2011,1,3,,100,,1,2,2,2,2,,,,4,40506001,40506002,2,,,40506001,40506002,"H40506-04-01",2694.79272460938
405060401,3,1,1.04999995231628,0.699999988079071,40506002,1,,2,1,1,999,1,1,5,9999,,,,100,,3,1,2,2,2,,,,3,,,2,40506001,40506002,40506001,40506002,"H40506-04-01",2694.79272460938
405070401,1,1,0.490000009536743,0.5,40507001,1,,1,1,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40507001,40507002,2,,,40507001,40507002,"H40507-04-01",2694.79272460938
405070401,2,1,0.409999996423721,1,40507001,1,,2,1,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,40507001,40507002,2,,,40507001,40507002,"H40507-04-01",2694.79272460938
405070401,3,1,0.5,1,40507001,1,,2,1,2,999,1,1,5,9999,,,,100,,2,1,2,3,2,,,,4,40507001,40507002,2,,,40507001,40507002,"H40507-04-01",2694.79272460938
405080401,1,1,1.67999994754791,2,40508001,1,,1,4,2,1986,1,1,5,9999,,,,100,,2,2,2,2,2,,,,4,40508001,40508002,2,,,40508001,40508002,"H40508-04-01",2694.79272460938
405080401,2,1,0.779999971389771,1,40508001,1,,1,4,2,999,1,1,5,9999,,,,100,,1,2,2,2,2,,,,4,40508001,40508002,2,,,40508001,40508002,"H40508-04-01",2694.79272460938
405080401,3,1,0.949999988079071,0.699999988079071,40508001,1,,1,4,2,999,1,1,5,9999,,,,100,,2,2,2,2,2,,,,4,40508001,40508002,2,,,40508001,40508002,"H40508-04-01",2694.79272460938
405090401,1,1,1.88999998569489,1,40509002,1,,1,4,2,999,1,2,5,9999,,,,100,,2,2,2,2,2,,,,4,40509001,40509002,2,,,40509001,40509002,"H40509-04-01",2694.79272460938
405090401,2,1,1.10000002384186,1.5,40509002,1,,1,4,2,999,2,1,5,9999,,,,100,,1,2,2,2,2,,,,4,40509001,40509002,2,,,40509001,40509002,"H40509-04-01",2694.79272460938
405090401,3,1,0.959999978542328,0.699999988079071,40509002,1,,1,4,2,999,1,1,5,2011,2,3,,100,,2,2,2,2,2,,,,4,40509001,40509002,2,,,40509001,40509002,"H40509-04-01",2694.79272460938
405100401,1,1,2.1800000667572,0.899999976158142,40510001,1,,1,1,2,999,1,1,5,9999,,,,100,,1,1,2,2,2,,,,4,40510001,40510002,2,,,40510001,40510002,"H40510-04-01",2694.79272460938
405100401,2,1,0.5,0.5,40510001,1,,1,1,2,999,1,1,5,9999,,,,100,,1,1,2,2,2,,,,4,40510001,40510002,2,,,40510001,40510002,"H40510-04-01",2694.79272460938
405100401,3,1,0.319999992847443,0.400000005960464,40510001,1,,1,1,2,999,2,1,5,9999,,,,100,,2,2,2,2,2,,,,4,40510001,40510002,2,,,40510001,40510002,"H40510-04-01",2694.79272460938
406030401,1,1,,0.600000023841858,40603001,2,1,4,2,1,2001,1,2,1,9999,,,,100,100,1,1,2,2,2,,,,4,40603001,99999999,2,,,40603001,99999999,"H40603-04-01",5655.76318359375
406030401,2,1,,0.300000011920929,40603001,2,1,4,2,1,2001,1,1,6,9999,,,,100,,1,1,2,2,2,,,,4,40603001,99999999,2,,,40603001,99999999,"H40603-04-01",5655.76318359375
406090401,1,1,,1,40609001,2,1,4,2,1,2011,1,1,1,9999,,,,50,100,2,1,2,3,2,,,,1,,,2,40609001,99999999,40609001,99999999,"H40609-04-01",5655.76318359375
406090401,2,1,,0.25,40609001,2,1,3,2,1,2011,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,40609001,99999999,2,,,40609001,99999999,"H40609-04-01",5655.76318359375
407010401,1,1,,0.5,40701001,2,4,2,1,1,1973,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,40701001,,1,,,40701001,99999999,"H40701-04-01",2266.640625
407020401,1,1,0.5,0.400000005960464,40702002,1,,3,1,1,2007,1,1,1,9999,,,,50,50,2,2,2,4,2,,,,4,40702001,40702002,2,,,40702001,40702002,"H40702-04-01",2266.640625
407030401,1,1,,0.5,40703001,2,1,4,1,1,2013,1,2,2,9999,,,,100,100,2,2,2,4,2,,,,4,40703001,,2,,,40703001,40703002,"H40703-04-01",2266.640625
407030401,2,1,,0.200000002980232,40703001,2,1,3,1,1,2010,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,40703001,,2,,,40703001,40703002,"H40703-04-01",2266.640625
407030401,3,1,,0.200000002980232,40703001,2,1,3,1,1,2010,1,1,5,9999,,,,100,,1,1,2,1,2,,,,4,40703001,,2,,,40703001,40703002,"H40703-04-01",2266.640625
407040401,1,1,,0.200000002980232,40704001,2,1,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,40704001,40704002,2,,,40704001,40704002,"H40704-04-01",2266.640625
407040401,2,1,,1,40704001,2,1,2,1,2,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,40704001,40704002,2,,,40704001,40704002,"H40704-04-01",2266.640625
407040401,3,1,,0.25,40704001,2,1,4,1,2,1999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,40704001,40704002,2,,,40704001,40704002,"H40704-04-01",2266.640625
407040401,4,1,,0.200000002980232,40704001,2,1,1,1,2,1998,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,40704001,40704002,2,,,40704001,40704002,"H40704-04-01",2266.640625
407070401,1,1,0.330000013113022,0.200000002980232,40707001,1,,1,1,2,2010,1,1,1,2009,5,3,,80,80,1,1,2,2,2,,,,4,40707001,,1,,,40707001,40707002,"H40707-04-01",2266.640625
407070401,2,1,,0.200000002980232,40707001,2,1,2,1,2,1970,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,40707001,,2,,,40707001,40707002,"H40707-04-01",2266.640625
407080401,1,1,1.48000001907349,1.5,40708002,1,,1,1,2,999,1,2,2,9999,,,,50,50,2,1,2,4,1,1,6,6,4,40708001,40708002,2,,,40708001,40708002,"H40708-04-01",2266.640625
407080401,2,1,,1,40708002,2,2,2,1,2,999,1,2,2,9999,,,,80,80,1,2,2,3,2,,,,4,40708001,40708002,2,,,40708001,40708002,"H40708-04-01",2266.640625
407080401,3,1,,0.200000002980232,40708002,2,2,2,1,2,999,1,1,5,9999,,,,100,,1,1,2,3,2,,,,4,40708001,40708002,2,,,40708001,40708002,"H40708-04-01",2266.640625
407080401,4,1,,0.300000011920929,40708002,2,2,2,1,1,2003,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,40708001,40708002,2,,,40708001,40708002,"H40708-04-01",2266.640625
407080401,5,1,,0.300000011920929,40708002,2,2,3,1,2,999,1,1,1,9999,,,,100,100,1,2,2,4,1,1,6,6,4,40708001,40708002,2,,,40708001,40708002,"H40708-04-01",2266.640625
407090401,1,1,,0.5,40709001,2,1,4,1,1,999,1,1,1,9999,,,,100,100,2,2,2,4,2,,,,4,40709001,40709003,2,,,40709001,40709003,"H40709-04-01",2266.640625
407090401,2,1,,0.5,40709001,2,1,3,1,2,999,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,4,40709001,,2,,,40709001,40709003,"H40709-04-01",2266.640625
407090401,3,1,,0.400000005960464,40709001,2,1,2,1,2,999,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,4,40709001,40709003,2,,,40709001,40709003,"H40709-04-01",2266.640625
407090401,4,1,,0.400000005960464,40709001,2,1,4,1,1,999,1,1,1,9999,,,,100,100,2,2,2,4,2,,,,4,40709001,,2,,,40709001,40709003,"H40709-04-01",2266.640625
407090401,5,1,,0.200000002980232,40709001,2,1,4,1,1,999,1,1,1,9999,,,,100,100,1,2,2,4,2,,,,4,40709001,,2,,,40709001,40709003,"H40709-04-01",2266.640625
407100401,3,1,0.129999995231628,0.400000005960464,40710001,1,,1,1,1,1972,1,1,1,9999,,,,100,100,1,1,2,1,1,1,6,8,4,40710001,40710002,2,,,40710001,40710002,"H40710-04-01",2266.640625
408010401,1,1,0.560000002384186,1,40801001,1,,1,1,2,999,1,1,1,9999,,,,100,100,3,1,2,2,1,2,8,,4,40801001,40801002,2,,,40801001,40801002,"H40801-04-01",3741.4892578125
408020401,1,1,0.449999988079071,0.5,40802002,1,,1,1,1,999,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,3,,,2,40802001,99999999,40802001,40802002,"H40802-04-01",3741.4892578125
408020401,2,1,,1,40802002,2,1,2,1,1,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,3,,,2,40802001,99999999,40802001,99999999,"H40802-04-01",3741.4892578125
408040401,1,1,,1,40804002,2,2,1,1,2,2008,1,2,1,9999,,,,100,100,3,1,2,3,2,,,,4,40804001,99999999,2,,,40804001,99999999,"H40804-04-01",3741.4892578125
408050401,1,1,5.19999980926514,4,40805001,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,40805001,40805002,2,,,40805001,99999999,"H40805-04-01",3741.4892578125
408060401,1,1,,0.25,40806002,2,2,1,1,2,1990,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,40806001,40806002,40806001,40806002,"H40806-04-01",3741.4892578125
408060401,2,1,,25,40806002,2,2,1,1,2,1990,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,,,40806001,40806002,"H40806-04-01",3741.4892578125
408060401,3,1,,0.5,40806002,2,2,1,1,2,1990,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,40806001,40806002,40806001,40806002,"H40806-04-01",3741.4892578125
408060401,4,1,,0.5,40806002,2,2,1,1,2,1990,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,40806001,40806002,40806001,40806002,"H40806-04-01",3741.4892578125
408080401,2,1,,2,40808002,,,1,4,2,999,1,2,1,9999,,,,25,25,2,1,2,3,2,,,,2,,,2,40808001,99999999,40808001,40808002,"H40808-04-01",3741.4892578125
408090401,3,1,0.930000007152557,1,40809002,1,,1,1,1,1997,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,1,,,2,40809001,40809002,40809001,40809002,"H40809-04-01",3741.4892578125
408100401,1,1,1.1599999666214,1,40810001,1,,1,1,1,1986,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,1,,,2,40810001,40810002,40810001,40810002,"H40810-04-01",3741.4892578125
408100401,2,1,,3,40810001,2,1,2,1,1,1986,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,1,,,2,40810001,40810002,40810001,40810002,"H40810-04-01",3741.4892578125
409010401,1,1,,1.5,40901001,2,1,3,4,2,999,1,1,1,9999,,,,50,50,2,1,2,1,1,1,8,,4,40901001,,2,,,40901001,99999999,"H40901-04-01",4667.84765625
409020401,1,1,,5.5,40902001,2,1,3,1,2,999,1,1,1,2006,0,1,,95,100,2,1,2,3,2,,,,4,40902001,40902002,1,,,40902001,40902002,"H40902-04-01",4667.84765625
409030401,1,1,0.0599999986588955,0.100000001490116,40903001,1,,1,4,2,1992,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40903001,40903002,2,,,40903001,40903002,"H40903-04-01",4667.84765625
409040401,1,1,,0.5,40904002,2,1,4,1,2,1950,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40904001,40904002,2,,,40904004,40904002,"H40904-04-01",4667.84765625
409040401,2,1,,1,40904002,2,1,4,1,2,1995,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40904001,40904002,2,,,40904001,40904002,"H40904-04-01",4667.84765625
409040401,3,1,,0.25,40904002,2,1,5,1,2,1995,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40904001,40904002,2,,,40904001,40904002,"H40904-04-01",4667.84765625
409040401,4,1,0.479999989271164,0.5,40904002,1,,4,1,2,1995,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40904001,40904002,2,,,40904001,40904002,"H40904-04-01",4667.84765625
409050401,1,1,,2,40905001,2,1,5,1,1,1998,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,40905001,40905002,40905001,40905002,"H40905-04-01",4667.84765625
409090401,1,1,0.300000011920929,0.5,40909001,1,,4,1,2,2008,2,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,40909001,40909002,2,,,40909001,40909002,"H40909-04-01",4667.84765625
409100401,1,1,0.439999997615814,0.400000005960464,40910001,1,,1,1,2,2006,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,40910001,40910002,2,,,40910001,40910002,"H40910-04-01",4667.84765625
409100401,3,1,,0.5,40910001,2,2,2,4,2,1998,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,40910001,40910002,2,,,40910001,40910002,"H40910-04-01",4667.84765625
410010401,1,1,,2,41001001,2,3,2,1,1,1985,1,1,1,9999,,,,90,90,2,1,2,1,2,,,,4,41001001,41001002,2,,,41001001,41001002,"H41001-04-01",953.583068847656
410020401,1,1,1.17999994754791,1,41002001,1,,1,1,2,1977,1,1,1,9999,,,,100,100,1,2,2,1,2,,,,4,41002001,41002002,2,,,41002001,41002002,"H41002-04-01",953.583068847656
410030401,1,1,,2,41003003,2,2,1,1,2,1982,1,2,1,9999,,,,100,100,2,1,2,1,2,,,,1,,,2,41003001,41003002,41003001,41003002,"H41003-04-01",953.583068847656
410030401,2,1,,1,41003003,2,1,5,2,1,2008,1,1,1,9999,,,,100,100,2,1,2,1,2,,,,1,,,2,41003001,41003002,41003001,41003002,"H41003-04-01",953.583068847656
410040401,1,1,1.52999997138977,2,41004001,1,,1,1,2,2008,1,1,1,9999,,,,100,100,2,1,2,1,2,,,,4,41004001,41004002,2,,,41004001,41004002,"H41004-04-01",953.583068847656
410040401,2,1,0.550000011920929,0.5,41004001,1,,1,1,2,2008,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,41004001,41004002,2,,,41004001,41004002,"H41004-04-01",953.583068847656
410050401,1,1,0.699999988079071,1,41005001,1,,1,1,2,1973,1,2,2,9999,,,,80,80,1,2,2,1,2,,,,4,41005001,41005002,2,,,41005001,41005002,"H41005-04-01",953.583068847656
410060401,1,1,,1.5,41006002,2,3,1,1,2,999,1,1,1,9999,,,,90,100,1,2,2,1,1,2,1,1,4,41006001,41006002,2,,,41006001,41006002,"H41006-04-01",953.583068847656
410070401,1,1,0.409999996423721,0.400000005960464,41007001,1,,1,1,2,1982,1,2,2,9999,,,,100,100,2,1,2,1,2,,,,1,,,2,41007001,41007002,41007001,41007002,"H41007-04-01",953.583068847656
410070401,2,1,,1,41007001,2,2,2,1,2,1982,1,1,1,9999,,,,100,100,2,1,2,1,2,,,,1,,,2,41007001,41007002,41007001,41007002,"H41007-04-01",953.583068847656
410070401,3,1,,0.5,41007001,2,2,2,1,1,1989,1,1,1,9999,,,,100,100,2,1,2,1,2,,,,1,,,2,41007001,41007002,41007001,41007002,"H41007-04-01",953.583068847656
410080401,1,1,,1.5,41008002,2,1,3,1,1,2010,1,1,1,9999,,,,100,100,1,1,2,4,1,1,1,3,3,,,2,41008001,41008002,41008001,41008002,"H41008-04-01",953.583068847656
410080401,2,1,,1,41008002,2,2,1,4,2,2000,1,2,1,2013,0,1,,100,100,1,1,2,1,1,1,1,3,4,41008001,41008002,2,,,41008001,41008002,"H41008-04-01",953.583068847656
410090401,1,1,1.4099999666214,1.5,41009001,1,,1,4,1,1984,1,1,1,9999,,,,100,100,1,1,2,4,1,1,2,1,1,,,2,41009001,99999999,41009001,99999999,"H41009-04-01",953.583068847656
410090401,2,1,,2,41009001,2,1,3,4,2,2000,1,5,1,2013,2,1,,,35,2,1,2,1,1,1,6,1,4,41009001,99999999,2,,,41009001,99999999,"H41009-04-01",953.583068847656
410100401,1,1,2.14000010490417,2,41010002,1,,1,4,2,1975,1,1,1,9999,,,,100,100,1,1,2,4,1,1,1,3,4,41010001,41010002,2,,,41010002,41010001,"H41010-04-01",953.583068847656
411010401,1,1,,1.5,41101001,2,1,4,1,1,2010,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,41101001,41101002,41101001,41101002,"H41101-04-01",3022.623046875
