"id_hh","id_ind","ind_sex","ind_position","ind_age","ind_marital_status","ind_years_in_location","n_ind_household","ind_permanent","n_child_15","n_child_5"
"H21708-04-01","P21708-004",1,3,20,1,100,9,1,4,2
"H21708-04-01","P21708-005",2,3,16,5,100,9,1,4,2
"H21708-04-01","P21708-006",2,3,14,5,100,9,1,4,2
"H21708-04-01","P21708-008",1,3,8,NA,100,9,1,4,2
"H21708-04-01","P21708-013",1,4,3,NA,100,9,1,4,2
"H21708-04-01","P21708-018",1,4,1,NA,100,9,1,4,2
"H21709-04-01","P21709-001",1,1,47,1,100,10,1,6,2
"H21709-04-01","P21709-002",2,2,37,1,20,10,1,6,2
"H21709-04-01","P21709-003",2,3,18,1,100,10,1,6,2
"H21709-04-01","P21709-004",2,3,13,5,100,10,1,6,2
"H21709-04-01","P21709-005",1,3,11,5,100,10,1,6,2
"H21709-04-01","P21709-006",2,3,9,NA,100,10,1,6,2
"H21709-04-01","P21709-007",2,3,7,NA,100,10,1,6,2
"H21709-04-01","P21709-008",2,3,4,NA,100,10,1,6,2
"H21709-04-01","P21709-009",1,3,19,5,100,10,1,6,2
"H21709-04-01","P21709-010",1,3,0,NA,100,10,2,6,2
"H21710-04-01","P21710-001",2,1,57,2,100,11,1,7,3
"H21710-04-01","P21710-002",1,3,23,5,100,11,1,7,3
"H21710-04-01","P21710-003",2,3,20,5,100,11,1,7,3
"H21710-04-01","P21710-004",1,3,14,5,100,11,1,7,3
"H21710-04-01","P21710-005",1,3,20,5,100,11,1,7,3
"H21710-04-01","P21710-006",2,4,9,NA,100,11,1,7,3
"H21710-04-01","P21710-007",2,4,7,NA,100,11,1,7,3
"H21710-04-01","P21710-008",1,4,5,NA,100,11,1,7,3
"H21710-04-01","P21710-009",1,4,3,NA,100,11,1,7,3
"H21710-04-01","P21710-010",1,4,4,NA,100,11,1,7,3
"H21710-04-01","P21710-011",2,4,2,NA,100,11,1,7,3
"H21711-04-01","P21711-001",1,1,63,1,100,8,1,2,2
"H21711-04-01","P21711-002",2,2,54,1,28,8,1,2,2
"H21711-04-01","P21711-003",2,3,26,5,100,8,1,2,2
"H21711-04-01","P21711-004",1,3,24,5,100,8,1,2,2
"H21711-04-01","P21711-005",1,3,17,5,100,8,1,2,2
"H21711-04-01","P21711-006",2,3,22,5,100,8,1,2,2
"H21711-04-01","P21711-010",1,4,4,NA,100,8,1,2,2
"H21711-04-01","P21711-011",2,4,1,NA,100,8,1,2,2
"H22001-04-01","P22001-001",1,1,35,1,13,6,1,4,1
"H22001-04-01","P22001-002",2,2,25,1,12,6,1,4,1
"H22001-04-01","P22001-003",2,3,10,5,100,6,1,4,1
"H22001-04-01","P22001-005",2,3,8,NA,100,6,1,4,1
"H22001-04-01","P22001-006",1,3,6,NA,100,6,1,4,1
"H22001-04-01","P22001-007",1,3,2,NA,100,6,1,4,1
"H22002-04-01","P22002-001",1,1,76,2,45,7,1,2,0
"H22002-04-01","P22002-004",1,4,21,5,5,7,1,2,0
"H22002-04-01","P22002-005",1,4,22,5,12,7,2,2,0
"H22002-04-01","P22002-006",2,3,18,5,10,7,2,2,0
"H22002-04-01","P22002-011",2,4,14,5,8,7,1,2,0
"H22002-04-01","P22002-013",2,4,13,5,0,7,1,2,0
"H22002-04-01","P22002-014",2,7,20,3,1,7,1,2,0
"H22003-04-01","P22003-001",1,1,35,1,19,8,1,4,1
"H22003-04-01","P22003-002",2,2,29,1,12,8,1,4,1
"H22003-04-01","P22003-003",1,3,10,5,100,8,1,4,1
"H22003-04-01","P22003-004",1,4,7,NA,100,8,1,4,1
"H22003-04-01","P22003-005",1,3,4,NA,100,8,1,4,1
"H22003-04-01","P22003-006",2,6,16,5,9,8,2,4,1
"H22003-04-01","P22003-007",2,6,14,5,3,8,1,4,1
"H22003-04-01","P22003-009",1,6,21,5,NA,8,1,4,1
"H22004-04-01","P22004-002",1,1,56,1,40,15,1,7,2
"H22004-04-01","P22004-006",2,3,19,5,6,15,2,7,2
"H22004-04-01","P22004-007",1,4,6,NA,6,15,1,7,2
"H22004-04-01","P22004-009",1,7,15,5,7,15,1,7,2
"H22004-04-01","P22004-010",1,3,14,5,7,15,1,7,2
"H22004-04-01","P22004-011",1,3,8,NA,7,15,2,7,2
"H22004-04-01","P22004-012",2,3,3,NA,100,15,1,7,2
"H22004-04-01","P22004-013",2,2,40,1,7,15,1,7,2
"H22004-04-01","P22004-014",1,3,31,3,10,15,2,7,2
"H22004-04-01","P22004-016",1,4,8,NA,7,15,1,7,2
"H22004-04-01","P22004-016",1,4,8,NA,100,15,1,7,2
"H22004-04-01","P22004-022",1,7,31,5,25,15,2,7,2
"H22004-04-01","P22004-037",1,6,60,3,39,15,2,7,2
"H22004-04-01","P22004-038",2,10,21,1,0,15,2,7,2
"H22004-04-01","P22004-039",2,4,0,NA,0,15,2,7,2
"H22004-04-03","P22004-016",1,7,8,NA,7,4,1,2,0
"H22004-04-03","P22004-016",1,7,8,NA,100,4,1,2,0
"H22004-04-03","P22004-018",1,1,28,5,22,4,1,2,0
"H22004-04-03","P22004-040",2,2,26,1,10,4,2,2,0
"H22004-04-04","P22004-005",1,1,25,1,20,3,1,1,1
"H22004-04-04","P22004-035",2,2,21,1,6,3,1,1,1
"H22004-04-04","P22004-036",1,3,2,NA,100,3,1,1,1
"H22004-04-05","P22004-021",2,6,20,5,100,4,1,2,2
"H22004-04-05","P22004-023",2,1,29,3,25,4,1,2,2
"H22004-04-05","P22004-027",2,3,2,NA,100,4,1,2,2
"H22004-04-05","P22004-029",2,7,2,NA,100,4,1,2,2
"H22006-04-01","P22006-001",1,1,34,1,32,6,1,4,2
"H22006-04-01","P22006-002",2,2,30,1,3,6,1,4,2
"H22006-04-01","P22006-003",2,3,9,NA,2,6,1,4,2
"H22006-04-01","P22006-004",2,3,7,NA,2,6,1,4,2
"H22006-04-01","P22006-005",2,3,3,NA,2,6,1,4,2
"H22006-04-01","P22006-007",1,3,0,NA,100,6,1,4,2
"H22014-04-01","P22014-001",1,1,40,1,28,8,1,5,1
"H22014-04-01","P22014-002",2,2,31,1,100,8,1,5,1
"H22014-04-01","P22014-003",1,3,17,5,100,8,1,5,1
"H22014-04-01","P22014-004",1,3,14,5,100,8,1,5,1
"H22014-04-01","P22014-005",1,3,11,5,100,8,1,5,1
"H22014-04-01","P22014-006",2,3,8,NA,100,8,1,5,1
"H22014-04-01","P22014-007",2,3,5,NA,100,8,1,5,1
"H22014-04-01","P22014-009",1,3,2,NA,100,8,1,5,1
"H22101-04-01","P22101-001",1,1,68,1,37,7,1,4,1
"H22101-04-01","P22101-002",1,4,8,NA,100,7,1,4,1
"H22101-04-01","P22101-004",1,4,4,NA,3,7,1,4,1
"H22101-04-01","P22101-005",2,2,52,1,40,7,1,4,1
"H22101-04-01","P22101-013",1,4,7,NA,NA,7,2,4,1
"H22101-04-01","P22101-015",1,4,10,5,8,7,1,4,1
"H22101-04-01","P22101-016",2,3,17,5,14,7,1,4,1
"H22101-04-02","P22101-010",1,1,31,1,30,4,1,2,2
"H22101-04-02","P22101-017",2,2,23,1,0,4,1,2,2
"H22101-04-02","P22101-018",1,3,0,NA,100,4,2,2,2
"H22101-04-02","P22101-019",2,3,3,NA,0,4,1,2,2
"H22101-04-03","P22101-008",2,1,86,4,70,1,1,0,0
"H22102-04-02","P22102-002",1,4,17,5,100,9,1,5,1
"H22102-04-02","P22102-008",1,1,56,1,100,9,1,5,1
"H22102-04-02","P22102-009",2,2,48,1,100,9,1,5,1
"H22102-04-02","P22102-011",2,3,18,5,100,9,1,5,1
"H22102-04-02","P22102-012",1,3,14,5,100,9,2,5,1
"H22102-04-02","P22102-013",2,3,13,5,100,9,1,5,1
"H22102-04-02","P22102-014",1,3,10,5,100,9,1,5,1
"H22102-04-02","P22102-015",2,3,9,NA,100,9,1,5,1
"H22102-04-02","P22102-016",1,3,4,NA,NA,9,1,5,1
"H22103-04-01","P22103-001",2,1,53,4,40,8,1,4,2
"H22103-04-01","P22103-002",2,3,20,5,15,8,1,4,2
"H22103-04-01","P22103-003",2,3,17,5,15,8,1,4,2
"H22103-04-01","P22103-004",1,3,13,5,100,8,1,4,2
"H22103-04-01","P22103-006",2,3,23,5,15,8,1,4,2
"H22103-04-01","P22103-007",2,4,5,NA,100,8,1,4,2
"H22103-04-01","P22103-008",1,4,3,NA,100,8,1,4,2
"H22103-04-01","P22103-009",1,4,1,NA,100,8,1,4,2
"H22105-04-01","P22105-002",2,1,42,4,29,4,1,2,0
"H22105-04-01","P22105-003",1,3,21,5,100,4,1,2,0
"H22105-04-01","P22105-004",2,3,12,5,100,4,1,2,0
"H22105-04-01","P22105-005",2,3,10,5,100,4,1,2,0
"H22106-04-01","P22106-001",1,1,50,2,5,3,1,1,0
"H22106-04-01","P22106-012",2,2,41,2,26,3,1,1,0
"H22106-04-01","P22106-013",1,3,10,5,100,3,1,1,0
"H22109-04-01","P22109-001",1,2,56,1,100,10,1,3,0
"H22109-04-01","P22109-002",2,1,49,1,100,10,1,3,0
"H22109-04-01","P22109-003",1,3,33,5,100,10,1,3,0
"H22109-04-01","P22109-004",2,3,25,5,100,10,1,3,0
"H22109-04-01","P22109-005",1,3,23,5,100,10,1,3,0
"H22109-04-01","P22109-006",1,3,18,5,100,10,2,3,0
"H22109-04-01","P22109-007",1,3,13,5,100,10,1,3,0
"H22109-04-01","P22109-008",1,3,11,5,100,10,1,3,0
"H22109-04-01","P22109-009",1,3,9,NA,100,10,1,3,0
"H22109-04-01","P22109-010",1,3,17,5,100,10,1,3,0
"H22110-04-01","P22110-001",1,8,24,5,5,12,1,5,1
"H22110-04-01","P22110-011",2,1,38,2,13,12,1,5,1
"H22110-04-01","P22110-011",2,1,38,2,58,12,1,5,1
"H22110-04-01","P22110-054",1,3,10,5,100,12,1,5,1
"H22110-04-01","P22110-055",2,3,8,NA,100,12,1,5,1
"H22110-04-01","P22110-056",1,3,6,NA,100,12,1,5,1
"H22110-04-01","P22110-057",1,3,13,5,100,12,1,5,1
"H22110-04-01","P22110-058",2,3,0,NA,100,12,2,5,1
"H22110-04-01","P22110-059",1,8,24,5,5,12,1,5,1
"H22110-04-01","P22110-060",2,8,20,5,100,12,1,5,1
"H22110-04-01","P22110-061",1,8,17,5,100,12,1,5,1
"H22110-04-01","P22110-062",1,8,15,5,100,12,1,5,1
"H22110-04-02","P22110-025",1,1,62,2,100,10,1,6,2
"H22110-04-02","P22110-026",2,2,60,2,28,10,1,6,2
"H22110-04-02","P22110-029",1,3,21,5,100,10,1,6,2
"H22110-04-02","P22110-030",1,3,18,5,100,10,1,6,2
"H22110-04-02","P22110-031",2,3,14,5,100,10,1,6,2
"H22110-04-02","P22110-033",1,4,7,NA,100,10,1,6,2
"H22110-04-02","P22110-035",1,4,3,NA,100,10,1,6,2
"H22110-04-02","P22110-035",1,4,3,NA,100,10,1,6,2
"H22110-04-02","P22110-041",2,3,10,5,100,10,1,6,2
"H22110-04-02","P22110-041",2,3,10,5,5,10,1,6,2
"H22110-04-03","P22110-017",2,5,86,4,1,10,1,3,0
"H22110-04-03","P22110-038",1,1,63,3,23,10,1,3,0
"H22110-04-03","P22110-040",2,3,20,5,100,10,1,3,0
"H22110-04-03","P22110-042",2,3,19,5,15,10,1,3,0
"H22110-04-03","P22110-043",1,3,16,5,100,10,1,3,0
"H22110-04-03","P22110-044",1,7,16,5,100,10,1,3,0
"H22110-04-03","P22110-045",1,3,14,5,100,10,1,3,0
"H22110-04-03","P22110-047",2,3,8,NA,100,10,1,3,0
"H22110-04-03","P22110-048",2,3,11,5,100,10,1,3,0
"H22110-04-03","P22110-063",2,3,18,5,5,10,1,3,0
"H22110-04-04","P22110-011",1,1,63,1,13,5,1,1,0
"H22110-04-04","P22110-011",1,1,63,1,58,5,1,1,0
"H22110-04-04","P22110-012",2,2,61,1,45,5,1,1,0
"H22110-04-04","P22110-016",2,3,31,5,30,5,1,1,0
"H22110-04-04","P22110-064",1,4,8,NA,100,5,1,1,0
"H22110-04-05","P22110-009",1,2,28,1,100,4,1,1,1
"H22110-04-05","P22110-010",2,3,3,NA,100,4,1,1,1
"H22110-04-05","P22110-041",2,1,22,1,100,4,1,1,1
"H22110-04-05","P22110-041",2,1,22,1,5,4,1,1,1
"H22110-04-06","P22110-027",1,1,27,1,25,4,1,2,2
"H22110-04-06","P22110-035",1,3,4,NA,100,4,1,2,2
"H22110-04-06","P22110-035",1,3,4,NA,100,4,1,2,2
"H22110-04-06","P22110-065",2,2,35,1,5,4,1,2,2
"H22111-04-01","P22111-001",1,1,82,4,100,1,1,0,0
"H22301-04-01","P22301-001",1,1,28,1,5,5,1,3,1
"H22301-04-01","P22301-006",2,2,27,1,10,5,1,3,1
"H22301-04-01","P22301-007",2,8,5,NA,100,5,1,3,1
"H22301-04-01","P22301-008",2,8,5,NA,100,5,1,3,1
"H22301-04-01","P22301-009",2,3,1,NA,100,5,1,3,1
"H22302-04-01","P22302-001",1,1,42,1,100,14,1,9,3
"H22302-04-01","P22302-002",2,2,39,1,100,14,1,9,3
"H22302-04-01","P22302-003",2,3,19,5,100,14,1,9,3
"H22302-04-01","P22302-004",2,3,17,5,100,14,1,9,3
"H22302-04-01","P22302-005",1,3,15,5,100,14,1,9,3
"H22302-04-01","P22302-006",1,3,14,5,100,14,1,9,3
"H22302-04-01","P22302-007",1,3,13,5,100,14,1,9,3
"H22302-04-01","P22302-008",2,3,12,5,100,14,1,9,3
"H22302-04-01","P22302-009",1,3,10,5,100,14,1,9,3
"H22302-04-01","P22302-010",2,3,9,NA,100,14,1,9,3
"H22302-04-01","P22302-011",2,3,6,NA,100,14,1,9,3
"H22302-04-01","P22302-012",1,3,4,NA,100,14,1,9,3
"H22302-04-01","P22302-013",1,3,1,NA,100,14,1,9,3
"H22302-04-01","P22302-014",2,4,3,NA,100,14,1,9,3
"H22303-04-01","P22303-006",1,1,44,1,100,3,1,2,0
"H22303-04-01","P22303-024",1,3,11,5,100,3,1,2,0
"H22303-04-01","P22303-025",1,3,9,NA,100,3,1,2,0
"H22303-04-02","P22303-012",2,1,45,1,29,6,1,3,1
"H22303-04-02","P22303-013",2,3,3,NA,100,6,1,3,1
"H22303-04-02","P22303-014",2,3,13,5,100,6,1,3,1
"H22303-04-02","P22303-015",1,3,10,5,100,6,1,3,1
"H22303-04-02","P22303-016",2,3,18,5,100,6,1,3,1
"H22303-04-02","P22303-026",2,3,15,5,100,6,1,3,1
"H22303-04-03","P22303-017",1,1,42,1,100,4,1,2,1
"H22303-04-03","P22303-018",2,2,32,1,6,4,1,2,1
"H22303-04-03","P22303-021",1,3,5,NA,100,4,1,2,1
"H22303-04-03","P22303-022",1,3,2,NA,100,4,1,2,1
"H22303-04-04","P22303-001",2,7,14,5,4,4,1,2,0
"H22303-04-04","P22303-003",1,1,56,1,30,4,1,2,0
"H22303-04-04","P22303-004",2,2,41,1,7,4,1,2,0
"H22303-04-04","P22303-010",1,7,6,NA,4,4,1,2,0
"H22305-04-01","P22305-001",2,1,34,2,100,8,1,6,2
"H22305-04-01","P22305-002",2,8,13,5,100,8,1,6,2
"H22305-04-01","P22305-003",2,3,11,5,100,8,1,6,2
"H22305-04-01","P22305-004",2,3,8,NA,100,8,1,6,2
"H22305-04-01","P22305-005",1,3,5,NA,100,8,1,6,2
"H22305-04-01","P22305-006",1,3,3,NA,100,8,1,6,2
"H22305-04-01","P22305-007",1,2,38,2,100,8,1,6,2
"H22305-04-01","P22305-008",2,3,0,NA,100,8,2,6,2
"H22306-04-01","P22306-001",1,1,43,2,0,6,2,4,1
"H22306-04-01","P22306-002",2,2,31,2,0,6,1,4,1
"H22306-04-01","P22306-003",1,3,10,5,0,6,1,4,1
"H22306-04-01","P22306-004",1,3,8,NA,0,6,1,4,1
"H22306-04-01","P22306-005",1,3,5,NA,0,6,1,4,1
"H22306-04-01","P22306-006",2,3,2,NA,0,6,1,4,1
"H22307-04-01","P22307-001",1,1,73,1,100,5,1,1,1
"H22307-04-01","P22307-002",2,2,70,1,54,5,1,1,1
"H22307-04-01","P22307-003",1,3,28,1,100,5,1,1,1
"H22307-04-01","P22307-007",2,8,21,1,2,5,1,1,1
"H22307-04-01","P22307-008",1,4,3,NA,100,5,1,1,1
"H22308-04-01","P22308-001",1,1,34,5,100,8,1,6,1
"H22308-04-01","P22308-002",2,2,30,1,100,8,1,6,1
"H22308-04-01","P22308-003",2,3,13,5,100,8,1,6,1
"H22308-04-01","P22308-004",1,3,10,5,100,8,1,6,1
"H22308-04-01","P22308-005",1,3,10,5,100,8,1,6,1
"H22308-04-01","P22308-006",2,3,7,NA,100,8,1,6,1
"H22308-04-01","P22308-007",2,3,5,NA,100,8,1,6,1
"H22308-04-01","P22308-008",1,3,0,NA,100,8,2,6,1
"H22309-04-01","P22309-001",1,1,47,2,100,4,1,2,0
"H22309-04-01","P22309-002",2,2,47,2,28,4,1,2,0
"H22309-04-01","P22309-005",1,3,14,5,100,4,1,2,0
"H22309-04-01","P22309-008",2,7,12,5,0,4,1,2,0
"H22309-04-02","P22309-003",1,1,24,1,2,4,1,2,2
"H22309-04-02","P22309-009",2,2,20,1,2,4,1,2,2
"H22309-04-02","P22309-010",2,3,4,NA,2,4,1,2,2
"H22309-04-02","P22309-011",2,3,0,NA,100,4,1,2,2
"H22310-04-01","P22310-001",1,1,62,1,100,11,1,3,1
"H22310-04-01","P22310-002",2,2,53,1,100,11,1,3,1
"H22310-04-01","P22310-003",2,3,26,5,100,11,2,3,1
"H22310-04-01","P22310-004",1,3,26,5,100,11,1,3,1
"H22310-04-01","P22310-005",1,3,24,5,100,11,1,3,1
"H22310-04-01","P22310-006",2,3,20,5,100,11,2,3,1
"H22310-04-01","P22310-007",2,3,17,5,100,11,1,3,1
"H22310-04-01","P22310-008",1,4,16,5,100,11,1,3,1
"H22310-04-01","P22310-009",1,3,10,5,100,11,1,3,1
"H22310-04-01","P22310-011",1,7,13,5,100,11,1,3,1
"H22310-04-01","P22310-014",2,4,3,NA,100,11,1,3,1
"H22401-04-01","P22401-001",1,1,51,1,100,11,1,6,1
"H22401-04-01","P22401-002",2,2,41,1,100,11,1,6,1
"H22401-04-01","P22401-004",1,3,21,5,100,11,1,6,1
"H22401-04-01","P22401-005",1,3,18,5,100,11,1,6,1
"H22401-04-01","P22401-006",1,3,16,5,100,11,1,6,1
"H22401-04-01","P22401-007",2,3,14,5,100,11,1,6,1
"H22401-04-01","P22401-008",1,3,12,5,100,11,1,6,1
"H22401-04-01","P22401-009",1,3,10,5,100,11,1,6,1
"H22401-04-01","P22401-010",2,3,7,NA,100,11,1,6,1
"H22401-04-01","P22401-011",2,3,5,NA,100,11,1,6,1
"H22401-04-01","P22401-014",1,3,1,NA,100,11,1,6,1
"H22401-04-02","P22401-003",1,2,25,1,100,4,1,1,1
"H22401-04-02","P22401-012",2,1,20,1,100,4,1,1,1
"H22401-04-02","P22401-013",1,3,2,NA,100,4,1,1,1
"H22401-04-02","P22401-015",1,8,16,5,0,4,1,1,1
"H22404-04-01","P22404-002",2,1,32,3,14,3,1,0,0
"H22404-04-01","P22404-004",1,6,21,5,100,3,1,0,0
"H22404-04-01","P22404-009",2,5,55,3,12,3,1,0,0
"H22406-04-01","P22406-001",2,1,37,4,10,5,1,3,1
"H22406-04-01","P22406-003",2,3,13,5,8,5,1,3,1
"H22406-04-01","P22406-004",1,3,11,5,5,5,1,3,1
"H22406-04-01","P22406-007",2,3,3,NA,100,5,1,3,1
"H22406-04-01","P22406-008",2,3,17,5,13,5,2,3,1
"H22407-04-01","P22407-003",2,1,54,4,27,3,1,0,0
"H22407-04-01","P22407-006",1,3,23,5,16,3,2,0,0
"H22407-04-01","P22407-007",1,3,16,5,9,3,2,0,0
"H22407-04-02","P22407-004",2,1,30,5,24,2,1,1,0
"H22407-04-02","P22407-011",2,3,8,NA,7,2,1,1,0
"H22407-04-03","P22407-002",1,1,28,1,2,3,1,1,1
"H22407-04-03","P22407-014",2,2,19,1,0,3,1,1,1
"H22407-04-03","P22407-015",2,3,0,NA,0,3,1,1,1
"H22408-04-01","P22408-001",2,1,41,2,31,7,1,2,0
"H22408-04-01","P22408-002",1,3,21,5,100,7,2,2,0
"H22408-04-01","P22408-003",1,3,18,5,100,7,1,2,0
"H22408-04-01","P22408-004",2,3,15,5,100,7,1,2,0
"H22408-04-01","P22408-005",1,3,12,5,100,7,1,2,0
"H22408-04-01","P22408-006",2,3,7,NA,100,7,1,2,0
"H22408-04-01","P22408-008",1,2,50,2,100,7,1,2,0
"H22409-04-01","P22409-001",1,1,48,1,100,9,1,1,0
"H22409-04-01","P22409-002",2,2,41,1,100,9,1,1,0
"H22409-04-01","P22409-003",1,3,20,5,100,9,1,1,0
"H22409-04-01","P22409-004",1,3,16,5,100,9,1,1,0
"H22409-04-01","P22409-005",2,3,16,5,100,9,1,1,0
"H22409-04-01","P22409-006",2,3,7,NA,100,9,1,1,0
"H22409-04-01","P22409-007",2,8,16,5,100,9,1,1,0
"H22409-04-01","P22409-008",2,3,21,5,100,9,2,1,0
"H22409-04-01","P22409-009",2,7,15,5,100,9,2,1,0
"H22410-04-01","P22410-001",1,1,87,1,50,2,1,0,0
"H22410-04-01","P22410-002",2,2,73,1,44,2,1,0,0
"H22501-04-01","P22501-001",2,1,69,1,23,2,1,0,0
"H22501-04-01","P22501-002",1,3,20,5,100,2,1,0,0
"H22502-04-01","P22502-001",1,1,30,1,100,7,1,5,3
"H22502-04-01","P22502-003",1,3,7,NA,100,7,1,5,3
"H22502-04-01","P22502-004",1,3,5,NA,100,7,1,5,3
"H22502-04-01","P22502-005",2,3,3,NA,100,7,1,5,3
"H22502-04-01","P22502-006",2,2,26,1,100,7,1,5,3
"H22502-04-01","P22502-007",1,3,2,NA,100,7,1,5,3
"H22502-04-01","P22502-008",1,3,0,NA,100,7,1,5,3
"H22502-04-02","P22502-002",2,2,27,1,0,5,1,2,1
"H22502-04-02","P22502-009",1,1,44,1,100,5,1,2,1
"H22502-04-02","P22502-010",2,3,19,5,100,5,1,2,1
"H22502-04-02","P22502-011",2,3,5,NA,100,5,1,2,1
"H22502-04-02","P22502-012",1,3,3,NA,100,5,1,2,1
"H22503-04-01","P22503-005",2,2,44,1,20,8,1,4,1
"H22503-04-01","P22503-006",1,1,49,1,100,8,1,4,1
"H22503-04-01","P22503-008",1,3,18,5,100,8,1,4,1
"H22503-04-01","P22503-009",2,3,17,5,100,8,1,4,1
"H22503-04-01","P22503-010",1,3,14,5,100,8,1,4,1
"H22503-04-01","P22503-011",2,3,9,NA,100,8,1,4,1
"H22503-04-01","P22503-012",2,3,6,NA,100,8,1,4,1
"H22503-04-01","P22503-015",2,3,0,NA,100,8,2,4,1
"H22503-04-02","P22503-001",2,2,23,2,4,3,1,1,1
"H22503-04-02","P22503-002",1,1,27,2,4,3,1,1,1
"H22503-04-02","P22503-003",2,3,2,NA,100,3,1,1,1
"H22504-04-01","P22504-001",2,1,58,3,100,7,1,1,1
"H22504-04-01","P22504-002",1,3,24,1,100,7,2,1,1
"H22504-04-01","P22504-003",1,3,19,1,100,7,1,1,1
"H22504-04-01","P22504-004",1,4,17,5,100,7,1,1,1
"H22504-04-01","P22504-005",2,8,18,1,1,7,1,1,1
"H22504-04-01","P22504-006",2,8,19,1,100,7,2,1,1
"H22504-04-01","P22504-007",2,4,0,NA,100,7,1,1,1
"H22505-04-01","P22505-001",1,1,39,1,100,5,1,3,1
"H22505-04-01","P22505-002",2,2,35,1,10,5,1,3,1
"H22505-04-01","P22505-003",2,3,12,5,100,5,1,3,1
"H22505-04-01","P22505-004",1,3,8,NA,100,5,1,3,1
"H22505-04-01","P22505-007",2,3,0,NA,100,5,2,3,1
"H22506-04-01","P22506-001",1,1,39,1,100,8,1,6,2
"H22506-04-01","P22506-002",2,2,31,1,16,8,1,6,2
"H22506-04-01","P22506-003",1,3,14,5,100,8,1,6,2
"H22506-04-01","P22506-004",1,3,11,5,100,8,1,6,2
"H22506-04-01","P22506-005",2,3,9,NA,100,8,1,6,2
"H22506-04-01","P22506-006",1,3,6,NA,100,8,1,6,2
"H22506-04-01","P22506-007",2,3,3,NA,100,8,1,6,2
"H22506-04-01","P22506-008",1,3,0,NA,100,8,2,6,2
"H22507-04-01","P22507-001",1,1,32,1,100,7,1,5,2
"H22507-04-01","P22507-002",2,2,31,1,12,7,1,5,2
"H22507-04-01","P22507-003",2,3,11,5,100,7,1,5,2
"H22507-04-01","P22507-004",2,3,9,NA,100,7,1,5,2
"H22507-04-01","P22507-005",2,3,7,NA,100,7,1,5,2
"H22507-04-01","P22507-006",2,3,4,NA,100,7,1,5,2
"H22507-04-01","P22507-007",2,3,2,NA,100,7,1,5,2
"H22509-04-01","P22509-001",1,1,46,1,36,8,1,5,1
"H22509-04-01","P22509-002",2,2,38,1,16,8,1,5,1
"H22509-04-01","P22509-003",2,3,16,5,100,8,2,5,1
"H22509-04-01","P22509-004",2,3,13,1,100,8,2,5,1
"H22509-04-01","P22509-005",2,3,11,5,100,8,2,5,1
"H22509-04-01","P22509-006",1,3,8,NA,100,8,1,5,1
"H22509-04-01","P22509-008",2,3,2,NA,100,8,1,5,1
"H22509-04-01","P22509-009",2,8,14,5,100,8,1,5,1
"H22510-04-01","P22510-001",1,1,52,1,100,13,1,6,0
"H22510-04-01","P22510-002",2,2,41,1,25,13,1,6,0
"H22510-04-01","P22510-003",2,3,21,5,100,13,1,6,0
"H22510-04-01","P22510-004",2,3,18,5,100,13,1,6,0
"H22510-04-01","P22510-005",2,3,18,5,100,13,1,6,0
"H22510-04-01","P22510-006",1,3,17,5,100,13,1,6,0
"H22510-04-01","P22510-007",2,3,16,5,100,13,1,6,0
"H22510-04-01","P22510-008",2,3,14,5,100,13,1,6,0
"H22510-04-01","P22510-009",2,3,13,5,100,13,1,6,0
"H22510-04-01","P22510-010",1,3,11,5,100,13,1,6,0
"H22510-04-01","P22510-011",2,3,8,NA,100,13,1,6,0
"H22510-04-01","P22510-012",1,3,5,NA,100,13,1,6,0
"H22510-04-01","P22510-013",2,3,7,NA,100,13,1,6,0
"H22802-04-01","P22802-001",1,1,37,1,100,7,1,4,1
"H22802-04-01","P22802-002",2,2,35,1,15,7,1,4,1
"H22802-04-01","P22802-003",1,3,12,5,100,7,1,4,1
"H22802-04-01","P22802-004",2,3,9,NA,100,7,1,4,1
"H22802-04-01","P22802-005",1,3,5,NA,100,7,1,4,1
"H22802-04-01","P22802-007",1,3,3,NA,100,7,1,4,1
"H22802-04-01","P22802-008",1,3,NA,NA,100,7,2,4,1
"H22803-04-01","P22803-001",2,2,27,2,3,5,1,3,1
"H22803-04-01","P22803-004",1,1,36,2,27,5,1,3,1
"H22803-04-01","P22803-005",1,3,2,NA,100,5,1,3,1
"H22803-04-01","P22803-006",1,8,9,NA,3,5,1,3,1
"H22803-04-01","P22803-007",1,8,6,NA,3,5,1,3,1
"H22805-04-01","P22805-001",1,2,65,2,100,4,1,2,0
"H22805-04-01","P22805-002",2,1,58,2,100,4,1,2,0
"H22805-04-01","P22805-004",1,4,14,5,100,4,1,2,0
"H22805-04-01","P22805-005",1,4,7,NA,100,4,1,2,0
"H22806-04-01","P22806-001",1,1,40,1,100,8,1,5,1
"H22806-04-01","P22806-003",2,3,15,5,100,8,2,5,1
"H22806-04-01","P22806-006",2,2,40,1,14,8,1,5,1
"H22806-04-01","P22806-009",1,3,9,NA,100,8,1,5,1
"H22806-04-01","P22806-010",1,3,8,NA,100,8,1,5,1
"H22806-04-01","P22806-011",1,3,5,NA,100,8,1,5,1
"H22806-04-01","P22806-012",1,3,3,NA,100,8,1,5,1
"H22806-04-01","P22806-017",2,3,13,5,100,8,1,5,1
"H22807-04-01","P22807-001",2,1,59,4,100,1,1,0,0
